"","new_cost","area","perimeter","solution","scenario","best_solution","per_circle","fragmentation"
"50",37594442.9186021,346299999992.33,95459999.9993914,"r00010",5,"NO",2086081.04915801,45.7604463824265
"51",37689701.2612137,347199999990.45,94239999.9992887,"r00001",6,"NO",2088790.05100692,45.1170283743258
"52",37819671.8548139,347499999989.399,94479999.9991287,"r00002",6,"NO",2089692.27121043,45.2123986391557
"53",37521076.2847594,346799999989.086,93759999.9991582,"r00003",6,"NO",2087586.48417799,44.9131093297326
"54",37625225.2983572,347299999988.771,93699999.9990627,"r00004",6,"NO",2089090.83436452,44.8520468606457
"55",37658065.6535127,346499999990.794,94339999.9995219,"r00005",6,"NO",2086683.35349659,45.2105010764759
"56",37959876.0484395,348299999990.793,94759999.9994352,"r00006",6,"NO",2092096.2895779,45.2942823289238
"57",37806416.2436834,347799999990.974,94399999.9990712,"r00007",6,"NO",2090594.10205824,45.1546284886828
"58",37718625.4337491,346599999990.398,94159999.9990299,"r00008",6,"NO",2086984.44048254,45.1177297600066
"59",37555128.8026057,346399999990.256,94499999.9991305,"r00009",6,"NO",2086382.22305779,45.2937141405623
"60",37499737.8195565,346599999990.873,95359999.9992552,"r00010",6,"YES",2086984.44048397,45.6927220679907
"61",37562014.9772062,347399999989.831,89639999.9994927,"r00001",7,"NO",2089391.57443036,42.9024415990246
"62",37359558.4206187,346599999987.528,90459999.9991541,"r00002",7,"NO",2086984.4404739,43.3448368108643
"63",37531673.64291,346999999987.388,90479999.9991077,"r00003",7,"NO",2088188.35429761,43.3294246722978
"64",37604329.2708526,348899999989.693,90419999.9990484,"r00004",7,"NO",2093897.4920517,43.1826296856828
"65",37279847.9761371,347499999988.27,90299999.9990143,"r00005",7,"YES",2089692.27120703,43.2121041184958
"66",37497660.0266549,347199999988.046,90139999.9994949,"r00006",7,"NO",2088790.05099969,43.1541695424842
"67",37478514.4382196,347799999987.871,90439999.9991449,"r00007",7,"NO",2090594.10204891,43.2604300904264
"68",37596348.3475815,347899999987.734,89859999.9992795,"r00008",7,"NO",2090894.62589137,42.9768190546529
"69",37501738.7464069,347399999987.431,89879999.9994032,"r00009",7,"NO",2089391.57442315,43.0173075739611
"70",37467318.9915696,346299999986.541,89779999.9991916,"r00010",7,"NO",2086081.04914058,43.0376375051099
"71",37755966.1604543,346899999986.653,86799999.9992375,"r00001",8,"NO",2087887.44092048,41.5731223331514
"72",37628806.0245353,348499999986.422,86459999.9996721,"r00002",8,"NO",2092696.86264723,41.3151094852322
"73",37771703.9610185,349199999985.022,86759999.999257,"r00003",8,"NO",2094797.51249279,41.4168908841281
"74",37725791.6818527,347899999987.148,86259999.9994362,"r00004",8,"NO",2090894.62588961,41.2550680131646
"75",37651558.440344,348999999986.342,86179999.9996329,"r00005",8,"NO",2094197.54183786,41.1518007627885
"76",37755011.215437,349399999988.417,86119999.9995802,"r00006",8,"NO",2095397.31137356,41.0996041333696
"77",37607641.696715,348099999987.205,86259999.9996307,"r00007",8,"YES",2091495.54403007,41.2432148114538
"78",37729070.2527246,352199999987.878,87359999.9996397,"r00008",8,"NO",2103776.53999301,41.5253228367733
"79",37748140.2106855,346899999987.082,86219999.9996489,"r00009",8,"NO",2087887.44092177,41.295329580403
"80",37643146.7935262,347499999986.46,86659999.9990164,"r00010",8,"NO",2089692.27120159,41.4702208517937
"81",37733028.2096231,350999999983.805,82779999.9992438,"r00001",9,"NO",2100189.53559829,39.4154901717773
"82",37850066.0728629,351799999985.309,82279999.9996494,"r00002",9,"NO",2102581.55179459,39.1328459671027
"83",37517590.4107115,351399999985.587,82839999.9992702,"r00003",9,"YES",2101385.88405478,39.4216029658599
"84",38053044.1302379,351899999983.635,83599999.99955,"r00004",9,"NO",2102880.36249981,39.7549958097331
"85",37745204.0148802,350199999982.734,83239999.9991472,"r00005",9,"NO",2097794.79190211,39.6797629207917
"86",37790194.5734901,346599999983.965,83579999.9991252,"r00006",9,"NO",2086984.44046317,40.0482142457065
"87",37844664.6858754,350899999984.606,83319999.9995901,"r00007",9,"NO",2099890.34199055,39.6782623994587
"88",37680765.8229524,349799999983.743,83459999.9990921,"r00008",9,"NO",2096596.39432547,39.8073755277746
"89",37924879.8977574,347599999984.944,81959999.9993227,"r00009",9,"NO",2089992.92471579,39.2154437606377
"90",38018006.1035073,350799999984.54,84139999.9994454,"r00010",9,"NO",2099591.10574486,40.074469628502
"91",38434439.7198667,350199999981.865,78479999.9990825,"r00001",10,"NO",2097794.79189951,37.4107135274278
"92",38332900.8451306,346299999983.887,78079999.9993785,"r00002",10,"NO",2086081.04913258,37.4290347116882
"93",38514825.6823819,350299999983.86,78479999.9993553,"r00003",10,"NO",2098094.28434644,37.4053733356421
"94",38450247.62674,357199999980.078,78539999.9994139,"r00004",10,"NO",2118657.0234936,37.0706533093799
"95",38323788.9775789,353599999981.975,78279999.9995981,"r00005",10,"NO",2107953.66386714,37.1355411370807
"96",38299008.1128575,358699999981.326,78779999.999453,"r00006",10,"NO",2123100.8311279,37.1061038856082
"97",38440080.0931258,352499999980.5,79519999.9992055,"r00007",10,"NO",2104672.33585577,37.7826033271219
"98",38620703.6807068,352899999979.365,78739999.9994063,"r00008",10,"NO",2105866.1376137,37.3907907026949
"99",38434652.3099246,355399999979.594,79419999.9994067,"r00009",10,"NO",2113312.11989304,37.5808188728063
"100",38176818.8990075,349199999982.307,77299999.9994646,"r00010",10,"YES",2094797.51248465,36.9009412789395
"101",38868833.5611427,352599999978.766,76279999.9992137,"r00001",11,"NO",2104970.84976401,36.2380315184724
"102",38942887.0094773,353499999976.907,76539999.9992164,"r00002",11,"NO",2107655.57240403,36.3152314834408
"103",38886642.839014,356299999980.274,75599999.9993718,"r00003",11,"NO",2115986.25932407,35.7280202866352
"104",38889804.3280194,350199999979.953,75979999.9992484,"r00004",11,"NO",2097794.79189378,36.2189859050311
"105",38925928.8667386,351499999982.691,76119999.999573,"r00005",11,"NO",2101684.8647525,36.2185602971153
"106",38892785.3360043,350399999978.305,75359999.99904,"r00006",11,"NO",2098393.73402582,35.9131838687204
"107",38842492.8301686,347599999981.267,76239999.9990684,"r00007",11,"NO",2089992.92470473,36.4785923903735
"108",38678986.4359706,349999999982.617,75559999.999367,"r00008",11,"NO",2097195.67871176,36.0290652733851
"109",38602826.8197186,353199999977.77,76039999.999199,"r00009",11,"YES",2106761.04499592,36.0933197335373
"110",38720220.2591058,354699999980.448,76879999.9993392,"r00010",11,"NO",2111229.89195102,36.4147932408693
"111",40218132.8395764,352499999980.552,71699999.9997176,"r00001",12,"NO",2104672.33585592,34.0670605957097
"112",40168974.5465936,362499999977.66,72359999.9998593,"r00002",12,"NO",2134317.06815657,33.9031164017056
"113",40161729.4456862,355599999975.552,71799999.9993348,"r00003",12,"NO",2113906.66543225,33.9655487980843
"114",40258821.6947398,354199999977.298,71919999.9995688,"r00004",12,"NO",2109741.32805914,34.0894872006568
"115",40006421.3368257,354899999978.684,72679999.9993698,"r00005",12,"NO",2111825.02371011,34.4157300833966
"116",40094276.7547828,356099999977.589,72979999.9994144,"r00006",12,"NO",2115392.29824911,34.4995110645997
"117",40267493.2474374,353999999975.823,72039999.9992222,"r00007",12,"NO",2109145.60833986,34.1560107156024
"118",40092803.2446986,354299999976.638,74019999.9993802,"r00008",12,"NO",2110039.12484434,35.0799182478859
"119",39973984.1279148,356699999976.671,72399999.9994684,"r00009",12,"NO",2117173.68155018,34.1965331566268
"120",40142738.9978967,350499999979.045,71479999.9996656,"r00010",12,"YES",2098693.14099741,34.0592908049886
"121",41659599.0025515,357399999976.754,69439999.9996776,"r00001",13,"NO",2119250.06954815,32.7663077602177
"122",41447732.4306351,357499999974.864,71459999.999613,"r00002",13,"NO",2119546.53034972,33.7147587827771
"123",41779072.978775,362399999973.068,71739999.9995731,"r00003",13,"NO",2134022.65927645,33.6172625382979
"124",41704177.4964126,353399999977.163,69619999.9995707,"r00004",13,"NO",2107357.43879095,33.0366357021587
"125",41537191.8875875,353599999978.123,69079999.9998977,"r00005",13,"NO",2107953.66385566,32.7711188269402
"126",41481627.5255558,353099999974.814,70539999.999323,"r00006",13,"NO",2106462.78476828,33.4874181065025
"127",41525197.0532533,359899999974.512,69699999.9996547,"r00007",13,"YES",2126649.1915188,32.7745639843291
"128",41283662.0964577,354499999974.026,69519999.9995908,"r00008",13,"NO",2110634.59235935,32.9379610526892
"129",41731665.0879881,351499999976.153,68419999.999535,"r00009",13,"NO",2101684.86473296,32.5548330996943
"130",41313641.873407,349599999977.894,69839999.9992351,"r00010",13,"NO",2095996.93857176,33.3206593549822
"131",43430460.0984958,363499999974.475,67999999.9996619,"r00001",14,"NO",2137258.92628825,31.8164538527658
"132",43417126.5508404,353199999971.746,67139999.9992918,"r00002",14,"NO",2106761.04497796,31.8688254462168
"133",43287565.5663224,354099999975.811,67099999.9994164,"r00003",14,"NO",2109443.48922663,31.809337553772
"134",43448187.1544593,367999999970.397,69959999.9991708,"r00004",14,"NO",2150447.48499287,32.5327637560992
"135",43590126.5839461,354299999973.836,68999999.9998401,"r00005",14,"NO",2110039.124836,32.7008154435066
"136",42889367.1788235,358399999970.588,67519999.9997011,"r00006",14,"YES",2122212.81397901,31.8158478522733
"137",43531250.9078449,371399999972.424,69079999.9996223,"r00007",14,"NO",2160358.77710775,31.9761702230338
"138",42980645.8051306,360899999976.749,68679999.999736,"r00008",14,"NO",2129601.64219275,32.2501629595944
"139",43496088.2343427,358499999976.323,67859999.9996434,"r00009",14,"NO",2122508.86098274,31.9715979740239
"140",43642876.2989124,359199999973.082,69739999.99995,"r00010",14,"NO",2124580.03481619,32.8253108177135
"141",44625338.9491507,360099999972.595,66559999.9995586,"r00001",15,"NO",2127240.00946916,31.2893701243275
"142",44936965.8349395,369799999972.984,66859999.999866,"r00002",15,"YES",2155700.31610392,31.0154428704194
"143",44861899.39547,372399999971.816,67859999.9998586,"r00003",15,"NO",2163265.2210104,31.3692465171529
"144",44751213.580385,362499999973.656,65719999.9996989,"r00004",15,"NO",2134317.06814478,30.7920509940094
"145",45289130.3216937,362299999973.619,66419999.9996502,"r00005",15,"NO",2133728.20978934,31.1286131452552
"146",45049572.3794687,369199999970.327,67879999.9994752,"r00006",15,"NO",2153950.79573525,31.5141832087693
"147",45313959.2262979,359799999972.593,68259999.9996258,"r00007",15,"NO",2126353.72097448,32.1019025791923
"148",44624110.9700777,367099999972.898,67059999.9995691,"r00008",15,"NO",2147816.25196167,31.2224101751353
"149",45498605.9238984,367099999971.537,68639999.9995691,"r00009",15,"NO",2147816.25195769,31.9580410740468
"150",45010994.5311398,361199999974.59,66559999.999547,"r00010",15,"NO",2130486.57953699,31.2416894050617
"151",48101959.2362391,388699999968.971,68699999.9997572,"r00001",16,"NO",2210101.41337711,31.0845464302841
"152",47785044.2036545,359899999972.87,65399999.9996474,"r00002",16,"NO",2126649.19151395,30.7526037959695
"153",47189735.2107477,369199999971.681,65239999.9998182,"r00003",16,"NO",2153950.7957392,30.2885284700428
"154",48096334.699387,378699999967.585,67439999.9992594,"r00004",16,"YES",2181486.77540124,30.9146957752496
"155",47337974.8972213,367299999968.918,65339999.9994233,"r00005",16,"NO",2148401.24889731,30.4133131708798
"156",47899811.6488265,371299999970.181,65539999.9994383,"r00006",16,"NO",2160067.91762131,30.3416385497785
"157",47262843.2856232,363299999976.407,67219999.9999397,"r00007",16,"NO",2136670.87870365,31.4601563909193
"158",47237504.5141116,375399999972.562,65619999.9992422,"r00008",16,"NO",2171961.21703074,30.212325839294
"159",47357404.7782706,372999999969.31,66699999.9996882,"r00009",16,"NO",2165007.21448459,30.808211424629
"160",47530635.7983068,382899999965.869,67259999.9996338,"r00010",16,"NO",2193550.38870987,30.662619079014
"161",51801033.7828294,373299999970.796,64759999.9995706,"r00001",17,"NO",2165877.6858293,29.9001187478297
"162",50754651.7389692,361699999972.836,63859999.9995896,"r00002",17,"NO",2131960.65884724,29.9536484102474
"163",52199739.1322231,382799999969.518,67719999.9994887,"r00003",17,"NO",2193263.93094713,30.8763569417953
"164",51346329.6912417,364499999971.975,63939999.9995649,"r00004",17,"YES",2140196.74062497,29.8757580487173
"165",51887667.5345054,376999999969.72,65639999.9995259,"r00005",17,"NO",2176584.87572456,30.1573353429074
"166",51947286.8295204,365699999971.064,65339999.9996019,"r00006",17,"NO",2143716.80342986,30.4797722791838
"167",51918543.0154514,378799999970.007,66039999.9996186,"r00007",17,"NO",2181774.77947252,30.2689354652752
"168",51393248.4389167,378099999972.111,66059999.9993089,"r00008",17,"NO",2179757.95191547,30.3061172187758
"169",51426998.8031906,371199999972.18,66879999.9992561,"r00009",17,"NO",2159777.01897685,30.9661596598241
"170",51096671.0114798,369599999972.071,65859999.9999356,"r00010",17,"NO",2155117.30045401,30.5598214937354
"171",55271087.5367009,398899999969.05,69259999.9993675,"r00001",18,"NO",2238911.61899682,30.9346735314191
"172",55651349.7605768,376199999970.172,65179999.9995153,"r00002",18,"NO",2174274.2754186,29.9778186847961
"173",53898346.390829,396299999966.081,67259999.9997755,"r00003",18,"NO",2231603.16231276,30.1397672918108
"174",53218768.8429382,380999999965.457,66919999.9994649,"r00004",18,"NO",2188101.27819458,30.5835934864409
"175",55103769.0820189,372399999966.529,65399999.9995415,"r00005",18,"NO",2163265.22099505,30.2320766611591
"176",55600945.7557394,380899999967.889,65159999.9990871,"r00006",18,"NO",2187814.10695833,29.7831519560304
"177",54369593.9054291,388499999968.067,67319999.9991473,"r00007",18,"NO",2209532.75225267,30.4679801331358
"178",53783728.7627142,380099999968.826,65599999.9997243,"r00008",18,"NO",2185515.37860665,30.015803431018
"179",53931642.0917737,385799999967.438,66419999.9997848,"r00009",18,"NO",2201841.45265062,30.165659711705
"180",54121066.6172274,380499999969.637,66299999.9995525,"r00010",18,"YES",2186665.04485303,30.3201444389525
"181",57772316.1563197,384399999968.671,66039999.9991644,"r00001",19,"NO",2197842.77503328,30.0476452407587
"182",57159742.0222081,382599999967.219,65599999.9995466,"r00002",19,"NO",2192690.9031238,29.9175774871369
"183",57145625.9124776,396899999971.496,65999999.9992946,"r00003",19,"NO",2233291.85206076,29.5527877103897
"184",56883897.2668379,379499999966.648,65599999.9996356,"r00004",19,"NO",2183789.74439624,30.0395219677031
"185",58222546.3052007,403699999964.637,67999999.9999552,"r00005",19,"NO",2252341.85162297,30.1907989459754
"186",57199174.5318344,384399999965.316,65539999.9996999,"r00006",19,"YES",2197842.77502368,29.8201494413055
"187",58405596.6264984,400699999968.762,66559999.9993373,"r00007",19,"NO",2243957.37588332,29.6618824914784
"188",57203573.7820534,386699999971.193,66959999.9995982,"r00008",19,"NO",2204408.20090352,30.3754994071213
"189",58577286.3586607,393799999967.424,66279999.9995535,"r00009",19,"NO",2224553.15682167,29.794747676091
"190",56341817.5370896,384299999972.554,66059999.9994015,"r00010",19,"NO",2197556.87679599,30.0606554018826
"191",61858924.0449288,392999999968.828,66579999.9997258,"r00001",20,"NO",2222292.43148858,29.9600534368593
"192",61336121.7167899,409599999964.004,67639999.9999095,"r00002",20,"NO",2268740.92905937,29.8138933068719
"193",60745323.6359575,403599999967.149,66659999.9996193,"r00003",20,"NO",2252062.87202257,29.5995288709467
"194",61594812.2259087,391499999968.45,65279999.9991182,"r00004",20,"NO",2218047.36088415,29.4312922033804
"195",62273586.7291797,396999999968.456,66259999.9999413,"r00005",20,"NO",2233573.17621434,29.6654708722124
"196",60379824.6095332,392499999971.04,66739999.9999027,"r00006",20,"NO",2220878.30953703,30.0511737690912
"197",62632813.5560372,393299999965.529,66179999.9996183,"r00007",20,"NO",2223140.47288836,29.7686991922897
"198",61074735.0799602,406399999968.527,67459999.9999795,"r00008",20,"NO",2259861.28275168,29.8513897799241
"199",61960787.7569873,391499999969.108,65259999.9994681,"r00009",20,"NO",2218047.36088601,29.4222752635001
"200",60332184.3962461,398099999965.989,66199999.9997832,"r00010",20,"YES",2236665.40661517,29.5976321733192
