"","new_cost","area","perimeter","solution","scenario","best_solution","per_circle","fragmentation"
"44",38655775.7334685,350199999991.541,98199999.9992969,"r00004",5,"NO",2097794.79192849,46.8110610137527
"45",38456712.8255593,348899999990.978,97859999.9993792,"r00005",5,"NO",2093897.49205555,46.7358122213095
"46",38856367.5218298,346999999989.282,98499999.9990915,"r00006",5,"NO",2088188.35430331,47.1700743834263
"47",38562018.6190279,348799999990.531,98339999.9990493,"r00007",5,"NO",2093597.39925552,46.9717816969102
"48",38990704.4351793,348499999990.167,98479999.9989654,"r00008",5,"NO",2092696.86265847,47.0588940788398
"49",38825669.6444571,351699999991.956,98839999.9990774,"r00009",5,"NO",2102282.69863238,47.0155607822758
"50",38427401.5581004,349499999990.98,98259999.9989494,"r00010",5,"YES",2095697.14644201,46.8865456851775
"51",38941182.1489604,348099999990.63,97779999.9991821,"r00001",6,"NO",2091495.54404036,46.751235152187
"52",39364833.3434239,350899999988.366,98099999.9994076,"r00002",6,"NO",2099890.3420018,46.7167251723678
"53",39097066.5311332,349299999990.773,97699999.9991311,"r00003",6,"NO",2095097.43340965,46.6326760947485
"54",39026933.3212789,351599999990.596,97879999.9995447,"r00004",6,"NO",2101983.80295627,46.5655348351802
"55",38978933.6125237,349399999991.517,97039999.9995465,"r00005",6,"NO",2095397.31138285,46.3110263015013
"56",38749022.0347015,347399999991.284,97439999.9994092,"r00006",6,"YES",2089391.57443473,46.635585780885
"57",38956059.5903764,348999999991.559,97119999.9992683,"r00007",6,"NO",2094197.54185351,46.3757587611866
"58",38997464.9629659,350299999991.382,98339999.9993161,"r00008",6,"NO",2098094.28436896,46.8711061900125
"59",39172874.5261876,351599999990.747,98119999.9992431,"r00009",6,"NO",2101983.80295672,46.6797126891388
"60",39088151.0863351,348099999990.192,97099999.9994906,"r00010",6,"NO",2091495.54403905,46.4261089516707
"61",38583064.7014884,350799999990.263,91259999.9994589,"r00001",7,"NO",2099591.10576199,43.4656061120714
"62",38526568.0225047,351499999988.342,92739999.9991722,"r00002",7,"NO",2101684.86476939,44.1265013388903
"63",38444093.3512689,349099999989.203,91319999.9994852,"r00003",7,"NO",2094497.54865865,43.5999555396796
"64",38446511.2959317,349799999990.245,91999999.9995554,"r00004",7,"NO",2096596.39434495,43.8806440036349
"65",38807112.4281652,351899999989.041,92919999.9994323,"r00005",7,"NO",2102880.36251597,44.1870120886284
"66",38356442.1554726,349699999989.33,92339999.9995216,"r00006",7,"YES",2096296.68790162,44.0491083788112
"67",38707262.8395744,352699999986.632,93199999.9988766,"r00007",7,"NO",2105269.32137351,44.2698703926733
"68",38397503.2059132,353199999987.188,93139999.9991791,"r00008",7,"NO",2106761.04502401,44.2100447125543
"69",38755968.0674882,353499999988.369,93159999.9991972,"r00009",7,"NO",2107655.5724382,44.2007703808202
"70",38484145.1848667,351199999987.724,92759999.9992897,"r00010",7,"NO",2100787.79499708,44.1548642943343
"71",38645381.8344058,353499999987.495,90899999.9992746,"r00001",8,"NO",2107655.5724356,43.1284889182491
"72",38807287.7569731,348899999990.072,88579999.9995373,"r00002",8,"NO",2093897.49205284,42.3038856179604
"73",38886387.7750164,351999999986.491,89239999.9994867,"r00003",8,"NO",2103179.13076482,42.4310029964184
"74",38626255.1104755,352799999986.511,88939999.999192,"r00004",8,"NO",2105567.75064979,42.2403885943564
"75",39024414.399759,355099999986.964,89799999.9997214,"r00005",8,"NO",2112419.98783271,42.5104858489121
"76",38575416.7669056,349199999985.692,89359999.9992247,"r00006",8,"NO",2094797.51249481,42.6580609659027
"77",38655176.5080902,355899999986.784,89559999.9992673,"r00007",8,"NO",2114798.17038987,42.3491949507203
"78",38402550.6335666,350599999986.159,89119999.9991574,"r00008",8,"YES",2098992.50527971,42.4584650850296
"79",38737534.6545779,357599999985.369,89839999.9994186,"r00009",8,"NO",2119842.94972788,42.3804980510237
"80",39080846.8320966,352599999984.96,89619999.9994268,"r00010",8,"NO",2104970.8497825,42.5754114403471
"81",38904278.7341892,355099999985.711,85819999.9993369,"r00001",9,"NO",2112419.98782898,40.6263908189667
"82",39042006.3841033,352899999984.421,85439999.9996001,"r00002",9,"NO",2105866.13762879,40.57237944659
"83",39018592.4584232,354799999986.906,86419999.9999471,"r00003",9,"NO",2111527.47881956,40.9277174305398
"84",39211686.4522114,353199999985.067,86579999.9995414,"r00004",9,"NO",2106761.04501769,41.0962601593075
"85",38923828.0940502,353899999985.235,86839999.9994515,"r00005",9,"NO",2108847.68540456,41.1788867448681
"86",39144813.5817961,357199999983.31,87119999.9990951,"r00006",9,"NO",2118657.02350318,41.1203885445521
"87",38742490.0994,361199999983.008,87839999.9994816,"r00007",9,"NO",2130486.57956182,41.2300179884484
"88",38846255.4719008,352799999985.123,85659999.9994288,"r00008",9,"NO",2105567.75064565,40.6826139758088
"89",38719015.9830705,353199999984.217,84859999.9992997,"r00009",9,"YES",2106761.04501515,40.279841038493
"90",39269701.7444013,353699999984.816,86519999.9992127,"r00010",9,"NO",2108251.71317564,41.0387428875314
"91",39247186.7355491,359399999983.336,83199999.9997687,"r00001",10,"NO",2125171.42804793,39.1497828841939
"92",39645607.177743,362699999980.448,82079999.9993903,"r00002",10,"NO",2134905.76409882,38.4466618525608
"93",39572196.1686264,353799999981.719,81779999.9992661,"r00003",10,"NO",2108549.72033636,38.7849521453164
"94",39246212.7036032,353399999983.157,80299999.9995692,"r00004",10,"YES",2107357.43880882,38.1045941807378
"95",39544183.4445622,355199999984.759,82739999.9995471,"r00005",10,"NO",2112717.4070445,39.1628334786585
"96",39206613.1901947,352999999985.508,81899999.9996716,"r00006",10,"NO",2106164.48234383,38.8858518345773
"97",39475018.0040614,354699999980.743,83139999.9990334,"r00007",10,"NO",2111229.89195189,39.3798895686192
"98",39451095.7508503,353699999984.877,81959999.9995269,"r00008",10,"NO",2108251.71317583,38.8758133041258
"99",39208135.2261682,357799999982.042,82659999.9997274,"r00009",10,"NO",2120435.66410114,38.9825550471333
"100",39559724.7867256,356299999982.474,82739999.9996623,"r00010",10,"NO",2115986.25933061,39.1023333137509
"101",40080072.2596212,356799999981.481,79199999.9996488,"r00001",11,"NO",2117470.43308062,37.4031196669056
"102",39805786.8888009,363599999977.486,80079999.9994871,"r00002",11,"NO",2137552.88942708,37.4634005060574
"103",39886019.0168867,353799999979.273,78299999.9993028,"r00003",11,"NO",2108549.72032907,37.134528649902
"104",39998596.7423736,358699999978.656,79939999.999389,"r00004",11,"NO",2123100.83112,37.6524745446114
"105",39921612.4472076,354399999981.786,78419999.9995634,"r00005",11,"NO",2110336.87962373,37.1599438728217
"106",39582457.1920073,349099999985.082,78559999.9994783,"r00006",11,"YES",2094497.54864629,37.5078023128998
"107",39796790.1757125,360999999979.82,80699999.9993777,"r00007",11,"NO",2129896.66217168,37.8891621516954
"108",39782690.6198841,352299999980.385,79579999.999365,"r00008",11,"NO",2104075.18097435,37.8218424507595
"109",39945047.9934769,352299999979.211,78019999.9992602,"r00009",11,"NO",2104075.18097085,37.0804240765108
"110",39790462.5682127,350899999981.2,78299999.9992703,"r00010",11,"NO",2099890.34198036,37.2876613763685
"111",41004173.3901069,355699999981.074,74699999.999788,"r00001",12,"NO",2114203.87552613,35.3324487124963
"112",41319693.964098,353699999978.429,74399999.9995465,"r00002",12,"NO",2108251.71315661,35.2899037317276
"113",41662356.1973571,357099999978.582,76659999.9993561,"r00003",12,"NO",2118360.43819708,36.1883646508245
"114",40773699.7067764,359499999978.979,74999999.9993304,"r00004",12,"YES",2125467.06292945,35.2863619048326
"115",41497688.4498023,357099999976.79,74439999.9994842,"r00005",12,"NO",2118360.43819176,35.1403843545277
"116",41311238.0503679,358399999978.52,76279999.9990732,"r00006",12,"NO",2122212.8140025,35.9436148419107
"117",41090100.6699479,362199999977.199,76559999.9994518,"r00007",12,"NO",2133433.7196722,35.8858113535466
"118",41161258.3016768,356899999977.672,74539999.9994885,"r00008",12,"NO",2117767.14300326,35.1974485229671
"119",41128906.3710697,362099999981.203,74859999.9997857,"r00009",12,"NO",2133139.18890054,35.0938187199917
"120",41341458.0332423,358299999977.017,74179999.9994634,"r00010",12,"NO",2121916.72570723,34.9589590867377
"121",43314789.3758851,360399999975.984,72559999.9993224,"r00001",13,"NO",2128125.92886635,34.0957266743962
"122",42555276.3369857,358999999977.325,73719999.9995278,"r00002",13,"NO",2123988.47696262,34.7082862261805
"123",42217303.2447903,355399999977.005,71979999.9992523,"r00003",13,"YES",2113312.11988534,34.0602788021476
"124",43055535.2256133,364299999976.902,75039999.9992115,"r00004",13,"NO",2139609.50047451,35.0718203403797
"125",42741852.774809,364399999972.335,73179999.9993334,"r00005",13,"NO",2139903.14068764,34.1978095213307
"126",42309831.4102294,358499999976.877,74119999.9991979,"r00006",13,"NO",2122508.86098437,34.9209378399592
"127",42261051.0182324,368199999974.386,73659999.9993934,"r00007",13,"NO",2151031.76635892,34.2440317020881
"128",42618189.3144715,360999999979.053,73139999.9993992,"r00008",13,"NO",2129896.66216942,34.3396941731915
"129",42604104.5478257,357199999976.453,72359999.9995842,"r00009",13,"NO",2118657.02348285,34.1537111469944
"130",42357298.1015564,349299999982.015,71739999.9995792,"r00010",13,"NO",2095097.43338339,34.2418442486113
"131",44437015.1109726,359199999976.786,72599999.9995505,"r00001",14,"NO",2124580.03482714,34.1714592105057
"132",44292323.5232853,357499999975.442,72779999.999587,"r00002",14,"NO",2119546.53035143,34.3375335041687
"133",45081418.1603944,365399999976.413,71059999.9992386,"r00003",14,"NO",2142837.32984808,33.161639947852
"134",44733035.8993591,372799999973.288,74079999.9991733,"r00004",14,"NO",2164426.70578087,34.2261531893486
"135",44583001.5486587,374199999969.599,73639999.9994687,"r00005",14,"NO",2168487.00330695,33.9591613356074
"136",44674629.8544658,363299999973.672,72079999.9994508,"r00006",14,"NO",2136670.8786956,33.7347228897762
"137",44282078.0904048,360799999973.033,71879999.9991031,"r00007",14,"NO",2129306.58133626,33.7574685717612
"138",44637773.673392,378299999973.315,72399999.9995502,"r00008",14,"NO",2180334.3787311,33.2059158933618
"139",44725354.0007251,355399999975.344,71379999.9997329,"r00009",14,"NO",2113312.1198804,33.7763642806215
"140",44223754.8216352,373399999970.772,71719999.9997271,"r00010",14,"YES",2166167.76520989,33.1091622503106
"141",46224019.893175,366199999968.185,70519999.9993148,"r00001",15,"NO",2145181.79149892,32.8736707904087
"142",45275071.7997673,371799999967.848,70279999.9991366,"r00002",15,"NO",2161521.82362675,32.5141292726881
"143",46042455.1278692,370899999970.261,70479999.9992261,"r00003",15,"NO",2158904.08783996,32.6461932219245
"144",46576898.4710749,372699999975.78,70819999.9991006,"r00004",15,"NO",2164136.39303703,32.7243699736114
"145",45880240.6669629,361799999976.574,69559999.9995937,"r00005",15,"NO",2132255.35243337,32.6227343832015
"146",46449769.8527267,369699999970.965,70959999.9995026,"r00006",15,"NO",2155408.82798687,32.9218286007386
"147",45998239.2082928,365199999970.556,70479999.9991768,"r00007",15,"NO",2142250.81351227,32.8999758359869
"148",45885352.4112099,374199999974.523,71699999.9994207,"r00008",15,"YES",2168487.00332122,33.0645283506915
"149",45945363.8125577,371099999968.929,70779999.9994315,"r00009",15,"NO",2159486.08113093,32.7763168366261
"150",45949249.5651392,377399999971.87,70599999.9994926,"r00010",15,"NO",2177739.25654695,32.4189407833134
"151",50107476.8976714,381399999971.682,70759999.999655,"r00001",16,"NO",2189249.58649322,32.3215774191373
"152",48569524.958753,374599999971.583,69219999.9997526,"r00002",16,"NO",2169645.69268391,31.9038266170204
"153",48769256.1682617,372799999970.883,70879999.9992273,"r00003",16,"NO",2164426.70577389,32.7477016478062
"154",48636853.323166,369899999971.832,67739999.9998584,"r00004",16,"YES",2155991.7648028,31.4194150022899
"155",49075183.5246032,393499999969.634,71479999.9996394,"r00005",16,"NO",2223705.65416576,32.1445420915907
"156",49189368.8640602,369999999974.93,70999999.999271,"r00006",16,"NO",2156283.17412112,32.9270296459137
"157",49109650.3251077,374599999973.563,69859999.9995324,"r00007",16,"NO",2169645.69268964,32.1988056551893
"158",48911466.8902027,372199999974.576,68179999.9994214,"r00008",16,"NO",2162684.24471651,31.5256377189536
"159",48020418.7311105,375199999972.518,70399999.9995008,"r00009",16,"NO",2171382.56743537,32.4217395199274
"160",49114112.3928487,368399999973.036,69479999.9997936,"r00010",16,"NO",2151615.88904504,32.2920091609061
"161",51868603.5784299,375399999975.498,69839999.9996933,"r00001",17,"YES",2171961.21703923,32.1552702929464
"162",53072185.1173339,379499999972.596,68679999.9992031,"r00002",17,"NO",2183789.74441335,31.4499141572135
"163",53130152.8668464,386999999972.535,69519999.9996418,"r00003",17,"NO",2205263.11976867,31.5245828837578
"164",51790685.718882,386099999972.24,68999999.9996308,"r00004",17,"NO",2202697.36774148,31.325229243988
"165",53223554.312669,395099999966.572,70919999.9992807,"r00005",17,"NO",2228221.94345923,31.8280682081337
"166",53070878.8968589,395599999973.556,72679999.9997251,"r00006",17,"NO",2229631.40781345,32.5973161954158
"167",53782839.5928233,384299999970.722,68319999.9995901,"r00007",17,"NO",2197556.87679075,31.0890701947896
"168",53029688.450749,393199999972.438,70319999.9998077,"r00008",17,"NO",2222857.82838662,31.6349516832784
"169",53417695.2324665,389999999967.949,71219999.9995078,"r00009",17,"NO",2213794.15014073,32.171012826545
"170",52280818.4256074,387299999972.39,69059999.9994012,"r00010",17,"NO",2206117.70732986,31.3038600660102
"171",56093007.7606547,399699999966.268,70199999.9995145,"r00001",18,"NO",2241155.58008262,31.3231266153002
"172",55297830.335686,386399999973.138,67779999.9994163,"r00002",18,"NO",2203552.9503624,30.7594151473733
"173",55700479.0705542,399599999970.46,68719999.9992362,"r00003",18,"NO",2240875.20784329,30.6665894462615
"174",57445357.1991154,400899999968.463,72239999.999937,"r00004",18,"NO",2244517.31534873,32.1850936528476
"175",54577374.5415233,400399999967.91,69299999.9993618,"r00005",18,"YES",2243117.20460304,30.8945069197246
"176",55121188.9881315,397099999969.956,70019999.9995276,"r00006",18,"NO",2233854.46495166,31.3449247021752
"177",55368290.5251434,395299999969.137,69759999.9997405,"r00007",18,"NO",2228785.83616021,31.2995528183741
"178",56055110.4753686,379399999975.921,67479999.9995284,"r00008",18,"NO",2183502.00613265,30.9044827117182
"179",56756111.8144551,391699999967.852,70519999.9990705,"r00009",18,"NO",2218613.83959456,31.7856125931125
"180",55956235.0089714,401299999961.557,72399999.9987092,"r00010",18,"NO",2245636.77540676,32.2402985164844
"181",59398485.1194637,407399999968.627,69859999.9995429,"r00001",19,"NO",2262639.91565067,30.8754386927949
"182",57807608.9876475,399899999967.36,71199999.9998659,"r00002",19,"NO",2241716.21938908,31.7613796893835
"183",59187673.8218874,407699999967.882,69999999.9996797,"r00003",19,"YES",2263472.84036514,30.925928843214
"184",58614910.2324865,390299999971.978,68119999.9999306,"r00004",19,"NO",2214645.44576152,30.758873900245
"185",58432326.1638233,395799999968.386,71079999.999556,"r00005",19,"NO",2230194.94411724,31.871653277239
"186",59473026.2601688,428299999964.235,72339999.9994427,"r00006",19,"NO",2319951.83865541,31.181681789295
"187",58998381.9211301,390599999973.482,67539999.9995605,"r00007",19,"NO",2215496.41426825,30.4852671232457
"188",60325281.4615805,409699999971.383,68939999.9991744,"r00008",19,"NO",2269017.85809265,30.383189692974
"189",58807244.5714809,407099999967.469,72519999.9994863,"r00009",19,"NO",2261806.68420111,32.0628639512139
"190",58301925.2574427,399999999970.222,71559999.9992523,"r00010",19,"NO",2241996.48647572,31.9179804388277
"191",63002922.67663,411599999967.082,71279999.9999006,"r00001",20,"NO",2274273.1024344,31.3418823463207
"192",65703236.6309863,421799999969.348,70739999.9998394,"r00002",20,"NO",2302280.41835731,30.726057275991
"193",64037645.8118489,405499999972.692,68499999.9996519,"r00003",20,"NO",2257357.58881474,30.3452143953936
"194",64992163.7929505,417499999963.838,72819999.9989028,"r00004",20,"NO",2290515.16717103,31.7919745927033
"195",62049848.4853418,410399999966.859,69519999.9993695,"r00005",20,"NO",2270955.4156162,30.6126661586203
"196",62105815.1318551,397499999969.89,67679999.9998556,"r00006",20,"NO",2234979.26586118,30.2821601227594
"197",62589724.147012,405699999966.34,68959999.9990691,"r00007",20,"YES",2257914.20515097,30.5414616028151
"198",63183597.4911734,407199999968.293,72579999.999366,"r00008",20,"NO",2262084.46212086,32.0854509257879
"199",64694630.3569242,412399999965.361,69959999.9998865,"r00009",20,"NO",2276482.20746977,30.731626089731
"200",62393081.2158392,403399999972.142,69299999.9994616,"r00010",20,"NO",2251504.80911821,30.7794146025398
