"planning_unit","number"
4649,0
4648,1
4647,0
4646,1
4645,0
4644,5
4643,3
4642,6
4641,0
4640,0
4639,0
4638,0
4637,0
4636,0
4635,0
4634,4
4633,0
4632,8
4631,1
4630,0
4629,5
4628,0
4627,0
4626,0
4625,6
4624,0
4623,0
4622,9
4621,0
4620,4
4619,10
4618,3
4617,0
4616,2
4615,0
4614,10
4613,10
4612,4
4611,2
4610,10
4609,5
4608,0
4607,0
4606,10
4605,8
4604,3
4603,6
4602,0
4601,10
4600,3
4599,0
4598,0
4597,0
4596,3
4595,1
4594,6
4593,0
4592,0
4591,0
4590,1
4589,0
4588,0
4587,6
4586,0
4585,0
4584,0
4583,0
4582,3
4581,0
4580,0
4579,2
4578,10
4577,1
4576,7
4575,6
4574,0
4573,1
4572,5
4571,0
4570,0
4569,0
4568,10
4567,10
4566,0
4565,0
4564,4
4563,3
4562,2
4561,0
4560,0
4559,0
4558,0
4557,0
4556,1
4555,8
4554,0
4553,0
4552,0
4551,0
4550,10
4549,1
4548,0
4547,6
4546,1
4545,0
4544,0
4543,0
4542,0
4541,0
4540,2
4539,10
4538,1
4537,0
4536,6
4535,0
4534,3
4533,4
4532,1
4531,0
4530,0
4529,1
4528,0
4527,0
4526,0
4525,0
4524,4
4523,10
4522,1
4521,0
4520,0
4519,0
4518,0
4517,0
4516,0
4515,4
4514,2
4513,2
4512,10
4511,0
4510,0
4509,9
4508,0
4507,0
4506,0
4505,10
4504,0
4503,0
4502,0
4501,0
4500,0
4499,8
4498,0
4497,0
4496,0
4495,4
4494,0
4493,7
4492,2
4491,0
4490,10
4489,0
4488,0
4487,0
4486,3
4485,4
4484,3
4483,0
4482,0
4481,0
4480,3
4479,0
4478,0
4477,2
4476,8
4475,0
4474,0
4473,0
4472,0
4471,0
4470,10
4469,0
4468,0
4467,0
4466,10
4465,5
4464,2
4463,1
4462,0
4461,2
4460,0
4459,1
4458,1
4457,0
4456,1
4455,3
4454,9
4453,5
4452,2
4451,1
4450,0
4449,3
4448,0
4447,3
4446,5
4445,5
4444,2
4443,0
4442,2
4441,0
4440,0
4439,1
4438,0
4437,1
4436,2
4435,0
4434,0
4433,4
4432,0
4431,0
4430,5
4429,0
4428,2
4427,8
4426,0
4425,0
4424,0
4423,10
4422,0
4421,0
4420,0
4419,0
4418,1
4417,6
4416,7
4415,2
4414,10
4413,1
4412,10
4411,2
4410,2
4409,1
4408,4
4407,4
4406,0
4405,10
4404,3
4403,0
4402,0
4401,3
4400,0
4399,0
4398,0
4397,0
4396,0
4395,1
4394,1
4393,0
4392,1
4391,7
4390,5
4389,0
4388,10
4387,3
4386,5
4385,8
4384,0
4383,4
4382,0
4381,0
4380,0
4379,0
4378,0
4377,7
4376,2
4375,1
4374,0
4373,3
4372,0
4371,6
4370,8
4369,1
4368,1
4367,0
4366,2
4365,1
4364,0
4363,0
4362,0
4361,0
4360,5
4359,2
4358,2
4357,1
4356,4
4355,0
4354,2
4353,0
4352,0
4351,0
4350,0
4349,4
4348,0
4347,0
4346,7
4345,8
4344,6
4343,0
4342,0
4341,0
4340,0
4339,0
4338,0
4337,5
4336,0
4335,0
4334,3
4333,0
4332,0
4331,0
4330,0
4329,0
4328,0
4327,0
4326,1
4325,0
4324,1
4323,4
4322,0
4321,4
4320,2
4319,5
4318,0
4317,0
4316,0
4315,1
4314,0
4313,0
4312,0
4311,0
4310,2
4309,1
4308,0
4307,0
4306,0
4305,0
4304,0
4303,5
4302,10
4301,9
4300,1
4299,4
4298,0
4297,0
4296,0
4295,0
4294,3
4293,0
4292,2
4291,0
4290,7
4289,10
4288,5
4287,0
4286,1
4285,5
4284,0
4283,2
4282,0
4281,0
4280,4
4279,0
4278,0
4277,0
4276,0
4275,0
4274,0
4273,1
4272,4
4271,0
4270,0
4269,0
4268,6
4267,0
4266,0
4265,0
4264,1
4263,0
4262,0
4261,0
4260,0
4259,0
4258,3
4257,3
4256,0
4255,0
4254,0
4253,5
4252,8
4251,10
4250,4
4249,8
4248,0
4247,6
4246,3
4245,2
4244,2
4243,0
4242,1
4241,1
4240,0
4239,0
4238,0
4237,0
4236,0
4235,1
4234,0
4233,1
4232,0
4231,0
4230,0
4229,0
4228,0
4227,0
4226,4
4225,3
4224,0
4223,10
4222,0
4221,10
4220,0
4219,5
4218,0
4217,0
4216,0
4215,1
4214,5
4213,1
4212,7
4211,0
4210,3
4209,9
4208,1
4207,0
4206,0
4205,10
4204,5
4203,3
4202,0
4201,4
4200,8
4199,0
4198,0
4197,3
4196,5
4195,10
4194,0
4193,1
4192,0
4191,2
4190,0
4189,0
4188,0
4187,2
4186,0
4185,0
4184,2
4183,0
4182,9
4181,6
4180,0
4179,0
4178,0
4177,0
4176,0
4175,1
4174,3
4173,0
4172,1
4171,0
4170,0
4169,4
4168,2
4167,0
4166,0
4165,3
4164,0
4163,0
4162,0
4161,0
4160,4
4159,0
4158,0
4157,1
4156,0
4155,1
4154,6
4153,1
4152,10
4151,4
4150,0
4149,6
4148,2
4147,0
4146,0
4145,6
4144,3
4143,4
4142,1
4141,0
4140,0
4139,0
4138,0
4137,1
4136,1
4135,9
4134,0
4133,10
4132,0
4131,0
4130,4
4129,0
4128,2
4127,0
4126,0
4125,2
4124,10
4123,1
4122,1
4121,10
4120,0
4119,7
4118,1
4117,1
4116,0
4115,0
4114,3
4113,0
4112,0
4111,0
4110,1
4109,0
4108,2
4107,0
4106,0
4105,0
4104,8
4103,0
4102,0
4101,0
4100,0
4099,5
4098,0
4097,9
4096,0
4095,6
4094,0
4093,3
4092,0
4091,0
4090,0
4089,0
4088,0
4087,1
4086,0
4085,0
4084,1
4083,0
4082,0
4081,0
4080,0
4079,0
4078,0
4077,1
4076,5
4075,0
4074,0
4073,8
4072,0
4071,0
4070,0
4069,0
4068,3
4067,0
4066,3
4065,0
4064,1
4063,1
4062,0
4061,10
4060,0
4059,5
4058,9
4057,1
4056,0
4055,0
4054,0
4053,1
4052,0
4051,0
4050,3
4049,4
4048,9
4047,7
4046,7
4045,0
4044,0
4043,0
4042,0
4041,0
4040,4
4039,4
4038,9
4037,0
4036,1
4035,1
4034,5
4033,8
4032,1
4031,10
4030,0
4029,6
4028,0
4027,7
4026,5
4025,5
4024,9
4023,0
4022,3
4021,1
4020,1
4019,0
4018,0
4017,0
4016,5
4015,0
4014,0
4013,8
4012,0
4011,1
4010,0
4009,0
4008,0
4007,6
4006,4
4005,2
4004,0
4003,0
4002,0
4001,5
4000,9
3999,0
3998,0
3997,1
3996,0
3995,0
3994,1
3993,10
3992,7
3991,0
3990,0
3989,10
3988,2
3987,0
3986,0
3985,2
3984,5
3983,10
3982,9
3981,1
3980,0
3979,10
3978,2
3977,1
3976,0
3975,0
3974,0
3973,0
3972,3
3971,0
3970,0
3969,10
3968,4
3967,0
3966,0
3965,1
3964,1
3963,0
3962,0
3961,0
3960,0
3959,7
3958,2
3957,2
3956,3
3955,0
3954,0
3953,0
3952,6
3951,0
3950,6
3949,1
