"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,113902317.115152,60102317.115153,3880,5380000.000000,237740000.000004,46779999.999998,5380000.000000,185579999.999999,0.196770,0.000000,0.000000,0,1.000000
2,114248735.551948,60648733.275888,3921,5360000.000000,237740000.000004,47519999.999999,5360000.000000,184859999.999998,0.199882,2.276060,96.608824,1,1.000000
3,114527491.187171,60527491.187170,4022,5400000.000000,237740000.000004,49419999.999996,5400000.000000,182920000.000000,0.207874,0.000000,0.000000,0,1.000000
4,112633776.163850,62233776.163850,4149,5040000.000000,237740000.000004,50899999.999998,5040000.000000,181799999.999998,0.214099,0.000000,0.000000,0,1.000000
5,113786108.976910,60586108.976910,4015,5320000.000000,237740000.000004,49009999.999998,5320000.000000,183409999.999997,0.206150,0.000000,0.000000,0,1.000000
6,113919281.099077,61419281.099077,3959,5250000.000000,237740000.000004,48519999.999999,5250000.000000,183969999.999998,0.204089,0.000000,0.000000,0,1.000000
7,113031379.720665,61131379.720665,3885,5190000.000000,237740000.000004,47529999.999999,5190000.000000,185019999.999998,0.199924,0.000000,0.000000,0,1.000000
8,113655934.980555,60655934.980555,4021,5300000.000000,237740000.000004,49519999.999998,5300000.000000,182919999.999999,0.208295,0.000000,0.000000,0,1.000000
9,112574989.643427,59974848.246188,3912,5260000.000000,237740000.000004,48479999.999998,5260000.000000,183999999.999999,0.203920,141.397238,1966.066083,1,0.999999
10,114811139.890577,60911139.890577,3945,5390000.000000,237740000.000004,47719999.999998,5390000.000000,184629999.999998,0.200723,0.000000,0.000000,0,1.000000
