"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,4728.043677,4726.122455,5657,13151964.684000,108283924.481035,8314077.187001,13151964.683998,86817882.610023,0.076780,1.921222,2867.670000,0,0.999480
2,4959.251516,4959.223270,5646,13383593.620000,108283924.481035,8169309.083001,13383593.619998,86731021.778023,0.075443,0.028247,18.000000,0,0.999992
3,4780.936314,4780.710544,5648,13248476.764000,108283924.481035,8242131.798001,13248476.763998,86793315.919023,0.076116,0.225769,87645.840000,0,0.991856
4,4735.228751,4734.502366,5642,13213381.370000,108283924.481035,8243886.624001,13213381.369998,86826656.487023,0.076132,0.726385,2555.500000,0,0.999834
5,4792.113292,4792.084136,5644,13236193.418000,108283924.481035,8237744.840001,13236193.417998,86809986.223023,0.076075,0.029157,18.500000,0,0.999992
6,4723.269589,4722.946721,5647,13237948.100000,108283924.481035,8244763.997001,13237948.099998,86801212.384023,0.076140,0.322868,4368.300000,0,0.999875
7,4826.764384,4826.735227,5658,13008073.870000,108283924.481035,8388654.715001,13008073.869998,86887195.896023,0.077469,0.029157,18.500000,0,0.999992
8,4719.350165,4719.222676,5634,13129152.672000,108283924.481035,8264943.759001,13129152.671998,86889828.050023,0.076327,0.127489,4931.700000,0,0.999551
9,4829.210480,4816.812618,5651,13095812.166000,108283924.481035,8326360.568001,13095812.165998,86861751.747023,0.076894,12.397862,8781.200000,0,0.999480
10,4932.328806,4931.727175,5640,13123888.346000,108283924.481035,8283368.835001,13123888.345998,86876667.300023,0.076497,0.601631,1053.000000,0,0.999834
11,4752.929289,4752.900132,5661,13197588.526000,108283924.481035,8301793.858001,13197588.525998,86784542.097023,0.076667,0.029157,18.500000,0,0.999992
12,4864.772109,4864.545429,5640,13176531.368000,108283924.481035,8257047.289001,13176531.367998,86850345.824023,0.076254,0.226679,87646.340000,0,0.991856
13,4705.906632,4705.877427,5651,13227419.486000,108283924.481035,8260556.848001,13227419.485998,86795948.147023,0.076286,0.029205,981.240000,0,0.999992
14,4902.061748,4901.003715,5645,13273043.484000,108283924.481035,8221951.988001,13273043.483998,86788929.009023,0.075930,1.058034,50607.520000,0,0.998972
15,4819.265737,4819.236581,5657,13299364.892000,108283924.481035,8240377.091001,13299364.891998,86744182.498023,0.076100,0.029157,18.500000,0,0.999992
16,4762.864121,4761.594818,5635,13088793.122000,108283924.481035,8287755.675001,13088793.121998,86907375.684023,0.076537,1.269303,139497.360000,0,0.991856
17,4926.452840,4926.423683,5636,13204607.612000,108283924.481035,8232480.610001,13204607.611998,86846836.259023,0.076027,0.029157,18.500000,0,0.999992
18,4784.476203,4784.447867,5652,13292345.852000,108283924.481035,8230725.844001,13292345.851998,86760852.785023,0.076011,0.028336,1778.000000,0,0.999992
19,4847.199816,4847.170659,5655,13329195.878000,108283924.481035,8220197.276001,13329195.877998,86734531.327023,0.075913,0.029157,18.500000,0,0.999992
20,4804.480130,4804.451883,5649,13327441.202000,108283924.481035,8205281.735001,13327441.201998,86751201.544023,0.075776,0.028247,18.000000,0,0.999992
21,4814.878526,4814.850279,5642,13109850.324000,108283924.481035,8295652.150001,13109850.323998,86878422.007023,0.076610,0.028247,18.000000,0,0.999992
22,4860.413279,4858.441569,5652,13236193.348000,108283924.481035,8258802.084001,13236193.347998,86788929.049023,0.076270,1.971709,5303.500000,0,0.999480
23,4833.688860,4833.659570,5650,13344988.792000,108283924.481035,8199140.070001,13344988.791998,86739795.619023,0.075719,0.029290,2668.480000,0,0.999991
24,4946.153938,4944.877744,5648,13315157.810000,108283924.481035,8208791.299001,13315157.809998,86759975.372023,0.075808,1.276194,30661.340000,0,0.997351
25,4805.378888,4803.639882,5652,13164247.992000,108283924.481035,8294774.796001,13164247.991998,86824901.693023,0.076602,1.739006,1870.200000,0,0.999480
26,4917.818522,4917.690258,5645,13287081.522000,108283924.481035,8214932.960001,13287081.521998,86781909.999023,0.075865,0.128264,4891.520000,0,0.999901
27,4845.183478,4845.154321,5649,13232683.824000,108283924.481035,8252660.430001,13232683.823998,86798580.227023,0.076213,0.029157,18.500000,0,0.999992
28,4770.635087,4770.605930,5640,13216890.888000,108283924.481035,8236867.561001,13216890.887998,86830166.032023,0.076067,0.029157,18.500000,0,0.999992
29,4686.759866,4686.730668,5635,13216891.002000,108283924.481035,8223706.732001,13216891.001998,86843326.747023,0.075946,0.029198,761.480000,0,0.999990
30,4696.845762,4696.817516,5646,13234438.558000,108283924.481035,8243886.612001,13234438.557998,86805599.311023,0.076132,0.028247,18.000000,0,0.999992
31,4771.946607,4771.917450,5646,13167757.564000,108283924.481035,8277227.106001,13167757.563998,86838939.811023,0.076440,0.029157,18.500000,0,0.999992
32,4785.628538,4782.284687,5647,13027376.344000,108283924.481035,8350049.840001,13027376.343998,86906498.297023,0.077113,3.343850,142423.400000,0,0.996798
33,4838.585675,4838.557112,5653,13227419.494000,108283924.481035,8265821.156001,13227419.493998,86790683.831023,0.076335,0.028563,1945.020000,0,0.996839
34,4847.819669,4847.071966,5645,13273043.342000,108283924.481035,8221952.028001,13273043.341998,86788929.111023,0.075930,0.747702,35393.020000,0,0.999281
35,4844.736070,4844.581852,5638,13241457.688000,108283924.481035,8219319.869001,13241457.687998,86823146.924023,0.075905,0.154219,133870.000000,0,0.999499
36,4812.134350,4812.105194,5657,13262514.914000,108283924.481035,8258802.086001,13262514.913998,86762607.481023,0.076270,0.029157,18.500000,0,0.999992
37,4811.118377,4811.089220,5654,13243212.404000,108283924.481035,8260556.847001,13243212.403998,86780155.230023,0.076286,0.029157,18.500000,0,0.999992
38,4828.924207,4828.895050,5647,13244967.230000,108283924.481035,8241254.390001,13244967.229998,86797702.861023,0.076108,0.029157,18.500000,0,0.999992
39,4749.120605,4748.996932,5636,13222155.218000,108283924.481035,8223706.820001,13222155.217998,86838062.443023,0.075946,0.123673,4643.740000,0,0.999764
40,4842.153129,4842.124882,5653,13216890.938000,108283924.481035,8271085.455001,13216890.937998,86795948.088023,0.076383,0.028247,18.000000,0,0.999992
41,4940.699889,4940.606473,5654,13213381.358000,108283924.481035,8275472.364001,13213381.357998,86795070.759023,0.076424,0.093416,28526.340000,0,0.997351
42,4865.466439,4864.044486,5641,13132662.244000,108283924.481035,8281613.997001,13132662.243998,86869648.240023,0.076481,1.421953,12060.780000,0,0.998632
43,4800.447692,4800.382522,5638,13220400.504000,108283924.481035,8229848.422001,13220400.503998,86833675.555023,0.076002,0.065170,28508.340000,0,0.997351
44,4744.269372,4744.176866,5658,13199343.414000,108283924.481035,8293019.972001,13199343.413998,86791561.095023,0.076586,0.092506,28525.840000,0,0.997351
45,4777.403370,4777.250062,5641,13141436.008000,108283924.481035,8277227.100001,13141436.007998,86865261.373023,0.076440,0.153309,133869.500000,0,0.999499
46,4710.046302,4708.611984,5648,13273043.402000,108283924.481035,8229848.497001,13273043.401998,86781032.582023,0.076002,1.434318,10897.660000,0,0.998632
47,4749.883380,4748.672560,5643,13297610.162000,108283924.481035,8204404.340001,13297610.161998,86781909.979023,0.075768,1.210820,5430.240000,0,0.999494
48,4820.530354,4819.775261,5648,13180040.942000,108283924.481035,8276349.718001,13180040.941998,86827533.821023,0.076432,0.755093,142768.800000,0,0.999499
49,4954.153265,4953.999956,5657,13341479.324000,108283924.481035,8219319.845001,13341479.323998,86723125.312023,0.075905,0.153309,133869.500000,0,0.999499
50,4717.985106,4716.018114,5651,13127397.950000,108283924.481035,8310567.665001,13127397.949998,86845958.866023,0.076748,1.966992,4624.700000,0,0.999480
51,4765.200173,4765.171016,5640,13146700.306000,108283924.481035,8271962.825001,13146700.305998,86865261.350023,0.076391,0.029157,18.500000,0,0.999992
