"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,8087.540413,7987.962235,7758,9784570.330000,108283924.481035,15527916.695996,9784570.330000,82971437.455022,0.143400,1.732475,3193.420000,0,0.995507
2,7683.501303,7585.655599,7806,9784570.394000,108283924.481035,15654259.718996,9784570.394000,82845094.368022,0.144567,0.000000,0.000000,0,1.000000
3,8529.503825,8419.168578,7967,10007425.576000,108283924.481035,15966607.956996,10007425.576000,82309890.948022,0.147451,10.260991,1784.300000,0,0.999628
4,7968.896995,7877.052588,7680,9184440.712000,108283924.481035,15622673.949996,9184440.712000,83476809.819022,0.144275,0.000000,0.000000,0,1.000000
5,8686.559215,8577.810849,7203,9328331.616000,108283924.481035,14295194.037997,9328331.616000,84660398.827023,0.132016,15.465050,12692.870000,0,0.996798
6,8711.068440,8608.976204,8103,10209223.596000,108283924.481035,16223681.017996,10209223.596000,81851019.867022,0.149825,0.000000,0.000000,0,1.000000
7,7939.090831,7840.312570,7927,9845987.192000,108283924.481035,15942041.174996,9845987.192000,82495896.114022,0.147224,0.318389,12475.140000,0,0.999350
8,8250.426126,8150.072607,8022,9688058.314000,108283924.481035,16271059.669996,9688058.314000,82324806.497021,0.150263,3.472936,1726.400000,0,0.998647
9,7908.853684,7804.120160,8477,10217997.262000,108283924.481035,17203717.394995,10217997.262000,80862209.824022,0.158876,2.553552,1339.600000,0,0.999291
10,7690.439864,7591.681683,7984,9875818.060000,108283924.481035,16077158.189996,9875818.060000,82330948.231022,0.148472,0.000000,0.000000,0,1.000000
11,8019.922337,7912.147723,7885,9607339.160000,108283924.481035,15950815.026996,9607339.160000,82725770.294022,0.147305,11.701223,2694.300000,0,0.999614
12,8821.914297,8722.579134,7927,9847741.962000,108283924.481035,15941163.815996,9847741.962000,82495018.703022,0.147216,0.857743,107.100000,0,0.999822
13,8186.965722,8085.944312,8260,10040766.182000,108283924.481035,16721156.896995,10040766.182000,81522001.402021,0.154420,0.613748,1054.000000,0,0.999834
14,8471.018832,8367.489101,7888,9912668.238000,108283924.481035,15806046.963996,9912668.238000,82565209.279022,0.145969,4.403048,4052.300000,0,0.999373
