"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,168908283716.378970,8729588897.000000,964,16010836.091037,275577496.942233,45051235.157799,16010836.091037,214515425.693390,0.163479,70333909.008930,33.010000,0,0.994154
2,145549794195.166470,7445018572.000000,897,13803307.880277,275577496.942233,42256726.822599,13803307.880277,219517462.239350,0.153339,71696820.396466,33.822000,0,0.993852
3,151486786564.291320,8612777329.000000,868,14285003.400422,275577496.942233,40545125.760300,14285003.400422,220747367.781505,0.147128,23975231.071329,10.544000,0,0.998235
4,138640581238.671660,8419354158.000000,851,13011431.177789,275577496.942233,39860415.003300,13011431.177789,222705650.761138,0.144643,106915302.781713,53.016000,0,0.989099
5,174340895158.190190,8490772259.000000,839,16548952.608082,275577496.942233,37795552.378100,16548952.608082,221232991.956045,0.137150,360596818.370167,161.064000,0,0.968692
6,147179333107.111760,7421298729.000000,1088,13970266.023281,275577496.942233,52755662.931999,13970266.023281,208851567.986945,0.191437,55374145.301772,26.122000,0,0.995252
7,159462492432.136810,7343822577.000000,841,15199364.273784,275577496.942233,38364949.141800,15199364.273784,222013183.526644,0.139217,125027117.296831,58.752000,0,0.993078
8,157182649881.603520,10401582965.000000,998,14647383.077976,275577496.942233,47260477.128699,14647383.077976,213669636.735551,0.171496,307236136.843477,147.694000,0,0.986702
9,164699223889.620000,7827368245.000000,944,15687185.564462,275577496.942233,44144628.579499,15687185.564462,215745682.798265,0.160190,0.000000,0.000000,0,1.000000
10,158721034077.151890,9070936094.000000,911,14940148.329265,275577496.942233,42434880.119199,14940148.329265,218202468.493763,0.153985,248614690.501861,119.386000,0,0.987795
