"planning_unit","number"
4649,0
4648,5
4647,6
4646,2
4645,0
4644,5
4643,1
4642,3
4641,0
4640,0
4639,1
4638,3
4637,0
4636,0
4635,1
4634,6
4633,2
4632,7
4631,2
4630,0
4629,3
4628,2
4627,0
4626,0
4625,2
4624,0
4623,0
4622,3
4621,0
4620,3
4619,3
4618,3
4617,0
4616,2
4615,0
4614,6
4613,6
4612,7
4611,4
4610,7
4609,2
4608,1
4607,0
4606,6
4605,4
4604,4
4603,5
4602,0
4601,7
4600,3
4599,4
4598,2
4597,0
4596,1
4595,1
4594,4
4593,1
4592,2
4591,0
4590,1
4589,1
4588,3
4587,4
4586,0
4585,3
4584,0
4583,1
4582,0
4581,0
4580,0
4579,2
4578,6
4577,3
4576,5
4575,5
4574,0
4573,0
4572,2
4571,2
4570,0
4569,0
4568,7
4567,4
4566,2
4565,0
4564,3
4563,0
4562,4
4561,1
4560,0
4559,0
4558,2
4557,0
4556,6
4555,7
4554,1
4553,0
4552,0
4551,0
4550,4
4549,0
4548,1
4547,3
4546,1
4545,0
4544,0
4543,0
4542,0
4541,3
4540,1
4539,8
4538,0
4537,0
4536,4
4535,0
4534,0
4533,3
4532,2
4531,2
4530,1
4529,0
4528,1
4527,0
4526,0
4525,0
4524,3
4523,7
4522,3
4521,0
4520,0
4519,0
4518,1
4517,1
4516,0
4515,1
4514,2
4513,3
4512,4
4511,1
4510,0
4509,10
4508,0
4507,0
4506,0
4505,5
4504,3
4503,1
4502,0
4501,0
4500,0
4499,6
4498,0
4497,1
4496,1
4495,1
4494,1
4493,4
4492,2
4491,2
4490,6
4489,1
4488,3
4487,0
4486,4
4485,0
4484,0
4483,4
4482,0
4481,0
4480,3
4479,0
4478,0
4477,3
4476,3
4475,0
4474,1
4473,0
4472,2
4471,5
4470,7
4469,0
4468,2
4467,0
4466,5
4465,0
4464,6
4463,0
4462,3
4461,6
4460,0
4459,2
4458,3
4457,1
4456,5
4455,2
4454,3
4453,5
4452,1
4451,3
4450,0
4449,4
4448,0
4447,3
4446,3
4445,2
4444,3
4443,0
4442,3
4441,1
4440,0
4439,0
4438,1
4437,1
4436,1
4435,0
4434,1
4433,3
4432,2
4431,4
4430,1
4429,1
4428,5
4427,8
4426,3
4425,1
4424,0
4423,3
4422,1
4421,1
4420,0
4419,0
4418,5
4417,4
4416,7
4415,4
4414,6
4413,0
4412,7
4411,4
4410,2
4409,0
4408,3
4407,7
4406,4
4405,6
4404,1
4403,0
4402,0
4401,2
4400,2
4399,2
4398,0
4397,1
4396,0
4395,1
4394,0
4393,0
4392,3
4391,7
4390,3
4389,0
4388,5
4387,4
4386,4
4385,9
4384,1
4383,6
4382,0
4381,1
4380,0
4379,1
4378,0
4377,4
4376,1
4375,0
4374,0
4373,4
4372,0
4371,5
4370,6
4369,3
4368,2
4367,0
4366,3
4365,4
4364,0
4363,0
4362,0
4361,0
4360,2
4359,1
4358,6
4357,0
4356,3
4355,1
4354,5
4353,0
4352,0
4351,0
4350,2
4349,3
4348,0
4347,0
4346,4
4345,4
4344,5
4343,0
4342,0
4341,0
4340,0
