"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,11337.196685,8533.151422,8745,9328331.370000,108283924.481035,18353965.914996,9328331.370000,80601627.196021,0.169499,5.545853,2567.800000,0,0.995507
2,10972.143783,8183.694537,8863,9293236.182000,108283924.481035,18682106.975996,9293236.182000,80308581.323021,0.172529,0.478392,3054.060000,0,0.999877
3,11777.453331,8892.581730,9366,9614358.078000,108283924.481035,19845516.271996,9614358.078000,78824050.131021,0.183273,0.564177,374.000000,0,0.999443
4,10994.041559,8240.020727,8634,9170402.536000,108283924.481035,18140761.937996,9170402.536000,80972760.007021,0.167530,2.900072,1350.000000,0,0.999231
5,11497.200706,8624.434257,8519,9559960.426000,108283924.481035,17643286.045996,9559960.426000,81080678.009021,0.162935,4.778322,1870.800000,0,0.998647
6,11310.346792,8564.673477,8797,9151100.192000,108283924.481035,18579453.126996,9151100.192000,80553371.162021,0.171581,0.343257,1251.970000,0,0.999990
7,10808.478384,7943.978022,8970,9489769.918000,108283924.481035,18865479.871996,9489769.918000,79928674.691021,0.174222,17.569386,4443.300000,0,0.995353
8,11633.683844,8749.657166,9727,9593300.974000,108283924.481035,20806250.154996,9593300.974000,77884373.352020,0.192145,6.036386,2610.600000,0,0.998647
9,11296.671807,8460.305988,8888,9435372.152000,108283924.481035,18676842.675996,9435372.152000,80171709.653021,0.172480,5.754173,1100.300000,0,0.996813
10,11247.668233,8502.733595,8656,9117759.626000,108283924.481035,18224990.669996,9117759.626000,80941174.185021,0.168307,9.606750,4162.440000,0,0.995353
11,11155.346358,8484.242866,8249,8903678.306000,108283924.481035,17260747.210995,8903678.306001,82119498.964022,0.159403,0.000000,0.000000,0,1.000000
12,11515.255718,8709.557551,9164,9351143.334000,108283924.481035,19445429.822996,9351143.334000,79487351.324021,0.179578,0.355168,464.720000,0,0.999741
13,11302.093991,8559.602823,8670,9140571.626000,108283924.481035,18250434.702996,9140571.626001,80892918.152022,0.168542,0.319680,446.720000,0,0.999741
14,11325.731292,8508.244908,9001,9391502.988000,108283924.481035,18996209.963996,9391502.988000,79896211.529021,0.175430,0.035488,18.000000,0,0.999992
15,10721.710222,8017.862562,8842,9012473.788000,108283924.481035,18767213.065996,9012473.788001,80504237.627021,0.173315,0.105524,30.500000,0,0.999988
16,11005.881677,8278.309003,8466,9091438.074000,108283924.481035,17738043.384996,9091438.074001,81454443.022021,0.163810,0.141251,226.500000,0,0.999553
17,11264.270879,8567.009535,8569,8982642.808000,108283924.481035,18063552.218996,8982642.808001,81237729.454022,0.166817,2.468502,178.200000,0,0.998815
18,11738.093197,8871.605520,9178,9544167.568000,108283924.481035,19385767.816996,9544167.568000,79353989.096021,0.179027,3.237407,2820.900000,0,0.999614
19,10566.051802,7817.036777,9098,9163383.418000,108283924.481035,19365588.048996,9163383.418000,79754953.014021,0.178841,0.000000,0.000000,0,1.000000
20,11828.474611,9002.600810,8850,9419579.336000,108283924.481035,18584717.442996,9419579.336000,80279627.702021,0.171630,0.000000,0.000000,0,1.000000
21,11310.852050,8492.536553,8681,9393257.754000,108283924.481035,18153045.275996,9393257.754000,80737621.451022,0.167643,0.338171,103.360000,0,0.999901
22,11260.605918,8519.914584,8969,9128288.294000,108283924.481035,19043588.537996,9128288.294000,80112047.649021,0.175867,2.204845,1043.650000,0,0.995507
23,11439.467932,8736.913628,8658,9007209.444000,108283924.481035,18285530.005996,9007209.444001,80991185.031022,0.168867,0.391471,860.180000,0,0.999950
24,11635.229358,8841.994216,8665,9310783.808000,108283924.481035,18152167.946996,9310783.808000,80820972.726021,0.167635,0.000000,0.000000,0,1.000000
25,10519.364870,7725.603309,9573,9312538.536000,108283924.481035,20541280.631996,9312538.536000,78430105.313020,0.189698,0.000000,0.000000,0,1.000000
26,11280.492759,8522.609819,8800,9182685.938000,108283924.481035,18571556.752996,9182685.938000,80529681.790021,0.171508,3.077158,3598.470000,0,0.999658
27,11219.947891,8542.491779,8773,8924735.416000,108283924.481035,18629464.023996,8924735.416001,80729725.041021,0.172043,0.035488,18.000000,0,0.999992
28,10968.198628,8184.965632,8984,9277443.320000,108283924.481035,19008493.235996,9277443.320000,79997987.925021,0.175543,0.000000,0.000000,0,1.000000
29,11204.635791,8494.014606,9351,9035285.658000,108283924.481035,20095570.239996,9035285.658001,79153068.583021,0.185582,0.035488,18.000000,0,0.999992
30,10911.907638,8122.371284,9157,9259895.542000,108283924.481035,19472628.761996,9259895.542000,79551400.177021,0.179829,11.567691,11252.300000,0,0.997029
31,10779.746418,8051.788554,8625,9093192.880000,108283924.481035,18155677.445996,9093192.880001,81035054.155022,0.167667,0.000000,0.000000,0,1.000000
32,11260.294712,8441.996811,9662,9386238.760000,108283924.481035,20738691.684996,9386238.760000,78158994.036020,0.191521,2.426273,1053.000000,0,0.999614
33,11037.201882,8244.718746,8832,9291481.444000,108283924.481035,18601387.725996,9291481.444000,80391055.311021,0.171783,5.038703,9052.780000,0,0.998569
34,11984.756920,9166.180356,9048,9387993.326000,108283924.481035,19121675.670996,9387993.326000,79774255.484021,0.176588,2.178566,1311.100000,0,0.999392
35,11220.303804,8478.176661,8891,9130042.996000,108283924.481035,18837403.720996,9130042.996000,80316477.764021,0.173963,3.114244,669.400000,0,0.992868
36,11553.739009,8783.818168,8625,9231819.320000,108283924.481035,18086364.228996,9231819.320000,80965740.932021,0.167027,0.375045,72.680000,0,0.999921
37,10502.780374,7828.854420,8445,8894904.398000,108283924.481035,17781035.102996,8894904.398001,81607984.980021,0.164208,5.454634,2081.800000,0,0.998557
38,11972.207877,9035.468417,8954,9782815.550000,108283924.481035,18676842.683996,9782815.550000,79824266.247021,0.172480,1.894794,5303.800000,0,0.999231
39,11395.550502,8589.530701,8943,9263405.028000,108283924.481035,18907594.397996,9263405.028000,80112925.055021,0.174611,26.998293,4956.500000,0,0.999092
40,10949.629507,8236.792628,8779,9015983.130000,108283924.481035,18599633.080996,9015983.130001,80668308.270021,0.171767,8.041941,2268.600000,0,0.992750
41,10925.049478,8255.762922,8486,8896659.288000,108283924.481035,17888075.714996,8896659.288001,81499189.478021,0.165196,0.288769,340.200000,0,0.999199
42,12105.241307,9300.951105,8900,9347634.004000,108283924.481035,18752297.509996,9347634.004000,80183992.967021,0.173177,0.000000,0.000000,0,1.000000
43,10890.575113,8173.457155,8538,9051078.572000,108283924.481035,17947737.731996,9051078.572001,81285108.177022,0.165747,1.794386,911.800000,0,0.999614
44,10775.461666,8045.176478,8717,9087928.636000,108283924.481035,18400467.173996,9087928.636000,80795528.671021,0.169928,3.906597,978.900000,0,0.995507
45,11251.982798,8567.641102,8665,8852790.090000,108283924.481035,18381164.773996,8852790.090001,81049969.617022,0.169750,28.504669,4764.700000,0,0.995507
46,11249.683462,8457.864094,9069,9265159.932000,108283924.481035,19238367.485996,9265159.932000,79780397.063021,0.177666,12.271388,3244.270000,0,0.999231
47,11061.469788,8127.419342,9519,9761758.444000,108283924.481035,20174534.736996,9761758.444000,78347631.300020,0.186311,5.522913,3682.400000,0,0.996070
48,11336.177775,8600.688838,8415,9112495.272000,108283924.481035,17593275.254995,9112495.272000,81578153.954022,0.162474,1.740355,157.100000,0,0.998763
49,11574.127154,8861.869691,8347,9038795.084000,108283924.481035,17451139.296996,9038795.084001,81793990.100022,0.161161,0.618938,5289.240000,0,0.999730
50,11726.247643,8944.857471,9005,9254631.429000,108283924.481035,19075174.300996,9254631.429000,79954118.751021,0.176159,5.000744,3653.300000,0,0.999146
51,11453.578932,8623.305578,8817,9398521.974000,108283924.481035,18508385.252996,9398521.974000,80377017.254021,0.170925,10.716762,7530.600000,0,0.998809
52,10938.379395,8135.019196,9135,9330086.154000,108283924.481035,19379626.154996,9330086.154000,79574212.172021,0.178970,4.334352,1744.400000,0,0.998647
53,10884.286829,8167.094253,8779,9045814.284000,108283924.481035,18584717.523995,9045814.284001,80653392.673022,0.171630,3.448291,1339.600000,0,0.999291
54,11223.739157,8425.312478,8873,9323067.122000,108283924.481035,18693512.930996,9323067.122000,80267344.428021,0.172634,1.506542,2276.400000,0,0.999228
55,11478.723302,8789.194777,8860,8965095.084000,108283924.481035,18838281.054996,8965095.084001,80480548.342021,0.173971,0.000000,0.000000,0,1.000000
56,11096.997264,8371.636075,9059,9084419.004000,108283924.481035,19302416.522996,9084419.004000,79897088.954021,0.178257,0.035488,18.000000,0,0.999992
57,11385.513373,8650.016520,9149,9116004.888000,108283924.481035,19523516.879996,9116004.888001,79644402.713021,0.180299,0.695386,1606.000000,0,0.999951
58,11454.955148,8685.409362,8714,9231819.286000,108283924.481035,18320625.403996,9231819.286000,80731479.791021,0.169191,0.000000,0.000000,0,1.000000
