spname,spindex,totalarea,reservedarea,excludedarea,targetarea,totalocc,reservedocc,excludedocc,targetocc
4608,510,221853,0,0,0,5,0,0,0
4601,511,1.7186e+006,0,0,0,24,0,0,0
3673,512,1.33355e+006,0,0,0,5,0,0,0
3672,513,6.5683e+007,0,0,0,222,0,0,0
3671,514,1.3811e+007,0,0,0,26,0,0,0
3670,515,4.83527e+006,0,0,0,36,0,0,0
3658,516,149472,0,0,0,3,0,0,0
3656,517,226910,0,0,0,3,0,0,0
3649,518,671726,0,0,0,5,0,0,0
3647,519,285438,0,0,0,5,0,0,0
3643,520,8.64248e+006,0,0,0,69,0,0,0
3642,521,6.59453e+006,0,0,0,58,0,0,0
3641,522,180990,0,0,0,5,0,0,0
3638,523,852900,0,0,0,4,0,0,0
3637,524,3.63225e+006,0,0,0,24,0,0,0
3635,525,2.81353e+007,0,0,0,78,0,0,0
3634,526,4.91361e+006,0,0,0,35,0,0,0
3633,527,6.02497e+006,0,0,0,57,0,0,0
3629,528,433112,0,0,0,3,0,0,0
3626,529,599813,0,0,0,4,0,0,0
3625,530,3.66105e+006,0,0,0,15,0,0,0
3623,531,1.91654e+006,0,0,0,13,0,0,0
3622,532,95466,0,0,0,1,0,0,0
3621,533,1.26377e+007,0,0,0,21,0,0,0
3620,534,1.17327e+006,0,0,0,5,0,0,0
3617,535,135091,0,0,0,2,0,0,0
3616,536,1.4058e+006,0,0,0,8,0,0,0
3615,537,238633,0,0,0,3,0,0,0
3612,538,169295,0,0,0,6,0,0,0
3610,539,1.14649e+006,0,0,0,16,0,0,0
3608,540,706988,0,0,0,6,0,0,0
3602,541,787144,0,0,0,3,0,0,0
3601,542,245819,0,0,0,3,0,0,0
2673,543,5.23707e+007,0,0,0,240,0,0,0
2672,544,1.91715e+008,0,0,0,740,0,0,0
2671,545,4.53215e+007,0,0,0,54,0,0,0
2670,546,1.05991e+008,0,0,0,1029,0,0,0
2658,547,7.01956e+006,0,0,0,72,0,0,0
2657,548,1.60122e+007,0,0,0,157,0,0,0
2656,549,1.54465e+006,0,0,0,15,0,0,0
2655,550,6.19964e+006,0,0,0,64,0,0,0
2654,551,230408,0,0,0,5,0,0,0
2651,552,1.08499e+006,0,0,0,4,0,0,0
2650,553,1.1025e+006,0,0,0,6,0,0,0
2649,554,1.19409e+007,0,0,0,48,0,0,0
2648,555,448924,0,0,0,4,0,0,0
2647,556,651168,0,0,0,10,0,0,0
2646,557,2.82215e+006,0,0,0,13,0,0,0
2645,558,3.31367e+006,0,0,0,11,0,0,0
2638,559,3.77531e+006,0,0,0,23,0,0,0
2637,560,3.51703e+006,0,0,0,31,0,0,0
2635,561,1.88885e+007,0,0,0,135,0,0,0
2634,562,8.38046e+007,0,0,0,467,0,0,0
2633,563,1.33721e+007,0,0,0,152,0,0,0
2632,564,1.599e+006,0,0,0,20,0,0,0
2631,565,5.07504e+006,0,0,0,28,0,0,0
2629,566,4.45845e+007,0,0,0,210,0,0,0
2628,567,52096,0,0,0,2,0,0,0
2627,568,1.70472e+007,0,0,0,52,0,0,0
2621,569,1.85183e+006,0,0,0,5,0,0,0
2619,570,4.34696e+007,0,0,0,49,0,0,0
2618,571,1.19512e+006,0,0,0,18,0,0,0
2616,572,1.53618e+006,0,0,0,25,0,0,0
2615,573,841750,0,0,0,8,0,0,0
2614,574,37764,0,0,0,1,0,0,0
2612,575,1.68455e+007,0,0,0,487,0,0,0
2610,576,4.72706e+007,0,0,0,512,0,0,0
2609,577,970904,0,0,0,16,0,0,0
2608,578,7.30935e+006,0,0,0,155,0,0,0
2607,579,6.32447e+006,0,0,0,30,0,0,0
2606,580,1.05276e+007,0,0,0,24,0,0,0
2605,581,140262,0,0,0,10,0,0,0
2603,582,1.04559e+006,0,0,0,37,0,0,0
2601,583,4.24731e+006,0,0,0,57,0,0,0
2600,584,7.7063e+006,0,0,0,76,0,0,0
1673,585,1.1034e+007,0,0,0,65,0,0,0
1672,586,5.75369e+007,0,0,0,239,0,0,0
1670,587,6.24516e+007,0,0,0,495,0,0,0
1658,588,5.11974e+006,0,0,0,45,0,0,0
1657,589,2.88555e+006,0,0,0,28,0,0,0
1655,590,2.47893e+006,0,0,0,18,0,0,0
1653,591,64814,0,0,0,4,0,0,0
1652,592,484937,0,0,0,6,0,0,0
1643,593,1.25248e+006,0,0,0,15,0,0,0
1637,594,5.29331e+006,0,0,0,32,0,0,0
1636,595,690002,0,0,0,7,0,0,0
1635,596,1.94598e+006,0,0,0,12,0,0,0
1634,597,3.28618e+007,0,0,0,175,0,0,0
1632,598,3.98307e+006,0,0,0,19,0,0,0
1630,599,283403,0,0,0,3,0,0,0
1629,600,1.00077e+007,0,0,0,51,0,0,0
1626,601,326594,0,0,0,4,0,0,0
1625,602,892510,0,0,0,6,0,0,0
1618,603,5.06807e+006,0,0,0,115,0,0,0
1613,604,1.16476e+007,0,0,0,47,0,0,0
1612,605,9.44675e+006,0,0,0,243,0,0,0
1611,606,1.02845e+006,0,0,0,5,0,0,0
1610,607,2.54747e+007,0,0,0,152,0,0,0
1608,608,2.20567e+006,0,0,0,37,0,0,0
1605,609,829528,0,0,0,9,0,0,0
1604,610,4.79596e+006,0,0,0,11,0,0,0
1603,611,400323,0,0,0,11,0,0,0
1601,612,1.55452e+006,0,0,0,17,0,0,0
