"planning_unit","number"
4649,0
4648,2
4647,6
4646,4
4645,0
4644,5
4643,1
4642,1
4641,3
4640,1
4639,1
4638,3
4637,0
4636,2
4635,1
4634,3
4633,3
4632,7
4631,2
4630,0
4629,0
4628,3
4627,0
4626,1
4625,1
4624,3
4623,0
4622,7
4621,1
4620,6
4619,4
4618,2
4617,1
4616,1
4615,1
4614,2
4613,4
4612,2
4611,0
4610,4
4609,3
4608,3
4607,0
4606,4
4605,5
4604,0
4603,6
4602,0
4601,6
4600,2
4599,2
4598,3
4597,3
4596,7
4595,5
4594,3
4593,3
4592,3
4591,0
4590,0
4589,1
4588,5
4587,3
4586,5
4585,0
4584,0
4583,2
4582,0
4581,3
4580,0
4579,1
4578,6
4577,2
4576,1
4575,1
4574,1
4573,1
4572,1
4571,2
4570,2
4569,0
4568,5
4567,5
4566,4
4565,0
4564,6
4563,1
4562,2
4561,0
4560,0
4559,2
4558,1
4557,0
4556,3
4555,4
4554,0
4553,0
4552,2
4551,0
4550,0
4549,2
4548,3
4547,3
4546,4
4545,0
4544,1
4543,3
4542,0
4541,3
4540,3
4539,5
4538,0
4537,0
4536,5
4535,0
4534,5
4533,4
4532,0
4531,1
4530,3
4529,2
4528,4
4527,1
4526,1
4525,0
4524,2
4523,8
4522,3
4521,0
4520,3
4519,1
4518,4
4517,1
4516,0
4515,2
4514,1
4513,3
4512,3
4511,0
4510,0
4509,9
4508,0
4507,0
4506,4
4505,6
4504,0
4503,0
4502,1
4501,0
4500,0
4499,6
4498,3
4497,1
4496,1
4495,5
4494,2
4493,2
4492,0
4491,2
4490,2
4489,1
4488,0
4487,1
4486,2
4485,0
4484,0
4483,0
4482,2
4481,3
4480,2
4479,2
4478,0
4477,2
4476,0
4475,0
4474,5
4473,0
4472,3
4471,5
4470,4
4469,0
4468,1
4467,0
4466,0
4465,0
4464,2
4463,3
4462,0
4461,3
4460,0
4459,1
4458,2
4457,1
4456,0
4455,4
4454,1
4453,5
4452,1
4451,2
4450,0
4449,2
4448,0
4447,4
4446,6
4445,2
4444,5
4443,0
4442,1
4441,4
4440,0
4439,3
4438,0
4437,0
4436,3
4435,0
4434,1
4433,4
4432,2
4431,1
4430,4
4429,2
4428,4
4427,5
4426,4
4425,1
4424,0
4423,2
4422,4
4421,4
4420,0
4419,1
4418,5
4417,6
4416,2
4415,1
4414,4
4413,0
4412,4
4411,3
4410,6
4409,5
4408,4
4407,6
4406,1
4405,3
4404,4
4403,0
4402,1
4401,0
4400,1
4399,2
4398,0
4397,2
4396,0
4395,1
4394,5
4393,0
4392,5
4391,8
4390,0
4389,2
4388,3
4387,2
4386,4
4385,9
4384,2
4383,5
4382,2
4381,0
4380,1
4379,1
4378,0
4377,3
4376,1
4375,0
4374,0
4373,2
4372,5
4371,6
4370,4
4369,5
4368,2
4367,0
4366,2
4365,0
4364,1
4363,0
4362,1
4361,4
4360,5
4359,1
4358,2
4357,2
4356,2
4355,2
4354,3
4353,0
4352,0
4351,0
4350,5
4349,6
4348,0
4347,1
4346,5
4345,0
4344,5
4343,0
4342,0
4341,0
4340,0
4339,1
4338,0
4337,1
4336,3
4335,2
4334,3
4333,1
4332,0
4331,0
4330,2
4329,0
4328,1
4327,0
4326,1
4325,1
4324,2
4323,5
4322,0
4321,4
4320,4
4319,7
4318,2
4317,1
4316,0
4315,1
4314,2
4313,1
4312,0
4311,0
4310,4
4309,4
4308,2
4307,2
4306,0
4305,4
4304,2
4303,1
4302,7
4301,7
4300,1
4299,5
4298,0
4297,0
4296,0
4295,0
4294,5
4293,0
4292,4
4291,1
4290,2
4289,7
4288,3
4287,0
4286,4
4285,2
4284,0
4283,1
4282,3
4281,0
4280,2
4279,3
4278,0
4277,1
4276,0
4275,3
4274,0
4273,0
4272,6
4271,3
4270,0
4269,0
4268,5
4267,0
4266,0
4265,0
4264,5
4263,0
