species,pu,amount
1000500,34319,2000000
1000500,34320,2000000
1000915,34320,2000000
1000337,34320,2000000
1000500,34321,121324
1000923,34321,505214
1000915,34321,1494786
1000337,34321,2000000
1000337,34322,336675
1000336,34322,404331
1000923,34322,489194
1000309,34322,1258994
1000915,34322,1510806
1000500,34322,1743436
1000797,34323,44156
1000309,34323,952186
1000341,34323,1047814
1000500,34323,1915382
1000915,34323,1955844
1000500,34324,2000000
1000915,34324,2000000
1000341,34324,2000000
1000500,34325,1943328
1000028,34325,1968372
1000915,34325,2000000
1000341,34325,2000000
1000861,34326,27764
1000046,34326,44441
1000309,34326,721744
1000341,34326,1278256
1000797,34326,1972236
1000028,34326,2000000
1000500,34327,31884
1000879,34327,50450
1000797,34327,65439
1000947,34327,67086
1000068,34327,150892
1000093,34327,294168
1000004,34327,521332
1000002,34327,567108
1000729,34327,1817025
1000028,34327,2000000
1000309,34327,2000000
1000010,34328,38156
1000328,34328,49957
1000500,34328,362028
1000327,34328,1950043
1000028,34328,2000000
1000797,34328,2000000
1000500,34329,73743
1000915,34329,743891
1000797,34329,1256109
1000028,34329,2000000
1000328,34329,2000000
1000797,34330,8350
1000706,34330,18037
1000915,34330,1973612
1000028,34330,2000000
1000328,34330,2000000
1000706,34331,8350
1000797,34331,25477
1000057,34331,56388
1000328,34331,403942
1000326,34331,1596058
1000915,34331,1966173
1000040,34332,21283
1000056,34332,62731
1000326,34332,128983
1000013,34332,457417
1000729,34332,550793
1000797,34332,1449207
1000328,34332,1871017
1000820,34333,3087
1000706,34333,11407
1000057,34333,29619
1000729,34333,429675
1000056,34333,1161443
1000797,34333,1555831
1000013,34333,2000000
1000328,34333,2000000
1000706,34334,1592
1000797,34334,139782
1000318,34334,232360
1000500,34334,1413506
1000328,34334,1767640
1000861,34334,1858625
1000013,34334,2000000
1000706,34335,13635
1000861,34335,389393
1000098,34335,486661
1000915,34335,1596972
1000013,34335,2000000
1000318,34335,2000000
1000013,34336,2000000
1000915,34336,2000000
1000318,34336,2000000
1000013,34337,2000000
1000915,34337,2000000
1000318,34337,2000000
1000820,34338,5117
1000797,34338,8350
1000327,34338,138184
1000915,34338,479880
1000500,34338,842647
1000729,34338,1276866
1000328,34338,1632046
1000013,34338,1996691
3642,34339,15
3672,34339,15
2616,34352,36289
2670,34352,36289
2618,34363,36305
2670,34363,36305
2618,34365,27752
2670,34365,27752
2612,34392,1529
2610,34392,27573
2608,34392,33163
2670,34392,62265
2612,34393,18
2670,34393,18
1000797,34393,6423
1000706,34393,13786
2634,34393,278013
2672,34393,278013
1000915,34393,1343138
1000328,34393,1363347
1000318,34394,454943
1000302,34394,1545057
1000915,34394,2000000
1000302,34395,279616
1000500,34395,690265
1000318,34395,743335
1000915,34395,872261
1000317,34395,977049
1000917,34395,1127739
1000917,34396,57978
1000318,34396,804715
1000316,34396,1195285
1000915,34396,1942022
1000915,34397,2000000
1000316,34397,2000000
1000321,34398,13361
1000316,34398,377368
1000318,34398,1609271
1000915,34398,2000000
1000316,34399,2013
1000318,34399,308176
1000321,34399,380781
1000323,34399,1309030
1000915,34399,2000000
1000915,34400,2000000
1000323,34400,2000000
1000500,34401,1239142
1000915,34401,2000000
1000321,34401,2000000
1000704,34402,3154
1000913,34402,6646
1000500,34402,433225
1000323,34402,728730
1000915,34402,928229
1000781,34402,1061971
1000303,34402,1271270
1000781,34403,42103
1000303,34403,170179
1000782,34403,294019
1000500,34403,866667
1000915,34403,1663877
1000321,34403,1829821
1000323,34404,423313
1000321,34404,573492
1000915,34404,990911
1000320,34404,1003195
1000782,34404,1009089
1000500,34404,1249332
1000320,34405,278358
1000337,34405,360765
1000782,34405,659615
1000915,34405,1340385
1000336,34405,1360877
1000500,34405,2000000
1000500,34406,1953171
1000915,34406,2000000
1000337,34406,2000000
1000923,34407,418481
1000500,34407,1150601
1000915,34407,1581519
1000337,34407,2000000
1000797,34408,84673
1000915,34408,1915327
1000500,34408,2000000
1000309,34408,2000000
1000797,34409,682053
1000915,34409,1317947
1000500,34409,1333456
1000341,34409,2000000
1000028,34410,1197
1000500,34410,2000000
1000915,34410,2000000
1000341,34410,2000000
1000500,34411,90880
1000861,34411,280364
1000797,34411,633013
1000915,34411,1086622
1000028,34411,2000000
1000341,34411,2000000
1000729,34412,2776
1000739,34412,8350
1000947,34412,45380
1000879,34412,345895
1000797,34412,411861
1000861,34412,1185738
1000500,34412,1377964
1000028,34412,2000000
1000309,34412,2000000
1000055,34413,22938
1000003,34413,35670
1000004,34413,63905
1000002,34413,196247
1000797,34413,234021
1000068,34413,359341
1000093,34413,422294
1000038,34413,508394
1000010,34413,557271
1000309,34413,871617
1000327,34413,1128383
1000729,34413,1765979
1000028,34413,2000000
1000706,34414,8350
1000327,34414,558214
1000500,34414,922086
1000328,34414,1441786
1000797,34414,1991650
1000028,34414,2000000
1000028,34415,2000000
1000915,34415,2000000
1000328,34415,2000000
1000326,34416,263438
1000057,34416,399121
1000028,34416,1580683
1000328,34416,1736562
1000915,34416,2000000
1000328,34417,59244
1000797,34417,92413
1000915,34417,730168
1000057,34417,890096
1000729,34417,1177419
1000326,34417,1940756
1000040,34418,19
1000820,34418,8350
1000101,34418,73061
1000797,34418,351573
1000318,34418,390358
1000057,34418,466113
1000328,34418,1609642
1000056,34418,1612343
1000729,34418,1640077
1000013,34418,1999691
1000820,34419,1215
1000706,34419,5294
1000861,34419,14568
1000729,34419,15934
1000915,34419,108876
1000318,34419,224905
1000057,34419,1114306
1000500,34419,1301362
1000328,34419,1775095
1000797,34419,1854113
1000013,34419,2000000
1000706,34420,8350
1000326,34420,8535
1000316,34420,29490
1000328,34420,40068
1000915,34420,524624
1000098,34420,1119584
1000861,34420,1467026
1000318,34420,1921908
1000013,34420,2000000
1000706,34421,38648
1000915,34421,1961352
1000013,34421,2000000
1000318,34421,2000000
1000013,34422,2000000
1000915,34422,2000000
1000318,34422,2000000
1000729,34423,17702
1000318,34423,832492
1000328,34423,1167508
1000915,34423,1982298
1000013,34423,2000000
1000013,34424,11719
3615,34424,89131
3616,34424,210694
3670,34424,299825
2616,34438,97337
2670,34438,97337
2612,34476,6573
2670,34476,6573
1000326,34477,1617
1000706,34477,2453
2608,34477,58178
2610,34477,177906
2634,34477,192444
2672,34477,192444
2670,34477,236084
1000915,34477,257781
1000328,34477,258618
1000318,34478,46314
1000302,34478,179331
1000326,34478,563048
1000328,34478,1211308
1000915,34478,2000000
1000302,34479,107435
1000318,34479,1892565
1000915,34479,2000000
1000917,34480,833753
1000500,34480,1066617
1000915,34480,1166247
1000318,34480,2000000
1000915,34481,2000000
1000316,34481,2000000
1000318,34482,534872
1000316,34482,1465128
1000915,34482,2000000
1000321,34483,3879
1000316,34483,22591
1000318,34483,1973529
1000915,34483,2000000
1000318,34484,657306
1000323,34484,1342694
1000915,34484,2000000
1000321,34485,174026
1000323,34485,1825974
1000915,34485,2000000
1000323,34486,185118
1000500,34486,1749429
1000321,34486,1814882
1000915,34486,2000000
1000323,34487,33
1000795,34487,17667
1000704,34487,21898
1000321,34487,46199
1000797,34487,108697
1000915,34487,121560
1000500,34487,1012331
1000781,34487,1730179
1000303,34487,1953768
1000321,34488,293247
1000915,34488,349177
1000500,34488,730609
1000782,34488,1650823
1000323,34488,1706753
1000320,34489,777443
1000321,34489,1222557
1000500,34489,1634859
1000782,34489,2000000
1000321,34490,40017
1000782,34490,329174
1000915,34490,1670826
1000337,34490,1959983
1000500,34490,2000000
1000500,34491,2000000
1000915,34491,2000000
1000337,34491,2000000
1000923,34492,1171
1000336,34492,71516
1000309,34492,925086
1000337,34492,1003398
1000915,34492,1998829
1000500,34492,2000000
1000915,34493,3380
1000341,34493,461690
1000309,34493,1538310
1000500,34493,1708158
1000797,34493,1996620
1000797,34494,160396
1000500,34494,1751615
1000915,34494,1839604
1000341,34494,2000000
1000706,34495,24821
1000028,34495,891649
1000500,34495,1331086
1000915,34495,1975179
1000341,34495,2000000
1000797,34496,12277
1000341,34496,672570
1000309,34496,1327430
1000861,34496,1987723
1000028,34496,1992319
1000861,34497,2145
1000500,34497,31884
1000038,34497,62462
1000004,34497,199954
1000068,34497,274958
1000879,34497,511269
1000729,34497,1486586
1000028,34497,2000000
1000309,34497,2000000
1000010,34498,189764
1000729,34498,309677
1000055,34498,415406
1000500,34498,894669
1000797,34498,1690323
1000028,34498,2000000
1000327,34498,2000000
1000797,34499,327829
1000915,34499,1672171
1000028,34499,2000000
1000328,34499,2000000
1000028,34500,2000000
1000915,34500,2000000
1000328,34500,2000000
1000057,34501,2000000
1000915,34501,2000000
1000326,34501,2000000
1000101,34502,116
1000820,34502,32654
1000326,34502,88595
1000013,34502,199078
1000318,34502,492088
1000004,34502,620326
1000040,34502,763889
1000328,34502,1419317
1000057,34502,1723218
1000729,34502,1967346
1000820,34503,10611
1000915,34503,13171
1000797,34503,19783
1000328,34503,272675
1000056,34503,350226
1000318,34503,1727325
1000729,34503,1956436
1000057,34503,1963824
1000013,34503,2000001
1000797,34504,27195
1000500,34504,121885
1000318,34504,194587
1000861,34504,246842
1000326,34504,573718
1000057,34504,609373
1000328,34504,1231695
1000915,34504,1725963
1000013,34504,2000000
1000316,34505,115
1000706,34505,11715
1000098,34505,210611
1000861,34505,234306
1000915,34505,1753979
1000318,34505,1999885
1000013,34505,2000000
1000046,34506,785191
1000013,34506,2000000
1000915,34506,2000000
1000318,34506,2000000
1000500,34507,3192
1000101,34507,314026
1000328,34507,560267
1000318,34507,1439733
1000013,34507,2000000
1000915,34507,2000000
3615,34508,27048
1000915,34508,78205
3616,34508,96415
3670,34508,123463
1000500,34508,171537
1000729,34508,664035
1000328,34508,742257
1000013,34508,1014273
2616,34521,51279
2670,34521,51279
2616,34522,18587
2670,34522,18587
2616,34523,46536
2670,34523,46536
2608,34562,26155
2612,34562,39057
2610,34562,90092
2670,34562,155304
1000328,34563,631654
1000326,34563,1368346
1000915,34563,2000000
1000328,34564,452
1000302,34564,36320
1000326,34564,108687
1000316,34564,618540
1000318,34564,1236001
1000915,34564,2000000
1000500,34565,49837
1000915,34565,2000000
1000318,34565,2000000
1000318,34566,305866
1000917,34566,392715
1000500,34566,675687
1000915,34566,1607285
1000316,34566,1694134
1000915,34567,2000000
1000316,34567,2000000
1000915,34568,2000000
1000318,34568,2000000
1000316,34569,1636
1000335,34569,28290
1000333,34569,128261
1000318,34569,1841814
1000915,34569,2000000
1000318,34570,733851
1000323,34570,1266149
1000915,34570,2000000
1000500,34571,863069
1000321,34571,955006
1000323,34571,1044994
1000915,34571,2000000
1000303,34572,34788
1000781,34572,65074
1000323,34572,261460
1000797,34572,821060
1000915,34572,1113866
1000321,34572,1703752
1000500,34572,1923222
1000782,34573,340296
1000323,34573,538995
1000781,34573,592886
1000321,34573,620308
1000303,34573,840697
1000500,34573,1006595
1000797,34573,1066817
1000321,34574,486404
1000500,34574,601723
1000323,34574,1513596
1000782,34574,2000000
1000336,34575,9133
1000337,34575,51847
1000320,34575,124888
1000321,34575,1814132
1000500,34575,2000000
1000782,34575,2000000
1000321,34576,1718
1000797,34576,93202
1000915,34576,1906798
1000337,34576,1998282
1000500,34576,2000000
1000336,34577,244199
1000915,34577,484698
1000923,34577,1515302
1000337,34577,1755801
1000500,34577,2000000
1000797,34578,389560
1000500,34578,995545
1000915,34578,1610440
1000309,34578,2000000
1000309,34579,204
1000500,34579,804350
1000341,34579,1999796
1000797,34579,2000000
1000321,34580,77559
1000341,34580,1922441
1000500,34580,2000000
1000915,34580,2000000
1000797,34581,7832
1000309,34581,8844
1000706,34581,33403
1000500,34581,195871
1000028,34581,547394
1000915,34581,609749
1000861,34581,1349017
1000341,34581,1991156
1000729,34582,29830
1000879,34582,60200
1000500,34582,943392
1000028,34582,1619370
1000861,34582,1909970
1000309,34582,2000000
1000797,34583,22297
1000038,34583,214334
1000055,34583,346847
1000500,34583,440941
1000003,34583,749521
1000309,34583,760935
1000327,34583,1239065
1000729,34583,1977703
1000028,34583,2000000
1000706,34584,8351
1000500,34584,34135
1000915,34584,222414
1000327,34584,262041
1000328,34584,1737959
1000797,34584,1769236
1000028,34584,1952898
1000028,34585,1871063
1000915,34585,2000000
1000328,34585,2000000
1000706,34586,8351
1000028,34586,517542
1000326,34586,767031
1000328,34586,1232969
1000057,34586,1486197
1000915,34586,1991649
1000328,34587,134985
1000915,34587,960124
1000729,34587,1039876
1000326,34587,1865015
1000057,34587,2000000
1000004,34588,5372
1000820,34588,19017
1000002,34588,514735
1000101,34588,712014
1000013,34588,1944114
1000729,34588,1980983
1000057,34588,2000000
1000318,34588,2000000
1000328,34589,130
1000729,34589,19316
1000500,34589,1287962
1000915,34589,1980684
1000318,34589,1999870
1000057,34589,2000000
1000013,34589,2000000
1000318,34590,233060
1000316,34590,551549
1000326,34590,1215391
1000013,34590,2000000
1000915,34590,2000000
1000706,34591,10926
1000316,34591,16740
1000318,34591,1983260
1000915,34591,1989074
1000013,34591,2000000
1000328,34592,63771
1000318,34592,1936229
1000013,34592,2000000
1000915,34592,2000000
1000797,34593,4804
1000706,34593,8351
1000820,34593,13847
1000729,34593,642136
1000101,34593,871346
1000915,34593,1330862
1000500,34593,1764233
1000013,34593,2000000
1000328,34593,2000000
2616,34608,17153
2670,34608,17153
2616,34609,15948
2670,34609,15948
2610,34646,12057
2608,34646,28699
2612,34646,90919
2670,34646,131675
1000023,34647,16
2612,34647,5401
2608,34647,8159
1000328,34647,50120
2610,34647,51786
2670,34647,65346
1000302,34647,172655
1000002,34647,182962
2634,34647,282655
2672,34647,282655
1000915,34647,290107
1000729,34647,713976
1000326,34647,781308
1000318,34648,1598
1000316,34648,312457
1000326,34648,1685945
1000915,34648,2000000
1000915,34649,2000000
1000318,34649,2000000
1000500,34650,27519
1000318,34650,917612
1000316,34650,1082388
1000915,34650,2000000
1000318,34651,256701
1000500,34651,860686
1000316,34651,1743299
1000915,34651,2000000
1000318,34652,37421
1000316,34652,1962579
1000915,34652,2000000
1000335,34653,3528
1000316,34653,247683
1000333,34653,434582
1000318,34653,1314207
1000915,34653,2000000
1000335,34654,429304
1000318,34654,1570696
1000915,34654,2000000
1000318,34655,132821
1000323,34655,1867179
1000915,34655,2000000
1000323,34656,960234
1000321,34656,1039766
1000500,34656,1506804
1000915,34656,2000000
1000303,34657,156388
1000500,34657,1578709
1000321,34657,1843612
1000797,34657,2000000
1000706,34658,8351
1000782,34658,436131
1000321,34658,778921
1000500,34658,893143
1000323,34658,1221079
1000797,34658,1555518
1000323,34659,2328
1000500,34659,1744581
1000321,34659,1997672
1000782,34659,2000000
1000706,34660,16701
1000915,34660,76729
1000337,34660,213504
1000797,34660,671464
1000782,34660,1235106
1000321,34660,1786496
1000500,34660,2000000
1000797,34661,80626
1000923,34661,179991
1000336,34661,884951
1000337,34661,1115049
1000915,34661,1739383
1000500,34661,2000000
1000309,34662,387064
1000337,34662,681367
1000923,34662,708896
1000336,34662,931568
1000915,34662,1291104
1000500,34662,2000000
1000915,34663,30164
1000341,34663,200436
1000500,34663,585780
1000309,34663,1799564
1000797,34663,1969836
1000321,34664,51081
1000797,34664,463968
1000500,34664,1405929
1000915,34664,1536032
1000341,34664,1948919
1000797,34665,9835
1000861,34665,151206
1000341,34665,747342
1000500,34665,837340
1000321,34665,1252658
1000915,34665,1838959
1000706,34666,8351
1000797,34666,16701
1000341,34666,31413
1000028,34666,71014
1000309,34666,1968587
1000861,34666,1974948
1000820,34667,359
1000830,34667,7992
1000861,34667,151210
1000879,34667,565755
1000500,34667,829270
1000028,34667,1083180
1000729,34667,1274684
1000309,34667,2000000
1000729,34668,1556
1000706,34668,8351
1000739,34668,8351
1000830,34668,88887
1000500,34668,355179
1000327,34668,580849
1000328,34668,1419151
1000028,34668,1586325
1000797,34668,1892856
1000797,34669,58
1000326,34669,49434
1000028,34669,707731
1000328,34669,1950566
1000915,34669,1999942
1000797,34670,1770
1000706,34670,26186
1000028,34670,626216
1000057,34670,691632
1000915,34670,1972044
1000328,34670,2000000
1000057,34671,2000000
1000915,34671,2000000
1000326,34671,2000000
1000002,34672,3327
1000326,34672,28681
1000013,34672,140247
1000004,34672,159493
1000328,34672,506880
1000008,34672,785191
1000318,34672,1464438
1000057,34672,2000000
1000729,34672,2000000
1000002,34673,4482
1000729,34673,996348
1000915,34673,1003652
1000057,34673,2000000
1000013,34673,2000000
1000318,34673,2000000
1000328,34674,499
1000326,34674,407813
1000500,34674,411781
1000316,34674,459515
1000318,34674,1132173
1000057,34674,1550999
1000013,34674,2000000
1000915,34674,2000000
1000318,34675,323556
1000326,34675,656696
1000316,34675,1019748
1000013,34675,2000000
1000915,34675,2000000
1000706,34676,24719
1000316,34676,948657
1000318,34676,1051343
1000915,34676,1975281
1000013,34676,2000000
1000052,34677,2811
1000318,34677,6926
1000729,34677,9725
1000500,34677,1073474
1000101,34677,1645020
1000915,34677,1990275
1000328,34677,1993074
1000013,34677,2000001
1000324,34678,1206
1000023,34678,21622
3642,34678,63586
3643,34678,99244
3672,34678,162830
1000328,34678,164245
1000101,34678,439614
1000327,34678,629549
1000500,34678,774727
1000729,34678,794977
1000013,34678,903256
2616,34694,14932
2670,34694,14932
2616,34695,56474
2670,34695,56474
2612,34733,2352
2610,34733,25205
2670,34733,27557
1000820,34733,28982
2634,34733,248335
2672,34733,248335
1000729,34733,327527
1000023,34733,356509
1000302,34733,356509
1000002,34734,10988
1000316,34734,12292
1000004,34734,519980
1000729,34734,622830
1000915,34734,1377170
1000326,34734,1987708
1000316,34735,174559
1000318,34735,1825441
1000915,34735,2000000
1000316,34736,5602
1000318,34736,1994398
1000915,34736,2000000
1000318,34737,21
1000797,34737,8351
1000915,34737,1991649
1000316,34737,1999979
1000797,34738,8351
1000316,34738,725018
1000318,34738,1274982
1000915,34738,1991649
1000318,34739,287724
1000316,34739,1712276
1000915,34739,2000000
1000318,34740,23
1000335,34740,124947
1000333,34740,1875030
1000915,34740,2000000
1000335,34741,258761
1000318,34741,1741239
1000915,34741,2000000
1000915,34742,2000000
1000323,34742,2000000
1000915,34743,82820
1000323,34743,449361
1000321,34743,1550639
1000500,34743,1916824
1000797,34743,1917180
1000500,34744,1705918
1000797,34744,2000000
1000321,34744,2000000
1000323,34745,64418
1000500,34745,703011
1000782,34745,810250
1000797,34745,1189750
1000321,34745,1935582
1000500,34746,1830749
1000782,34746,2000000
1000321,34746,2000000
1000915,34747,92290
1000337,34747,463701
1000321,34747,1536299
1000797,34747,1907710
1000500,34747,1972853
1000923,34748,352391
1000797,34748,599725
1000915,34748,1047884
1000500,34748,2000000
1000336,34748,2000000
1000336,34749,58741
1000797,34749,562372
1000915,34749,1437628
1000500,34749,1663388
1000309,34749,1941259
1000500,34750,72334
1000309,34750,133467
1000343,34750,485007
1000341,34750,1381526
1000797,34750,2000000
1000341,34751,33096
1000500,34751,553431
1000321,34751,1966904
1000915,34751,2000000
1000341,34752,268393
1000309,34752,637234
1000321,34752,1094373
1000861,34752,2000000
1000500,34753,9749
1000820,34753,10734
1000002,34753,269923
1000861,34753,401956
1000008,34753,405458
1000729,34753,1587311
1000309,34753,2000000
1000327,34754,91803
1000003,34754,144476
1000879,34754,228271
1000328,34754,228571
1000830,34754,391076
1000797,34754,592926
1000729,34754,787727
1000028,34754,1174205
1000500,34754,1267455
1000309,34754,1679626
1000028,34755,9303
1000797,34755,481181
1000915,34755,1518819
1000328,34755,2000000
1000797,34756,8351
1000706,34756,13248
1000328,34756,922243
1000326,34756,1077757
1000915,34756,1978401
1000328,34757,354928
1000326,34757,1645072
1000057,34757,2000000
1000915,34757,2000000
1000328,34758,121054
1000729,34758,521660
1000915,34758,1478340
1000326,34758,1878946
1000057,34758,2000000
1000915,34759,4502
1000820,34759,8826
1000002,34759,262647
1000013,34759,1972884
1000729,34759,1986671
1000057,34759,2000000
1000318,34759,2000000
1000500,34760,380130
1000057,34760,2000000
1000013,34760,2000000
1000915,34760,2000000
1000318,34760,2000000
1000500,34761,169251
1000318,34761,471042
1000316,34761,511367
1000326,34761,1017592
1000013,34761,2000000
1000915,34761,2000000
1000706,34762,333
1000318,34762,10253
1000326,34762,600531
1000316,34762,1389216
1000915,34762,1999667
1000013,34762,2000000
1000318,34763,52856
1000316,34763,383162
1000101,34763,409399
1000326,34763,566342
1000328,34763,997640
1000013,34763,2000000
1000915,34763,2000000
1000302,34764,1344
1000820,34764,6174
1000324,34764,39763
1000915,34764,56587
1000111,34764,109731
1000328,34764,655518
1000023,34764,796909
1000327,34764,854532
1000729,34764,1488362
1000500,34764,1830749
1000101,34764,1869752
1000013,34764,2000001
2616,34780,22391
2670,34780,22391
2657,34782,86435
2673,34782,86435
2657,34783,10905
2673,34783,10905
1000820,34817,1
2612,34817,99921
2670,34817,99921
1000729,34817,199070
1000023,34817,199071
1000302,34817,199071
1000820,34818,18916
1000318,34818,41617
1000004,34818,100012
1000326,34818,128859
1000023,34818,182536
1000316,34818,825841
1000302,34818,1003253
1000729,34818,1980654
1000316,34819,7788
1000729,34819,163632
1000328,34819,231658
1000326,34819,387226
1000318,34819,1373328
1000915,34819,1836368
1000915,34820,2000000
1000318,34820,2000000
1000316,34821,979700
1000318,34821,1020300
1000915,34821,2000000
1000316,34822,165918
1000318,34822,1834082
1000915,34822,2000000
1000782,34823,57583
1000915,34823,1942417
1000316,34823,2000000
1000316,34824,110294
1000333,34824,1889706
1000915,34824,2000000
1000335,34825,582146
1000333,34825,1417854
1000915,34825,2000000
1000323,34826,556543
1000318,34826,1443457
1000915,34826,2000000
1000500,34827,133804
1000797,34827,527521
1000915,34827,1472479
1000323,34827,2000000
1000500,34828,1995356
1000797,34828,2000000
1000321,34828,2000000
1000706,34829,8351
1000797,34829,1991649
1000500,34829,1992128
1000321,34829,2000000
1000323,34830,386758
1000500,34830,414053
1000797,34830,853216
1000782,34830,1146784
1000321,34830,1613242
1000323,34831,365852
1000782,34831,646311
1000500,34831,715464
1000797,34831,1353689
1000321,34831,1634148
1000323,34832,19646
1000915,34832,29382
1000337,34832,34598
1000320,34832,108802
1000336,34832,672982
1000321,34832,1163971
1000797,34832,1970618
1000500,34832,2000000
1000923,34833,1106
1000309,34833,62210
1000915,34833,392029
1000797,34833,1606864
1000336,34833,1937790
1000500,34833,1995787
1000343,34834,1246
1000500,34834,1508017
1000309,34834,1998754
1000797,34834,2000000
1000323,34835,58688
1000343,34835,75278
1000797,34835,269520
1000341,34835,688292
1000500,34835,894762
1000321,34835,1177743
1000915,34835,1730480
1000861,34836,200384
1000915,34836,1799616
1000321,34836,2000000
1000706,34837,8351
1000729,34837,491368
1000861,34837,1500281
1000309,34837,2000000
1000820,34838,14319
1000008,34838,52712
1000101,34838,142891
1000004,34838,379937
1000002,34838,497883
1000729,34838,1985681
1000309,34838,2000000
1000706,34839,8351
1000001,34839,9446
1000739,34839,10448
1000947,34839,34629
1000500,34839,142392
1000028,34839,177246
1000003,34839,215234
1000797,34839,581423
1000309,34839,582443
1000915,34839,613170
1000830,34839,751979
1000328,34839,1417557
1000326,34840,885074
1000328,34840,1114926
1000915,34840,2000000
1000797,34841,9547
1000706,34841,18983
1000328,34841,191785
1000057,34841,539501
1000326,34841,1808215
1000915,34841,1971470
1000500,34842,3047
1000057,34842,2000000
1000915,34842,2000000
1000326,34842,2000000
1000706,34843,8351
1000316,34843,67435
1000328,34843,199078
1000013,34843,205729
1000326,34843,222973
1000915,34843,887384
1000729,34843,1104265
1000318,34843,1510514
1000057,34843,2000000
1000706,34844,16702
1000729,34844,93240
1000915,34844,1890058
1000057,34844,2000000
1000013,34844,2000000
1000318,34844,2000000
1000500,34845,866368
1000057,34845,1209941
1000013,34845,2000000
1000915,34845,2000000
1000318,34845,2000000
1000797,34846,8351
1000500,34846,218184
1000318,34846,252561
1000316,34846,423221
1000326,34846,1324218
1000915,34846,1991649
1000013,34846,2000000
1000797,34847,8351
1000706,34847,24424
1000328,34847,188248
1000316,34847,659731
1000326,34847,1152021
1000915,34847,1967225
1000013,34847,2000000
1000820,34848,8351
1000023,34848,182818
1000327,34848,378871
1000052,34848,656146
1000915,34848,916030
1000729,34848,1075619
1000500,34848,1222692
1000328,34848,1621129
1000101,34848,2000000
1000013,34848,2000000
3642,34849,21972
1000327,34849,37925
1000111,34849,46557
3643,34849,50258
3672,34849,72230
1000324,34849,150889
1000500,34849,184610
1000729,34849,188794
1000101,34849,443021
1000023,34849,520538
1000013,34849,555284
2657,34867,89052
2673,34867,89052
2657,34868,74463
2673,34868,74463
2634,34868,167012
2633,34868,179996
2672,34868,347008
2657,34869,14391
2673,34869,14391
2634,34903,10023
2672,34903,10023
1000820,34903,19851
1000023,34903,825189
1000729,34903,1776514
1000302,34903,1796366
1000326,34904,75828
1000004,34904,165199
1000915,34904,252347
1000318,34904,705520
1000316,34904,1218652
1000729,34904,1747653
1000915,34905,2000000
1000318,34905,2000000
1000316,34906,239656
1000318,34906,1760344
1000915,34906,2000000
1000316,34907,143156
1000318,34907,1856844
1000915,34907,2000000
1000316,34908,280604
1000915,34908,753516
1000782,34908,1246484
1000318,34908,1719396
1000316,34909,888651
1000333,34909,1111349
1000915,34909,2000000
1000920,34910,126201
1000915,34910,1873799
1000333,34910,2000000
1000318,34911,417892
1000335,34911,588590
1000333,34911,993517
1000915,34911,2000000
1000318,34912,552574
1000323,34912,1447426
1000915,34912,2000000
1000500,34913,501697
1000321,34913,583900
1000323,34913,1416100
1000797,34913,2000000
1000500,34914,1992139
1000797,34914,2000000
1000321,34914,2000000
1000706,34915,8351
1000323,34915,577842
1000500,34915,1049472
1000321,34915,1422158
1000797,34915,1991649
1000797,34916,39730
1000321,34916,573263
1000323,34916,1426737
1000782,34916,1960270
1000321,34917,516078
1000323,34917,1483922
1000500,34917,1755070
1000797,34917,2000000
1000320,34918,292
1000309,34918,36749
1000337,34918,177022
1000336,34918,687944
1000321,34918,1097993
1000500,34918,1356996
1000797,34918,2000000
1000337,34919,1847
1000336,34919,38794
1000500,34919,954682
1000309,34919,1959359
1000797,34919,2000000
1000341,34920,391
1000861,34920,56843
1000915,34920,398492
1000500,34920,407892
1000309,34920,551913
1000343,34920,1447696
1000797,34920,1544665
1000323,34921,13518
1000321,34921,1986482
1000915,34921,2000000
1000321,34922,336152
1000879,34922,451238
1000500,34922,706077
1000915,34922,740815
1000861,34922,807946
1000309,34922,1663848
1000797,34923,8351
1000820,34923,16702
1000002,34923,17386
1000101,34923,220453
1000861,34923,311762
1000008,34923,327021
1000003,34923,597649
1000729,34923,1663186
1000309,34923,2000000
1000820,34924,272
1000739,34924,12592
1000947,34924,105721
1000830,34924,171980
1000004,34924,204457
1000003,34924,425481
1000001,34924,448270
1000062,34924,785191
1000500,34924,1267455
1000729,34924,1709434
1000309,34924,2000000
1000915,34925,2000000
1000328,34925,2000000
1000328,34926,42510
1000326,34926,1957490
1000915,34926,2000000
1000057,34927,1999997
1000915,34927,2000000
1000326,34927,2000000
1000500,34928,108859
1000057,34928,2000000
1000915,34928,2000000
1000326,34928,2000000
1000316,34929,7400
1000820,34929,7875
1000706,34929,13462
1000729,34929,150322
1000915,34929,1828341
1000318,34929,1992600
1000013,34929,1992674
1000057,34929,2000000
1000797,34930,8351
1000706,34930,33394
1000915,34930,1958255
1000057,34930,2000000
1000013,34930,2000000
1000318,34930,2000000
1000500,34931,990980
1000013,34931,2000000
1000915,34931,2000000
1000318,34931,2000000
1000500,34932,817
1000316,34932,13491
1000328,34932,645519
1000326,34932,1340990
1000013,34932,2000000
1000915,34932,2000000
1000326,34933,12546
1000706,34933,17321
1000052,34933,44318
1000729,34933,51863
1000500,34933,329123
1000101,34933,1266990
1000915,34933,1930816
1000328,34933,1987454
1000013,34933,2000000
1000324,34934,2849
1000327,34934,288571
1000111,34934,622435
1000500,34934,686656
1000302,34934,866833
1000729,34934,1158250
