species,pu,amount
2000892,8766,1207408
2000500,8766,2000000
2000323,8766,2000000
2000322,8767,992620
2000323,8767,1007380
2000500,8767,2000000
2000892,8767,2000000
2000500,8768,2000000
2000892,8768,2000000
2000323,8768,2000000
2000500,8769,2000000
2000915,8769,2000000
2000323,8769,2000000
2000322,8770,10042
2000323,8770,1989958
2000500,8770,2000000
2000915,8770,2000000
2000500,8771,2000000
2000915,8771,2000000
2000322,8771,2000000
2000500,8772,2000000
2000915,8772,2000000
2000322,8772,2000000
2000328,8773,354790
2000322,8773,770993
2000327,8773,874217
2000500,8773,2000000
2000915,8773,2000000
2000328,8774,198943
2000323,8774,305385
2000500,8774,334625
2000915,8774,504329
1000323,8774,582422
1000321,8774,913250
1000915,8774,1495671
1000500,8774,1665375
1000323,8775,61628
1000309,8775,289131
1000054,8775,306548
1000321,8775,1649242
1000500,8775,2000000
1000861,8775,2000000
1000706,8776,16630
1000797,8776,25001
1000915,8776,577848
1000861,8776,1380521
1000057,8776,2000000
1000500,8776,2000000
1000309,8776,2000000
1000057,8777,2000000
1000500,8777,2000000
1000915,8777,2000000
1000309,8777,2000000
1000706,8778,1261
1000915,8778,1998739
1000057,8778,2000000
1000500,8778,2000000
1000309,8778,2000000
1000328,8779,413630
1000309,8779,1586370
1000057,8779,2000000
1000500,8779,2000000
1000915,8779,2000000
1000706,8780,8334
1000915,8780,1991666
1000057,8780,2000000
1000500,8780,2000000
1000309,8780,2000000
1000328,8781,641776
1000309,8781,1358224
1000057,8781,2000000
1000500,8781,2000000
1000915,8781,2000000
1000051,8782,1286486
1000057,8782,2000000
1000500,8782,2000000
1000915,8782,2000000
1000326,8782,2000000
1000915,8783,421871
1000861,8783,1578129
1000051,8783,2000000
1000057,8783,2000000
1000500,8783,2000000
1000326,8783,2000000
1000343,8784,3310
1000057,8784,211878
1000326,8784,268733
1000328,8784,700979
1000861,8784,875124
1000341,8784,1026978
1000915,8784,1124876
1000051,8784,2000000
1000500,8784,2000000
1000923,8785,6
1000915,8785,1999994
1000051,8785,2000000
1000500,8785,2000000
1000341,8785,2000000
1000051,8786,2000000
1000500,8786,2000000
1000915,8786,2000000
1000341,8786,2000000
1000923,8787,528078
1000051,8787,942086
1000915,8787,1471922
1000500,8787,2000000
1000341,8787,2000000
1000923,8788,32015
1000797,8788,73489
1000915,8788,1894495
1000500,8788,2000000
1000341,8788,2000000
1000923,8789,342400
1000915,8789,1657600
1000500,8789,1974321
1000341,8789,2000000
1000325,8790,29446
1000729,8790,63035
1000341,8790,246014
1000915,8790,363874
1000500,8790,616777
1000797,8790,1573092
1000326,8790,1724539
1000326,8791,29207
1000820,8791,53518
1000797,8791,60135
1000500,8791,331227
1000729,8791,1886348
1000316,8791,1970793
1000706,8792,987
1000318,8792,39146
1000004,8792,575066
1000326,8792,706799
1000729,8792,957367
1000797,8792,1041646
1000316,8792,1254055
1000500,8792,1937431
1000729,8793,42964
1000797,8793,1957036
1000500,8793,2000000
1000316,8793,2000000
1000706,8794,1016
1000012,8794,5570
1000000,8794,5570
1000782,8794,109390
1000915,8794,138507
1000797,8794,1751087
1000500,8794,2000000
1000316,8794,2000000
1000797,8795,394
1000706,8795,12578
1000915,8795,762118
1000000,8795,872162
1000782,8795,1224911
1000012,8795,1997386
1000500,8795,2000000
1000318,8795,2000000
1000000,8796,314841
1000316,8796,790626
1000318,8796,1209374
1000012,8796,2000000
1000500,8796,2000000
1000915,8796,2000000
1000316,8797,940372
1000318,8797,1059628
1000012,8797,2000000
1000500,8797,2000000
1000915,8797,2000000
1000318,8798,911866
1000316,8798,1088134
1000012,8798,2000000
1000500,8798,2000000
1000915,8798,2000000
1000861,8799,210933
1000915,8799,1789067
1000012,8799,1974172
1000500,8799,2000000
1000318,8799,2000000
1000045,8800,102
1000704,8800,5425
1000706,8800,16200
1000023,8800,32442
4642,8800,42293
1000012,8800,55438
4643,8800,99379
1000913,8800,110025
4672,8800,141672
1000861,8800,166549
1000915,8800,492356
1000301,8800,790562
1000500,8800,799040
1613,8815,229292
1670,8815,229292
1618,8823,28708
1670,8823,28708
1618,8827,150174
1670,8827,150174
1612,8830,3600
1670,8830,3600
1612,8834,23569
1670,8834,23569
1612,8836,74484
1670,8836,74484
1634,8837,4
1629,8837,15108
1672,8837,15112
1612,8837,25916
1610,8837,545707
1670,8837,571623
2000309,8838,462219
2000961,8838,803308
2000917,8838,1196692
2000304,8838,1537781
2000500,8838,2000000
2000309,8839,520413
2000915,8839,857807
2000917,8839,1142193
2000304,8839,1479587
2000500,8839,2000000
2000708,8840,3811
2000915,8840,419061
2000309,8840,434392
2000304,8840,1565608
2000917,8840,1577128
2000500,8840,2000000
2000706,8841,33260
2000915,8841,1966740
2000500,8841,2000000
2000309,8841,2000000
2000708,8842,16667
2000309,8842,310049
2000863,8842,878661
2000917,8842,1104672
2000302,8842,1689951
2000500,8842,1996178
2000797,8843,7878
2000799,8843,8358
2000915,8843,446478
2000917,8843,1537286
2000500,8843,1999980
2000309,8843,2000000
2000500,8844,2000000
2000915,8844,2000000
2000322,8844,2000000
2000797,8845,8334
2000915,8845,1991666
2000500,8845,2000000
2000322,8845,2000000
2000500,8846,1356067
2000915,8846,2000000
2000322,8846,2000000
2000797,8847,8334
2000915,8847,1991666
2000500,8847,2000000
2000322,8847,2000000
2000322,8848,241
2000797,8848,7186
2000915,8848,1992814
2000323,8848,1999759
2000500,8848,2000000
2000797,8849,5742
2000322,8849,519428
2000323,8849,1480572
2000915,8849,1994258
2000500,8849,2000000
2000706,8850,8334
2000915,8850,1991666
2000500,8850,2000000
2000322,8850,2000000
2000321,8851,6710
2000322,8851,47758
2000323,8851,1945532
2000500,8851,2000000
2000915,8851,2000000
2000321,8852,321796
2000323,8852,1678204
2000500,8852,2000000
2000915,8852,2000000
2000706,8853,5789
2000797,8853,26075
2000915,8853,1968136
2000500,8853,2000000
2000322,8853,2000000
2000323,8854,636512
2000322,8854,1363488
2000500,8854,2000000
2000915,8854,2000000
2000317,8855,114806
2000314,8855,1885194
2000500,8855,2000000
2000913,8855,2000000
2000314,8856,38230
2000920,8856,296324
2000913,8856,1703676
2000317,8856,1961770
2000500,8856,2000000
2000500,8857,2000000
2000920,8857,2000000
2000317,8857,2000000
2000500,8858,2000000
2000920,8858,2000000
2000317,8858,2000000
2000500,8859,2000000
2000920,8859,2000000
2000317,8859,2000000
2000500,8860,2000000
2000920,8860,2000000
2000317,8860,2000000
2000318,8861,553836
2000317,8861,1446164
2000500,8861,2000000
2000920,8861,2000000
2000920,8862,518171
2000913,8862,1481829
2000500,8862,2000000
2000318,8862,2000000
2000704,8863,8334
2000920,8863,848588
2000913,8863,1143078
2000500,8863,2000000
2000318,8863,2000000
2000316,8864,612079
2000318,8864,1387921
2000500,8864,2000000
2000920,8864,2000000
2000915,8865,117884
2000316,8865,143899
2000305,8865,629630
2000051,8865,897463
2000318,8865,1226470
2000920,8865,1882116
2000500,8865,2000000
2000915,8866,60028
2000028,8866,589104
2000051,8866,1823677
2000920,8866,1939972
2000500,8866,2000000
2000318,8866,2000000
2000915,8867,7875
2000028,8867,1535644
2000051,8867,1919961
2000920,8867,1992125
2000500,8867,2000000
2000318,8867,2000000
2000317,8868,21778
2000028,8868,1954824
2000318,8868,1978222
2000051,8868,1999000
2000500,8868,2000000
2000920,8868,2000000
2000028,8869,2000000
2000051,8869,2000000
2000500,8869,2000000
2000920,8869,2000000
2000317,8869,2000000
2000318,8870,606509
2000317,8870,1393491
2000051,8870,1973575
2000028,8870,2000000
2000500,8870,2000000
2000920,8870,2000000
2000028,8871,2000000
2000500,8871,2000000
2000920,8871,2000000
2000317,8871,2000000
2000048,8872,770623
2000028,8872,2000000
2000500,8872,2000000
2000920,8872,2000000
2000317,8872,2000000
2000028,8873,2000000
2000500,8873,2000000
2000920,8873,2000000
2000317,8873,2000000
2000015,8874,2000000
2000028,8874,2000000
2000500,8874,2000000
2000920,8874,2000000
2000317,8874,2000000
2000334,8875,205516
2000317,8875,1794484
2000015,8875,2000000
2000028,8875,2000000
2000500,8875,2000000
2000920,8875,2000000
2000334,8876,929260
2000317,8876,1070740
2000015,8876,1606771
2000028,8876,2000000
2000500,8876,2000000
2000920,8876,2000000
2000028,8877,2000000
2000500,8877,2000000
2000920,8877,2000000
2000334,8877,2000000
2000335,8878,77
2000334,8878,1999923
2000028,8878,2000000
2000500,8878,2000000
2000920,8878,2000000
2000028,8879,2000000
2000500,8879,2000000
2000920,8879,2000000
2000335,8879,2000000
2000333,8880,314229
2000335,8880,1685771
2000028,8880,2000000
2000500,8880,2000000
2000920,8880,2000000
2000333,8881,31669
2000028,8881,245219
2000335,8881,1968331
2000500,8881,2000000
2000920,8881,2000000
2000500,8882,2000000
2000920,8882,2000000
2000341,8882,2000000
2000920,8883,342959
2000341,8883,409714
2000333,8883,1590286
2000923,8883,1657041
2000500,8883,2000000
2000920,8884,966699
2000923,8884,1033301
2000500,8884,2000000
2000333,8884,2000000
2000056,8885,86387
2000335,8885,898160
2000333,8885,1101840
2000500,8885,2000000
2000923,8885,2000000
2000923,8886,224128
2000056,8886,375953
2000341,8886,440886
2000333,8886,1559114
2000915,8886,1775872
2000500,8886,2000000
2000056,8887,738297
2000500,8887,2000000
2000915,8887,2000000
2000326,8887,2000000
2000341,8888,28237
2000325,8888,37142
2000340,8888,53546
2000056,8888,1142680
2000326,8888,1881075
2000500,8888,2000000
2000915,8888,2000000
2000340,8889,320779
2000333,8889,596720
2000915,8889,787618
2000332,8889,1082500
2000923,8889,1212382
2000056,8889,1514369
2000500,8889,1763371
2000923,8890,597627
2000333,8890,604863
2000500,8890,1379631
2000332,8890,1395137
2000915,8890,1550000
2000056,8890,1586227
2000326,8891,312030
2000500,8891,1635113
2000333,8891,1687970
2000915,8891,2000000
2000890,8892,314267
2000892,8892,793092
2000905,8892,892642
2000326,8892,904105
2000328,8892,1095895
2000500,8892,1575956
2000500,8893,2000000
2000915,8893,2000000
2000328,8893,2000000
2000328,8894,352223
2000326,8894,1647777
2000500,8894,2000000
2000915,8894,2000000
2000326,8895,50605
2000500,8895,1890480
2000341,8895,1949395
2000915,8895,2000000
2000341,8896,919303
2000326,8896,1080697
2000500,8896,1755590
2000915,8896,2000000
2000326,8897,657692
2000341,8897,1342308
2000500,8897,2000000
2000915,8897,2000000
2000341,8898,49385
2000326,8898,1950615
2000500,8898,2000000
2000915,8898,2000000
2000920,8899,125291
2000341,8899,294879
2000326,8899,1705121
2000915,8899,1874709
2000500,8899,2000000
2000326,8900,795540
2000341,8900,1204460
2000500,8900,2000000
2000915,8900,2000000
2000341,8901,710315
2000326,8901,1289685
2000500,8901,2000000
2000915,8901,2000000
2000923,8902,813804
2000500,8902,1035880
2000915,8902,1186196
2000341,8902,2000000
2000892,8903,19663
2000328,8903,36075
2000343,8903,785701
2000341,8903,1178225
2000915,8903,1980337
2000500,8903,2000000
2000343,8904,113045
2000341,8904,1886955
2000500,8904,2000000
2000915,8904,2000000
2000323,8905,735
2000328,8905,88489
2000326,8905,1910775
2000500,8905,2000000
2000915,8905,2000000
2000915,8906,244123
2000322,8906,615726
2000323,8906,1384274
2000861,8906,1755877
2000500,8906,2000000
2000892,8907,6610
2000323,8907,889450
2000322,8907,1110550
2000915,8907,1993390
2000500,8907,2000000
2000797,8908,31988
2000706,8908,41592
2000915,8908,312610
2000322,8908,716001
2000323,8908,1283999
2000892,8908,1613809
2000500,8908,2000000
2000323,8909,816744
2000322,8909,1183256
2000500,8909,2000000
2000892,8909,2000000
2000892,8910,970275
2000915,8910,1029725
2000500,8910,2000000
2000323,8910,2000000
2000500,8911,2000000
2000915,8911,2000000
2000323,8911,2000000
2000323,8912,621848
2000322,8912,1378152
2000500,8912,2000000
2000915,8912,2000000
2000500,8913,2000000
2000915,8913,2000000
2000322,8913,2000000
2000500,8914,2000000
2000915,8914,2000000
2000322,8914,2000000
2000323,8915,21576
2000328,8915,1978424
2000500,8915,2000000
2000915,8915,2000000
1000797,8916,8334
1000861,8916,492368
1000321,8916,740015
1000309,8916,1259985
1000915,8916,1499298
1000500,8916,2000000
1000321,8917,18779
1000797,8917,20291
1000323,8917,104985
1000915,8917,133960
1000054,8917,191691
1000057,8917,1477039
1000861,8917,1845748
1000309,8917,1876236
1000500,8917,2000000
1000057,8918,2000000
1000500,8918,2000000
1000915,8918,2000000
1000309,8918,2000000
1000057,8919,2000000
1000500,8919,2000000
1000915,8919,2000000
1000309,8919,2000000
1000797,8920,4072
1000706,8920,32036
1000915,8920,1963892
1000057,8920,2000000
1000500,8920,2000000
1000309,8920,2000000
1000797,8921,8334
1000915,8921,1991666
1000057,8921,2000000
1000500,8921,2000000
1000309,8921,2000000
1000797,8922,33335
1000915,8922,1966665
1000057,8922,2000000
1000500,8922,2000000
1000309,8922,2000000
1000706,8923,8334
1000326,8923,261227
1000328,8923,1738773
1000915,8923,1991666
1000057,8923,2000000
1000500,8923,2000000
1000051,8924,2000000
1000057,8924,2000000
1000500,8924,2000000
1000915,8924,2000000
1000326,8924,2000000
1000343,8925,58824
1000326,8925,513675
1000328,8925,570797
1000915,8925,784439
1000341,8925,856703
1000861,8925,1215561
1000051,8925,2000000
1000057,8925,2000000
1000500,8925,2000000
1000051,8926,2000000
1000500,8926,2000000
1000915,8926,2000000
1000341,8926,2000000
1000923,8927,369890
1000915,8927,1630110
1000051,8927,1766867
1000500,8927,2000000
1000341,8927,2000000
1000051,8928,652112
1000915,8928,860058
1000923,8928,1139942
1000500,8928,2000000
1000341,8928,2000000
1000797,8929,95673
1000923,8929,764861
1000915,8929,1139466
1000500,8929,2000000
1000341,8929,2000000
1000797,8930,551766
1000915,8930,1448234
1000500,8930,2000000
1000341,8930,2000000
1000325,8931,44674
1000326,8931,848707
1000915,8931,905949
1000500,8931,993972
1000797,8931,1094051
1000341,8931,1106619
1000820,8932,8334
1000315,8932,88225
1000797,8932,298830
1000326,8932,316861
1000316,8932,749771
1000325,8932,845143
1000500,8932,1103061
1000729,8932,1692836
1000820,8933,42635
1000316,8933,354571
1000500,8933,658961
1000326,8933,1645429
1000729,8933,1957365
1000820,8934,21995
1000028,8934,236160
1000316,8934,843925
1000797,8934,899884
1000729,8934,1078121
1000326,8934,1156075
1000500,8934,1634483
1000706,8935,28976
1000028,8935,171729
1000326,8935,856205
1000316,8935,1143795
1000797,8935,1971024
1000500,8935,2000000
1000000,8936,92613
1000706,8936,95795
1000012,8936,314075
1000318,8936,483740
1000782,8936,677621
1000028,8936,1182994
1000797,8936,1226583
1000316,8936,1516260
1000500,8936,2000000
1000782,8937,34881
1000318,8937,880242
1000316,8937,1119758
1000915,8937,1965119
1000012,8937,2000000
1000500,8937,2000000
1000012,8938,2000000
1000500,8938,2000000
1000915,8938,2000000
1000316,8938,2000000
1000316,8939,256588
1000318,8939,1743412
1000012,8939,2000000
1000500,8939,2000000
1000915,8939,2000000
1000056,8940,302136
1000316,8940,863917
1000318,8940,1136083
1000012,8940,2000000
1000500,8940,2000000
1000915,8940,2000000
1000797,8941,16667
1000316,8941,153141
1000301,8941,554034
1000915,8941,826190
1000861,8941,1157143
1000318,8941,1292825
1000012,8941,1919526
1000500,8941,2000000
1000704,8942,2605
1000012,8942,12653
1000318,8942,80081
1000915,8942,499257
1000913,8942,1193111
1000500,8942,1577060
1000301,8942,1614922
1613,8957,139409
1670,8957,139409
1618,8965,1560
1670,8965,1560
1618,8966,11702
1670,8966,11702
1618,8970,39351
1670,8970,39351
1612,8976,14399
1670,8976,14399
1634,8978,6533
1672,8978,6533
1612,8978,11699
1670,8978,11699
1610,8979,95389
1612,8979,128576
1670,8979,223965
1612,8980,1079
1670,8980,1079
2000821,8980,1776
2000730,8980,31619
1629,8980,111920
2000304,8980,179773
1634,8980,189722
1672,8980,301642
2000307,8980,370390
2000961,8980,392916
2000309,8980,621916
2000938,8980,745767
2000500,8980,1073437
2000915,8981,253384
2000309,8981,553835
2000304,8981,1446165
2000917,8981,1746616
2000500,8981,2000000
2000304,8982,326894
2000915,8982,697461
2000917,8982,1302539
2000309,8982,1673106
2000500,8982,2000000
2000708,8983,2789
2000706,8983,8334
2000915,8983,815670
2000917,8983,1173207
2000500,8983,2000000
2000309,8983,2000000
2000863,8984,124600
2000917,8984,146816
2000302,8984,705365
2000309,8984,1294635
2000915,8984,1728585
2000500,8984,2000000
2000799,8985,16976
2000708,8985,53583
2000915,8985,201367
2000917,8985,411979
2000500,8985,593995
2000302,8985,742564
2000309,8985,1257436
2000863,8985,1316095
2000797,8986,21704
2000309,8986,223050
2000322,8986,492336
2000323,8986,1284614
2000915,8986,1978296
2000500,8986,2000000
2000500,8987,2000000
2000915,8987,2000000
2000322,8987,2000000
2000500,8988,2000000
2000915,8988,2000000
2000322,8988,2000000
2000500,8989,1991951
2000915,8989,2000000
2000322,8989,2000000
2000323,8990,22134
2000322,8990,1977866
2000500,8990,2000000
2000915,8990,2000000
2000797,8991,1148
2000322,8991,354342
2000323,8991,1645658
2000915,8991,1998852
2000500,8991,2000000
2000706,8992,8334
2000797,8992,16668
2000892,8992,43610
2000915,8992,1931388
2000500,8992,2000000
2000322,8992,2000000
2000797,8993,8334
2000892,8993,70313
2000322,8993,591152
2000323,8993,1408848
2000915,8993,1921353
2000500,8993,2000000
2000321,8994,107255
2000323,8994,1892745
2000500,8994,2000000
2000915,8994,2000000
2000797,8995,11260
2000706,8995,24660
2000323,8995,603778
2000322,8995,1396222
2000915,8995,1964080
2000500,8995,2000000
2000797,8996,8334
2000915,8996,1991666
2000500,8996,2000000
2000322,8996,2000000
2000314,8997,1261
2000318,8997,3075
2000323,8997,107720
2000913,8997,272916
2000317,8997,492420
2000322,8997,1395523
2000915,8997,1727084
2000500,8997,2000000
2000317,8998,766638
2000314,8998,1233362
2000500,8998,2000000
2000913,8998,2000000
2000500,8999,2000000
2000920,8999,2000000
2000317,8999,2000000
2000500,9000,2000000
2000920,9000,2000000
2000317,9000,2000000
2000318,9001,16513
2000317,9001,1983487
2000500,9001,2000000
2000920,9001,2000000
2000500,9002,2000000
2000920,9002,2000000
2000317,9002,2000000
2000711,9003,8334
2000920,9003,1991666
2000500,9003,2000000
2000317,9003,2000000
2000913,9004,775576
2000920,9004,1224424
2000500,9004,2000000
2000318,9004,2000000
2000920,9005,379849
2000913,9005,1620151
2000500,9005,2000000
2000318,9005,2000000
2000317,9006,175544
2000318,9006,1824456
2000500,9006,2000000
2000920,9006,2000000
2000318,9007,520478
2000915,9007,779339
2000051,9007,837180
2000920,9007,1220661
2000316,9007,1479522
2000500,9007,2000000
2000915,9008,248127
2000920,9008,1751873
2000051,9008,2000000
2000500,9008,2000000
2000318,9008,2000000
2000028,9009,164075
2000920,9009,542116
2000915,9009,1457884
2000051,9009,2000000
2000500,9009,2000000
2000318,9009,2000000
2000915,9010,191649
2000028,9010,634401
2000920,9010,1808351
2000051,9010,2000000
2000500,9010,2000000
2000318,9010,2000000
2000317,9011,305229
2000028,9011,1221041
2000318,9011,1694771
2000051,9011,2000000
2000500,9011,2000000
2000920,9011,2000000
2000318,9012,630423
2000317,9012,1369577
2000028,9012,1730862
2000051,9012,2000000
2000500,9012,2000000
2000920,9012,2000000
2000051,9013,190755
2000317,9013,751065
2000318,9013,1248935
2000028,9013,2000000
2000500,9013,2000000
2000920,9013,2000000
2000028,9014,2000000
2000500,9014,2000000
2000920,9014,2000000
2000317,9014,2000000
2000048,9015,14568
2000028,9015,2000000
2000500,9015,2000000
2000920,9015,2000000
2000317,9015,2000000
2000015,9016,278700
2000028,9016,2000000
2000500,9016,2000000
2000920,9016,2000000
2000317,9016,2000000
2000015,9017,2000000
2000028,9017,2000000
2000500,9017,2000000
2000920,9017,2000000
2000317,9017,2000000
2000015,9018,2000000
2000028,9018,2000000
2000500,9018,2000000
2000920,9018,2000000
2000334,9018,2000000
2000317,9019,5165
2000334,9019,1994835
2000028,9019,2000000
2000500,9019,2000000
2000920,9019,2000000
2000335,9020,735273
2000334,9020,1264727
2000028,9020,2000000
2000500,9020,2000000
2000920,9020,2000000
2000334,9021,187291
2000335,9021,1812709
2000028,9021,2000000
2000500,9021,2000000
2000920,9021,2000000
2000926,9022,237839
2000335,9022,503669
2000333,9022,1496331
2000920,9022,1762161
2000028,9022,2000000
2000500,9022,2000000
2000926,9023,77581
2000333,9023,916305
2000335,9023,1083695
2000920,9023,1922419
2000028,9023,2000000
2000500,9023,2000000
2000335,9024,14230
2000341,9024,707674
2000333,9024,1278096
2000500,9024,2000000
2000920,9024,2000000
2000340,9025,419
2000802,9025,8334
2000920,9025,1991666
2000341,9025,1999581
2000500,9025,2000000
2000920,9026,204
2000048,9026,506234
2000923,9026,1999796
2000500,9026,2000000
2000333,9026,2000000
2000500,9027,2000000
2000923,9027,2000000
2000333,9027,2000000
2000341,9028,176244
2000923,9028,847644
2000915,9028,1152356
2000333,9028,1823756
2000500,9028,2000000
2000326,9029,513067
2000341,9029,1486933
2000500,9029,2000000
2000915,9029,2000000
2000056,9030,96
2000341,9030,34531
2000326,9030,1965469
2000500,9030,2000000
2000915,9030,2000000
2000326,9031,159
2000341,9031,19107
2000056,9031,209073
2000340,9031,1980734
2000500,9031,2000000
2000915,9031,2000000
2000500,9032,8264
2000915,9032,107393
2000056,9032,518017
2000332,9032,543240
2000333,9032,1456760
2000923,9032,1892607
2000500,9033,761297
2000333,9033,894617
2000332,9033,1105383
2000915,9033,2000000
2000328,9034,71956
2000890,9034,208176
2000905,9034,334503
2000892,9034,426142
2000915,9034,1031179
2000500,9034,1511754
2000326,9034,1928044
2000890,9035,175210
2000947,9035,250241
2000905,9035,387561
2000915,9035,1186987
2000500,9035,1671521
2000328,9035,2000000
2000500,9036,2000000
2000915,9036,2000000
2000328,9036,2000000
2000341,9037,2593
2000326,9037,1997407
2000500,9037,2000000
2000915,9037,2000000
2000500,9038,59980
2000915,9038,2000000
2000341,9038,2000000
2000326,9039,429489
2000341,9039,1570511
2000500,9039,1814314
2000915,9039,2000000
2000341,9040,603530
2000326,9040,1396470
2000500,9040,1473756
2000915,9040,2000000
2000326,9041,292823
2000915,9041,830971
2000920,9041,1169029
2000500,9041,1486196
2000341,9041,1707177
2000500,9042,2000000
2000915,9042,2000000
2000326,9042,2000000
2000500,9043,2000000
2000915,9043,2000000
2000326,9043,2000000
2000500,9044,785024
2000915,9044,2000000
2000341,9044,2000000
2000326,9045,723250
2000341,9045,1276750
2000500,9045,2000000
2000915,9045,2000000
2000341,9046,56527
2000326,9046,128959
2000892,9046,603112
2000343,9046,667534
2000328,9046,1146980
2000915,9046,1396888
2000500,9046,2000000
2000326,9047,558230
2000341,9047,1441770
2000500,9047,2000000
2000915,9047,2000000
2000328,9048,231983
2000861,9048,302142
2000326,9048,328032
2000323,9048,1439985
2000915,9048,1697858
2000500,9048,2000000
2000861,9049,40803
2000915,9049,1959197
2000500,9049,2000000
2000322,9049,2000000
2000500,9050,2000000
2000915,9050,2000000
2000323,9050,2000000
2000915,9051,9719
2000323,9051,66295
2000322,9051,1933705
2000892,9051,1990281
2000500,9051,2000000
2000322,9052,912061
2000323,9052,1087939
2000500,9052,2000000
2000892,9052,2000000
2000500,9053,2000000
2000915,9053,2000000
2000323,9053,2000000
2000500,9054,2000000
2000915,9054,2000000
2000323,9054,2000000
2000323,9055,16378
2000322,9055,1983622
2000500,9055,2000000
2000915,9055,2000000
2000500,9056,2000000
2000915,9056,2000000
2000322,9056,2000000
2000323,9057,101732
2000327,9057,373576
2000328,9057,753256
2000322,9057,771436
2000500,9057,2000000
2000915,9057,2000000
1000321,9058,54441
2000328,9058,59065
1000323,9058,109722
2000323,9058,211084
2000309,9058,234216
2000080,9058,234970
2000500,9058,334664
2000915,9058,504365
1000080,9058,505927
1000309,9058,1331472
1000915,9058,1495635
1000500,9058,1665336
1000057,9059,11488
1000797,9059,21377
1000861,9059,822951
1000915,9059,1155672
1000500,9059,2000000
1000309,9059,2000000
1000861,9060,2478
1000915,9060,1997522
1000057,9060,2000000
1000500,9060,2000000
1000309,9060,2000000
1000057,9061,2000000
1000500,9061,2000000
1000915,9061,2000000
1000309,9061,2000000
1000797,9062,21062
1000915,9062,1978938
1000057,9062,2000000
1000500,9062,2000000
1000309,9062,2000000
1000797,9063,8334
1000915,9063,1991666
1000057,9063,2000000
1000500,9063,2000000
1000309,9063,2000000
1000057,9064,2000000
1000500,9064,2000000
1000915,9064,2000000
1000309,9064,2000000
1000328,9065,811900
1000309,9065,1188100
1000057,9065,2000000
1000500,9065,2000000
1000915,9065,2000000
1000328,9066,53342
1000051,9066,994912
1000326,9066,1946658
1000057,9066,2000000
1000500,9066,2000000
1000915,9066,2000000
1000341,9067,31883
1000915,9067,465397
1000861,9067,1534603
1000326,9067,1968117
1000051,9067,2000000
1000057,9067,2000000
1000500,9067,2000000
1000057,9068,778218
1000051,9068,2000000
1000500,9068,2000000
1000915,9068,2000000
1000341,9068,2000000
1000915,9069,521528
1000923,9069,1478472
1000051,9069,1698920
1000500,9069,2000000
1000341,9069,2000000
1000051,9070,275526
1000923,9070,940494
1000915,9070,1059506
1000500,9070,2000000
1000341,9070,2000000
1000915,9071,503654
1000923,9071,1496346
1000500,9071,2000000
1000341,9071,2000000
1000915,9072,22390
1000797,9072,1977610
1000500,9072,2000000
1000341,9072,2000000
1000915,9073,332796
1000341,9073,910564
1000326,9073,1089436
1000797,9073,1667204
1000500,9073,2000000
1000326,9074,84187
1000729,9074,271200
1000915,9074,645323
1000797,9074,1083477
1000500,9074,1643567
1000325,9074,1915813
1000820,9075,8334
1000316,9075,57312
1000797,9075,377163
1000500,9075,769608
1000729,9075,1614503
1000326,9075,1942688
1000820,9076,65792
1000500,9076,133860
1000028,9076,284972
1000729,9076,1934208
1000326,9076,2000000
1000706,9077,44203
1000820,9077,73720
1000316,9077,88521
1000729,9077,493185
1000028,9077,1363337
1000797,9077,1388892
1000326,9077,1911479
1000500,9077,2000000
1000706,9078,32942
1000326,9078,87739
1000028,9078,1303808
1000316,9078,1912261
1000797,9078,1967058
1000500,9078,2000000
1000915,9079,3167
1000797,9079,22484
1000706,9079,49596
1000318,9079,150057
1000012,9079,529090
1000028,9079,1390770
1000316,9079,1849943
1000782,9079,1924752
1000500,9079,2000000
1000318,9080,298568
1000316,9080,1701432
1000012,9080,2000000
1000500,9080,2000000
1000915,9080,2000000
1000316,9081,677498
1000318,9081,1322502
1000012,9081,2000000
1000500,9081,2000000
1000915,9081,2000000
1000318,9082,284358
1000316,9082,1715642
1000012,9082,2000000
1000500,9082,2000000
1000915,9082,2000000
1000861,9083,30752
1000056,9083,465140
1000318,9083,840060
1000316,9083,1159940
1000915,9083,1969248
1000500,9083,2000000
1000012,9083,2142806
1000301,9084,108296
1000316,9084,131308
1000318,9084,1760396
1000012,9084,1834639
1000500,9084,2000000
1000915,9084,2000000
1000704,9085,5040
1000915,9085,41892
1000500,9085,1070450
1000913,9085,1257151
1000301,9085,1304102
1613,9099,20785
1670,9099,20785
1613,9100,348833
1670,9100,348833
1618,9106,39609
1670,9106,39609
1618,9107,11702
1670,9107,11702
1618,9109,32406
1670,9109,32406
1612,9116,42301
1670,9116,42301
1612,9119,120536
1670,9119,120536
1612,9120,44096
1670,9120,44096
1634,9121,20906
1612,9121,89691
1670,9121,89691
1629,9121,434903
1672,9121,455809
2000821,9122,6168
2000730,9122,11245
1612,9122,17099
1670,9122,17099
2000938,9122,99404
2000307,9122,116817
1634,9122,170225
1672,9122,170225
2000938,9123,16262
2000961,9123,373580
2000304,9123,603865
2000309,9123,1396135
2000917,9123,1610158
2000500,9123,2000000
2000917,9124,379555
2000915,9124,1620445
2000500,9124,2000000
2000309,9124,2000000
2000708,9125,1734
2000304,9125,8579
2000917,9125,320597
2000915,9125,1677669
2000309,9125,1991421
2000500,9125,2000000
