"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,6164.981401,4740.954004,6787,4746639.698000,108283924.481035,15491066.558996,4746639.698000,88046218.224024,0.143060,0.035488,18.000000,0,0.999992
2,6236.030717,4784.102565,7047,4839642.216000,108283924.481035,16128923.710996,4839642.216000,87315358.554024,0.148950,0.035488,18.000000,0,0.999992
3,6251.291131,4803.574402,6746,4825604.138000,108283924.481035,15343666.278996,4825604.138000,88114654.064024,0.141698,0.035488,18.000000,0,0.999992
4,6232.868859,4785.050800,6952,4825604.106000,108283924.481035,15885888.737996,4825604.106000,87572431.637024,0.146706,0.136827,180.500000,0,0.999679
5,6214.630762,4794.849310,6915,4732601.546000,108283924.481035,15835000.535996,4732601.546000,87716322.399024,0.146236,0.000988,0.500000,0,1.000000
6,6125.398382,4695.579283,6727,4765942.078000,108283924.481035,15323486.518996,4765942.078000,88194495.884024,0.141512,0.036476,18.500000,0,0.999992
7,6193.712309,4796.006400,6861,4658901.404000,108283924.481035,15729714.655996,4658901.404000,87895308.421024,0.145264,0.035488,18.000000,0,0.999992
8,6316.015538,4900.410594,6927,4718563.468000,108283924.481035,15873605.360996,4718563.468000,87691755.652024,0.146592,0.035904,18.500000,0,0.999992
9,6226.099913,4822.076829,6809,4679958.656000,108283924.481035,15582314.333996,4679958.656000,88021651.491024,0.143902,0.035488,18.000000,0,0.999992
10,6388.232033,4945.764808,7002,4806301.666000,108283924.481035,16027147.325996,4806301.666000,87450475.489024,0.148010,0.576725,4643.240000,0,0.999764
11,6392.178281,4952.856335,7226,4797527.850000,108283924.481035,16621135.350995,4797527.850000,86865261.280023,0.153496,0.063591,54.400000,0,0.999992
12,6197.698830,4740.506391,6826,4857189.836000,108283924.481035,15538445.269996,4857189.836000,87888289.375024,0.143497,0.035488,18.000000,0,0.999992
13,6207.474072,4788.693157,7152,4727337.256000,108283924.481035,16461451.709995,4727337.256000,87095135.515023,0.152021,0.579738,2074.160000,0,0.999992
14,6383.857495,4949.826947,6779,4779980.240000,108283924.481035,15453339.107996,4779980.240000,88050605.133024,0.142711,0.036476,18.500000,0,0.999992
15,6220.366246,4780.516784,6841,4797527.832000,108283924.481035,15607758.487996,4797527.832000,87878638.161024,0.144137,0.591113,4891.520000,0,0.999901
16,6458.986007,5017.060010,6943,4806301.698000,108283924.481035,15871850.606996,4806301.698000,87605772.176024,0.146576,0.035488,18.000000,0,0.999992
17,6271.291719,4826.931566,7034,4806301.704000,108283924.481035,16111376.057996,4806301.704000,87366246.719024,0.148788,2.469642,1024.000000,0,0.999829
18,6373.815773,4927.417989,6785,4806301.686000,108283924.481035,15455971.283996,4806301.686000,88021651.511024,0.142736,4.507278,2281.100000,0,0.995507
19,6399.116541,4916.655491,7154,4941418.540000,108283924.481035,16359675.340996,4941418.540000,86982830.600024,0.151081,0.035488,18.000000,0,0.999992
20,6228.951870,4819.137091,6817,4699261.014000,108283924.481035,15593720.339996,4699261.014000,87990943.127024,0.144008,0.036476,18.500000,0,0.999992
21,6175.484680,4748.252747,6910,4757168.254000,108283924.481035,15809556.432996,4757168.254000,87717199.794024,0.146001,0.081457,141.500000,0,0.999858
22,6204.008387,4761.555977,6674,4808056.408000,108283924.481035,15162925.527996,4808056.408000,88312942.545024,0.140029,0.035488,18.000000,0,0.999992
23,6325.079659,4875.782638,6519,4830868.486000,108283924.481035,14743536.595997,4830868.486000,88709519.399024,0.136156,0.036476,18.500000,0,0.999992
24,6256.878997,4786.145735,6848,4901058.996000,108283924.481035,15574417.932996,4901058.996000,87808447.552024,0.143829,0.415563,520.400000,0,0.999971
25,6371.581892,4953.345235,6835,4727337.230000,108283924.481035,15627060.887996,4727337.230000,87929526.363024,0.144316,0.035488,18.000000,0,0.999992
26,6453.418681,5009.341999,6989,4813320.708000,108283924.481035,15989419.904996,4813320.708000,87481183.868024,0.147662,0.080469,141.000000,0,0.999858
