"planning_unit","number"
4649,0
4648,0
4647,0
4646,2
4645,0
4644,5
4643,0
4642,3
4641,0
4640,0
4639,0
4638,0
4637,0
4636,0
4635,0
4634,4
4633,1
4632,10
4631,1
4630,0
4629,1
4628,0
4627,0
4626,0
4625,3
4624,0
4623,1
4622,7
4621,0
4620,5
4619,10
4618,4
4617,0
4616,1
4615,0
4614,10
4613,8
4612,3
4611,4
4610,10
4609,4
4608,0
4607,0
4606,9
4605,7
4604,5
4603,6
4602,0
4601,9
4600,5
4599,0
4598,0
4597,0
4596,2
4595,0
4594,3
4593,0
4592,0
4591,0
4590,0
4589,0
4588,1
4587,3
4586,0
4585,0
4584,0
4583,1
4582,4
4581,0
4580,0
4579,1
4578,10
4577,1
4576,7
4575,4
4574,0
4573,0
4572,4
4571,0
4570,0
4569,0
4568,10
4567,10
4566,1
4565,0
4564,6
4563,1
4562,4
4561,1
4560,0
4559,0
4558,0
4557,0
4556,3
4555,8
4554,1
4553,0
4552,0
4551,0
4550,10
4549,0
4548,0
4547,3
4546,0
4545,0
4544,2
4543,0
4542,0
4541,1
4540,2
4539,10
4538,0
4537,0
4536,6
4535,0
4534,1
4533,4
4532,1
4531,1
4530,2
4529,1
4528,0
4527,0
4526,0
4525,0
4524,5
4523,9
4522,1
4521,0
4520,0
4519,2
4518,0
4517,0
4516,0
4515,1
4514,4
4513,3
4512,9
4511,0
4510,0
4509,10
4508,0
4507,0
4506,0
4505,9
4504,2
4503,0
4502,0
4501,0
4500,1
4499,9
4498,0
4497,0
4496,0
4495,3
4494,0
4493,6
4492,1
4491,0
4490,10
4489,0
4488,0
4487,0
4486,3
4485,1
4484,0
4483,0
4482,0
4481,0
4480,5
4479,0
4478,0
4477,4
4476,9
4475,0
4474,0
4473,0
4472,0
4471,2
4470,9
4469,0
4468,0
4467,0
4466,8
4465,0
4464,3
4463,0
4462,3
4461,2
4460,0
4459,0
4458,4
4457,0
4456,2
4455,2
4454,8
4453,7
4452,1
4451,2
4450,0
4449,4
4448,0
4447,2
