"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,5349498431.044137,3466665259.000000,841,18707833.445732,275577496.942233,36920831.764000,18707833.445732,219948831.732495,0.133976,12049827.470950,72.930000,0,0.958368
2,5224134800.754091,3288267923.000000,849,19207798.838936,275577496.942233,37128103.040200,19207798.838936,219241595.063091,0.134728,15086993.860504,257.330000,0,0.986927
3,5302607372.505305,3299958608.000000,849,19552567.735232,275577496.942233,36881302.288900,19552567.735232,219143626.918095,0.133833,47391990.982119,748.040000,2,0.793629
4,5130684366.693471,3263693407.000000,844,18605932.822639,275577496.942233,37064148.456600,18605932.822639,219907415.662988,0.134496,6397677.429585,231.488000,0,0.991401
5,5269150189.665088,3313935129.000000,845,19525034.585376,275577496.942233,36698710.582900,19525034.585376,219353751.773951,0.133170,2711602.127503,86.634000,0,0.993731
6,5311179380.157973,3348019205.000000,844,19613760.187186,275577496.942233,36751266.263000,19613760.187186,219212470.492041,0.133361,1784156.439385,60.348000,0,0.993782
7,5247028718.211648,3287550372.000000,840,19511575.347102,275577496.942233,36481551.896900,19511575.347102,219584369.698225,0.132382,8320811.501462,87.478000,0,0.985959
8,5304594648.867345,3331631055.000000,857,19688475.270380,275577496.942233,37335437.424100,19688475.270380,218553584.247747,0.135481,4116066.829358,158.596000,0,0.989538
9,5260942061.477434,3322642309.000000,988,19013947.304514,275577496.942233,44930539.132299,19013947.304514,211633010.505413,0.163041,36905022.026048,535.714000,1,0.938370
10,5282166471.976411,3398721399.000000,844,18700668.524057,275577496.942233,37070108.860700,18700668.524057,219806719.557470,0.134518,13378220.570723,126.364000,0,0.986206
