"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,91665770.923749,56025770.923749,3767,5940000.000000,237740000.000004,44549999.999999,5940000.000000,187249999.999999,0.187390,0.000000,0.000000,0,1.000000
2,91656868.760863,53376868.760862,3745,6380000.000000,237740000.000004,44579999.999999,6380000.000000,186779999.999999,0.187516,0.000000,0.000000,0,1.000000
3,91065604.290628,52965604.290628,3784,6350000.000000,237740000.000004,45609999.999998,6350000.000000,185779999.999999,0.191848,0.000000,0.000000,0,1.000000
4,90686729.363176,55466549.299122,3790,5870000.000000,237740000.000004,45400000.000000,5870000.000000,186469999.999998,0.190965,180.064054,508.332794,1,0.999998
5,90907554.712426,54547535.259514,3673,6060000.000000,237740000.000004,43579999.999999,6060000.000000,188099999.999999,0.183309,19.452912,1215.526997,1,1.000000
6,91354057.973774,53793992.429694,3906,6260000.000000,237740000.000004,47009999.999998,6260000.000000,184469999.999999,0.197737,65.544079,4095.561581,1,0.999999
7,90433949.049606,53593949.049606,3650,6140000.000000,237740000.000004,43210000.000000,6140000.000000,188389999.999999,0.181753,0.000000,0.000000,0,1.000000
8,91486318.001417,55246318.001416,3912,6040000.000000,237740000.000004,47169999.999999,6040000.000000,184529999.999998,0.198410,0.000000,0.000000,0,1.000000
9,91662414.468446,54282301.007543,3688,6230000.000000,237740000.000004,43729999.999999,6230000.000000,187779999.999999,0.183940,113.460903,7089.673435,1,0.999999
10,90848976.550877,53768976.550877,3735,6180000.000000,237740000.000004,44689999.999999,6180000.000000,186869999.999999,0.187978,0.000000,0.000000,0,1.000000
