"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,37264953.147259,37220053.147259,3465,44900000.000001,237740000.000004,20290000.000001,44900000.000000,172549999.999998,0.085345,0.000000,0.000000,0,1.000000
2,37050440.052216,37005423.549747,3464,45000000.000002,237740000.000004,20170000.000001,45000000.000001,172569999.999996,0.084841,16.502469,1415.717902,3,0.999999
3,37201083.223095,37155090.799139,3474,45910000.000001,237740000.000004,19680000.000001,45910000.000000,172149999.999998,0.082780,82.423956,21613.563792,2,0.999997
4,37110445.991762,37065270.840920,3464,45140000.000002,237740000.000004,20350000.000001,45140000.000000,172249999.999997,0.085598,35.150842,9957.990299,1,0.999999
5,37312443.007682,37267515.598009,3464,44830000.000002,237740000.000004,20240000.000001,44830000.000000,172669999.999998,0.085135,97.409673,27595.486307,1,0.999996
6,37332731.511488,37287235.036957,3464,45490000.000001,237740000.000004,20030000.000001,45489999.999999,172219999.999998,0.084252,6.474531,1834.189907,1,1.000000
7,37358758.599324,37313748.599324,3463,45010000.000002,237740000.000004,20180000.000001,45010000.000000,172549999.999997,0.084883,0.000000,0.000000,0,1.000000
8,37034637.219024,36989182.639530,3464,45320000.000002,237740000.000004,20040000.000001,45320000.000000,172379999.999998,0.084294,134.579494,37539.992356,2,0.999994
9,37298950.165046,37253260.563588,3463,45640000.000001,237740000.000004,19890000.000001,45639999.999999,172209999.999997,0.083663,49.601458,4178.205212,2,0.999998
10,37317286.576497,37272005.522209,3464,45210000.000001,237740000.000004,20380000.000001,45210000.000000,172149999.999998,0.085724,71.054288,8342.350969,3,0.999997
