"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,18452289062.976139,4309482014.000000,850,14119340.296450,275577496.942233,39382562.744600,14119340.296450,222075593.901177,0.142909,23466752.526098,98.348000,0,0.988903
2,17492742205.438511,4484232155.000000,848,12974145.418581,275577496.942233,39945942.470500,12974145.418581,222657409.053147,0.144954,34364631.857473,134.256000,0,0.994440
3,16745113206.202938,4474189701.000000,851,12247266.892208,275577496.942233,40313490.420700,12247266.892208,223016739.629320,0.146287,23656612.994907,93.778000,0,0.987281
4,17372154997.756641,4471182476.000000,850,12828736.076026,275577496.942233,40075274.811100,12828736.076026,222673486.055102,0.145423,72236445.730610,286.798000,0,0.966062
5,17800720699.509239,4559877781.000000,860,13228379.863789,275577496.942233,40052375.630500,13228379.863789,222296741.447938,0.145340,12463054.720204,52.024000,0,0.988903
6,17268682257.736923,4397011559.000000,856,12841528.790702,275577496.942233,40149451.766799,12841528.790702,222586516.384726,0.145692,30141908.034897,112.472000,0,0.988903
7,17049543323.021152,4471212033.000000,855,12567489.788940,275577496.942233,40343347.142699,12567489.788940,222666660.010588,0.146396,10841501.081117,43.420000,0,0.988903
8,16967447147.973499,4591517727.000000,850,12369711.907002,275577496.942233,40111068.598800,12369711.907002,223096716.436426,0.145553,6217513.971470,25.012000,0,0.996842
9,16972802376.483547,4538669365.000000,853,12365194.185341,275577496.942233,40325820.430600,12365194.185341,222886482.326287,0.146332,68938826.142508,270.844000,0,0.961860
10,17580023532.172012,4270460897.000000,986,13290933.118897,275577496.942233,47600049.868499,13290933.118897,214686513.954830,0.172728,18629516.274970,80.518000,0,0.988903
