"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,10699092604.196413,3804783238.000000,842,13746193.452018,275577496.942233,39268145.541200,13746193.452018,222563157.949009,0.142494,21212640.187390,175.958000,0,0.980640
2,10525636425.028488,3849446896.000000,843,13294750.529694,275577496.942233,39560630.869600,13294750.529694,222722115.542934,0.143555,28814264.181465,182.472000,0,0.988903
3,10795954888.755886,3916955289.000000,847,13696618.971195,275577496.942233,39474152.002300,13696618.971195,222406725.968732,0.143242,30690114.158365,189.686000,0,0.993325
4,11119247309.528532,3815976498.000000,842,14579475.430434,275577496.942233,39012535.779900,14579475.430434,221985485.731893,0.141566,13533096.311510,106.684000,0,0.982147
5,10628205896.174047,3821461986.000000,843,13597832.500603,275577496.942233,39382240.165700,13597832.500603,222597424.275925,0.142908,7827659.872527,63.016000,0,0.988903
6,10585275107.784590,3875718616.000000,845,13398890.194875,275577496.942233,39543456.374400,13398890.194875,222635150.372952,0.143493,10111394.347067,61.830000,0,0.998097
7,11114189781.355494,3884082555.000000,838,14336840.606546,275577496.942233,38922151.382000,14336840.606546,222318504.953681,0.141238,61686923.082469,407.852000,0,0.985353
8,10622758010.717138,3745694729.000000,846,13734339.880366,275577496.942233,39444666.939200,13734339.880366,222398490.122661,0.143135,9893341.534117,81.766000,0,0.988903
9,10755980950.426636,3913768794.000000,846,13664627.552308,275577496.942233,39385209.582000,13664627.552308,222527659.807919,0.142919,9898380.272618,75.802000,0,0.980640
10,10991405179.414923,3723290026.000000,958,14527790.719015,275577496.942233,45421615.906299,14527790.719015,215628090.316911,0.164823,4219793.907396,38.314000,0,0.993054
