"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,128018116793.633710,9739634633.000000,879,11816722.584542,275577496.942233,41815715.469999,11816722.584542,221945058.887685,0.151738,111256315.213719,55.112000,0,0.989001
2,120361477001.779970,7605607943.000000,870,11275586.905878,275577496.942233,41122581.384500,11275586.905878,223179328.651850,0.149223,0.000000,0.000000,0,1.000000
3,123551794090.058490,9396091728.000000,856,11408976.928694,275577496.942233,40981340.760900,11408976.928694,223187179.252634,0.148711,65933075.118481,30.920000,0,0.994440
4,129940116472.638920,8980591388.000000,862,12081348.289042,275577496.942233,40631378.712899,12081348.289042,222864769.940286,0.147441,146042194.218946,71.376000,0,0.993692
5,122079908500.904850,7819920185.000000,851,11425055.933534,275577496.942233,40633514.282599,11425055.933534,223518926.726094,0.147449,9428980.564852,4.404000,0,0.999380
6,129296218966.699230,8689178519.000000,879,12049890.532553,275577496.942233,42007892.970399,12049890.532553,221519713.439275,0.152436,108135122.169261,50.742000,0,0.990965
7,129450684121.633350,9500776777.000000,842,11967540.983495,275577496.942233,40122025.745900,11967540.983495,223487930.212833,0.145593,274497509.683374,130.740000,0,0.988063
8,131146490033.536900,8110177973.000000,852,12288186.405656,275577496.942233,40297332.886800,12288186.405656,222991977.649772,0.146229,154448003.976916,76.586000,0,0.984253
9,121785335421.904630,8264196069.000000,850,11349650.382139,275577496.942233,40647034.881299,11349650.382139,223580811.678789,0.147498,24635531.514666,12.216000,0,0.997488
10,120229943651.224290,10641653702.000000,910,10945999.372298,275577496.942233,44064435.527299,10945999.372298,220567062.042630,0.159899,128296226.244303,60.522000,0,0.988998
