"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,3276937897.118003,3032186822.000000,866,23965248.456648,275577496.942233,35318768.443400,23965248.456648,216293480.042179,0.128163,5098590.551523,531.622000,0,0.961414
2,3272091199.886330,3017832661.000000,869,25241868.283668,275577496.942233,34868306.220500,25241868.283668,215467322.438059,0.126528,1839856.049650,171.364000,1,0.938370
3,3317118426.674975,3070427052.000000,859,24169852.909649,275577496.942233,35016185.994500,24169852.909649,216391458.038078,0.127065,4992845.578485,346.348000,0,0.971440
4,3268617126.045754,3016985515.000000,877,24424432.947461,275577496.942233,35376724.307600,24424432.947461,215776339.687166,0.128373,7387281.571145,470.010000,0,0.959852
5,3295081610.764557,3043569460.000000,866,24755398.095116,275577496.942233,35109521.193800,24755398.095116,215712577.653310,0.127403,3958169.813397,298.094000,0,0.992336
6,3266493497.048160,3015979607.000000,871,24689935.093459,275577496.942233,35122778.541400,24689935.093459,215764783.307367,0.127452,3614539.113570,161.010000,0,0.987567
7,3262539821.777812,3011109177.000000,878,24653893.900998,275577496.942233,35311574.603600,24653893.900998,215612028.437629,0.128137,4891705.767832,152.546000,0,0.995658
8,3287912719.552585,3041148085.000000,873,24394912.445279,275577496.942233,35352765.736600,24394912.445279,215829818.760348,0.128286,2815510.099795,301.710000,0,0.996228
9,3288779641.311226,3026131852.000000,874,25502551.759607,275577496.942233,34812915.232700,25502551.759607,215262029.949920,0.126327,7622271.715156,288.850000,0,0.988400
10,3282350410.044668,3032022840.000000,872,24631195.064054,275577496.942233,35189472.300300,24631195.064054,215756829.577873,0.127694,4015619.404127,285.306000,0,0.984917
