"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,15438.513986,6025.862285,7220,3137520.066000,108283924.481035,17435346.315996,3137520.066000,87711058.099024,0.161015,0.091502,18.500000,0,0.999992
2,15493.150089,6038.384089,7615,3151558.166000,108283924.481035,18468025.593996,3151558.166000,86664340.721023,0.170552,0.091502,18.500000,0,0.999992
3,15463.500555,5982.415933,7237,3160332.012000,108283924.481035,17468686.847995,3160332.012000,87654905.621024,0.161323,0.088586,18.000000,0,0.999992
4,15678.829669,6073.375090,6944,3200691.560000,108283924.481035,16677287.798995,3200691.560000,88405945.122024,0.154014,3.379899,1200.700000,0,0.999735
5,15792.368460,6123.252168,7201,3221748.838000,108283924.481035,17343221.146995,3221748.838000,87718954.496024,0.160164,3.869778,961.000000,0,0.999840
6,15441.194319,6054.866947,7265,3128746.262000,108283924.481035,17558179.885996,3128746.262000,87596998.333024,0.162149,0.088586,18.000000,0,0.999992
7,15631.736248,5978.504562,7285,3216484.470000,108283924.481035,17566953.710996,3216484.470000,87500486.300024,0.162230,3.778276,942.500000,0,0.999840
8,15753.127735,5979.763579,7508,3255089.324000,108283924.481035,18134620.225996,3255089.324000,86894214.931023,0.167473,8.096184,1870.200000,0,0.999480
9,15587.362406,6053.631923,7218,3177879.660000,108283924.481035,17409902.229995,3177879.660000,87696142.591024,0.160780,0.091502,18.500000,0,0.999992
10,15587.588250,5974.984830,7070,3204201.140000,108283924.481035,17007183.632995,3204201.140000,88072539.708024,0.157061,0.000000,0.000000,0,1.000000
11,15618.354526,5889.845102,7258,3242805.974000,108283924.481035,17482725.006995,3242805.974000,87558393.500023,0.161453,0.091502,18.500000,0,0.999992
12,15574.294388,6093.206831,7231,3160332.018000,108283924.481035,17452893.963996,3160332.018000,87670698.499024,0.161177,0.091502,18.500000,0,0.999992
13,15536.026035,6122.931505,7428,3137520.078000,108283924.481035,17982833.031996,3137520.078000,87163571.371023,0.166071,0.534296,111.900000,0,0.999989
14,15549.706105,5868.575273,6769,3227013.110000,108283924.481035,16203501.183996,3227013.110000,88853410.187024,0.149639,0.091502,18.500000,0,0.999992
15,15582.650890,6001.396725,7217,3191917.710000,108283924.481035,17400251.052995,3191917.710000,87691755.718024,0.160691,5.501035,1024.200000,0,0.999517
16,15558.175075,5900.303635,7209,3216484.486000,108283924.481035,17366910.516995,3216484.486000,87700529.478024,0.160383,8.417982,428.900000,0,0.995507
17,15686.907938,5986.209038,6859,3232277.346000,108283924.481035,16437762.359995,3232277.346000,88613884.775024,0.151802,3.866862,960.500000,0,0.999840
18,15685.778285,6152.048875,7201,3177879.682000,108283924.481035,17365155.698995,3177879.682000,87740889.100024,0.160367,0.090364,18.500000,0,0.999992
19,15635.617653,5986.073717,6808,3216484.524000,108283924.481035,16311419.269996,3216484.524000,88756020.687024,0.150636,0.090364,18.500000,0,0.999992
20,15513.166274,6058.400106,7232,3151558.222000,108283924.481035,17459913.042995,3151558.222000,87672453.216024,0.161242,0.091502,18.500000,0,0.999992
21,15573.731812,6229.514148,7426,3114708.128000,108283924.481035,17988974.720996,3114708.128000,87180241.632023,0.166128,0.093280,19.000000,0,0.999992
22,15614.166639,6052.593726,7445,3186653.538000,108283924.481035,18003012.828996,3186653.538000,87094258.114023,0.166257,1.612299,213.600000,0,0.999704
23,15266.609065,6011.886203,7170,3084877.120000,108283924.481035,17330060.406995,3084877.120000,87868986.954024,0.160043,0.091502,18.500000,0,0.999992
24,15679.693022,5973.729709,7395,3234032.150000,108283924.481035,17847716.138996,3234032.150000,87202176.192024,0.164823,3.866862,960.500000,0,0.999840
25,15228.703125,5905.544449,7266,3107689.058000,108283924.481035,17571340.614996,3107689.058000,87604894.808024,0.162271,0.091502,18.500000,0,0.999992
26,15589.743971,6045.484983,7252,3181389.162000,108283924.481035,17497640.495996,3181389.162000,87604894.823024,0.161590,0.091502,18.500000,0,0.999992
27,15410.750937,5825.866418,7340,3193672.552000,108283924.481035,17723127.820996,3193672.552000,87367124.108024,0.163673,3.866862,960.500000,0,0.999840
28,15445.258082,5948.466380,7236,3165596.262000,108283924.481035,17463422.570996,3165596.262000,87654905.648024,0.161274,0.002916,0.500000,0,1.000000
29,15386.742906,6010.941291,7350,3125236.704000,108283924.481035,17783667.219996,3125236.704000,87375020.557023,0.164232,0.091502,18.500000,0,0.999992
30,15561.003566,5976.773018,7321,3193672.536000,108283924.481035,17673116.989996,3193672.536000,87417134.955023,0.163211,3.212941,2525.000000,0,0.999924
31,15207.233330,5852.489040,7199,3118217.596000,108283924.481035,17389722.451995,3118217.596000,87775984.433024,0.160594,0.091502,18.500000,0,0.999992
32,15580.948753,6008.262227,7289,3190163.054000,108283924.481035,17590643.005996,3190163.054000,87503118.421023,0.162449,2.197364,148.800000,0,0.999374
33,15482.006183,6040.969092,7462,3144539.168000,108283924.481035,18068816.513996,3144539.168000,87070568.799024,0.166865,7.419587,1750.000000,0,0.998875
34,15410.076410,6128.929276,7190,3093650.916000,108283924.481035,17378316.459995,3093650.916000,87811957.105024,0.160488,0.194386,88.160000,0,0.999992
