"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,39382952.989138,37627189.247400,3464,29260000.000002,237740000.000004,27570000.000001,29260000.000002,180909999.999997,0.115967,163.741738,43110.476969,2,0.999994
2,39454287.683914,37757351.248428,3484,28280000.000000,237740000.000004,28500000.000001,28280000.000000,180959999.999999,0.119879,136.435486,13748.453579,2,0.999994
3,39416948.821197,37655256.855007,3466,29360000.000003,237740000.000004,27680000.000000,29360000.000003,180699999.999997,0.116430,91.966189,13288.408233,2,0.999997
4,39294327.673786,37540175.564561,3482,29220000.000000,237740000.000004,28050000.000001,29220000.000000,180470000.000000,0.117986,952.109225,145941.684455,2,0.999975
5,39396692.724658,37626319.684711,3480,29500000.000002,237740000.000004,27870000.000001,29500000.000002,180369999.999998,0.117229,373.039946,81796.866480,2,0.999989
6,39101126.658704,37369739.255950,3465,28850000.000002,237740000.000004,27720000.000001,28850000.000002,181169999.999998,0.116598,387.402754,21717.489976,3,0.999983
7,39196466.314613,37421869.201003,3475,29560000.000002,237740000.000004,27640000.000001,29560000.000002,180539999.999998,0.116261,997.113610,64038.322509,4,0.999957
8,39080845.717823,37365750.644293,3492,28580000.000003,237740000.000004,28550000.000001,28580000.000003,180609999.999997,0.120089,295.073530,74622.144322,2,0.999989
9,39305562.882255,37556562.882255,3497,29150000.000000,237740000.000004,28250000.000001,29150000.000000,180339999.999999,0.118827,0.000000,0.000000,0,1.000000
10,39278198.539516,37521237.999156,3464,29280000.000002,237740000.000004,27650000.000001,29280000.000002,180809999.999997,0.116304,160.540360,42904.739866,1,0.999994
