"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,5366.975907,4847.706817,6828,5192349.958000,108283924.481035,15376129.491996,5192349.958000,87715445.031024,0.141998,0.034095,34.500000,0,0.999967
2,5402.672833,4886.740222,6795,5159009.518000,108283924.481035,15305938.854996,5159009.518000,87818976.108024,0.141350,0.031660,18.500000,0,0.999992
3,5315.643969,4800.414266,6695,5151990.426000,108283924.481035,15046233.613996,5151990.426000,88085700.441024,0.138952,0.030660,18.000000,0,0.999992
4,5386.484053,4869.243454,6591,5171292.858000,108283924.481035,14762839.033997,5171292.858000,88349792.589024,0.136335,0.111314,405.500000,0,0.999235
5,5257.415109,4745.343981,6703,5120404.674000,108283924.481035,15083083.680996,5120404.674000,88080436.126024,0.139292,0.030660,18.000000,0,0.999992
6,5263.850882,4736.984868,6621,5248502.522000,108283924.481035,14803198.653997,5248502.522000,88232223.305024,0.136707,2.015762,1870.700000,0,0.999480
7,5309.075104,4788.405629,6875,5206388.150000,108283924.481035,15492821.331996,5206388.150000,87584714.999024,0.143076,0.030660,18.000000,0,0.999992
8,5366.449858,4841.498629,7032,5243238.186000,108283924.481035,15887643.494996,5243238.186000,87153042.800024,0.146722,0.627411,156.300000,0,0.999634
9,5213.864687,4700.536360,6825,5132688.038000,108283924.481035,15398064.006996,5132688.038000,87753172.436024,0.142201,0.059524,592.020000,0,0.999988
10,5314.747775,4802.129782,6834,5122159.418000,108283924.481035,15427017.662996,5122159.418000,87734747.400024,0.142468,0.402051,3213.800000,0,0.999908
11,5407.515185,4883.377143,6803,5220426.256000,108283924.481035,15296287.657996,5220426.256000,87767210.567024,0.141261,2.095416,2257.700000,0,0.999235
12,5303.714947,4780.914879,6841,5201123.814000,108283924.481035,15405960.487996,5201123.814000,87676840.179024,0.142274,2.687686,2124.600000,0,0.998912
13,5326.869492,4809.709545,6934,5171292.864000,108283924.481035,15665665.706996,5171292.864000,87446965.910024,0.144672,0.030660,18.000000,0,0.999992
14,5174.154816,4660.504404,6974,5136197.522000,108283924.481035,15788499.293996,5136197.522000,87359227.665024,0.145806,0.030660,18.000000,0,0.999992
15,5320.847553,4809.273991,6674,5115140.392000,108283924.481035,15009383.536996,5115140.392000,88159400.552024,0.138611,0.059524,592.020000,0,0.999988
16,5341.822979,4823.923491,6677,5178311.870000,108283924.481035,14985694.234996,5178311.870000,88119918.376024,0.138393,0.068300,43.700000,0,0.999992
17,5148.193142,4626.470809,7046,5216916.730000,108283924.481035,15937654.319996,5216916.730000,87129353.431023,0.147184,0.030660,18.000000,0,0.999992
18,5221.788287,4700.622044,6963,5211652.444000,108283924.481035,15721818.186996,5211652.444000,87350453.850024,0.145191,0.000999,0.500000,0,1.000000
19,5256.229128,4728.891544,6780,5273069.230000,108283924.481035,15209426.786996,5273069.230000,87801428.464024,0.140459,0.030660,18.000000,0,0.999992
20,5262.203862,4742.165743,6779,5197614.310000,108283924.481035,15244522.076996,5197614.310000,87841788.094024,0.140783,0.276687,4891.520000,0,0.999901
21,5197.706204,4670.895052,6794,5267804.910000,108283924.481035,15248908.993996,5267804.910000,87767210.577024,0.140823,0.030660,18.000000,0,0.999992
22,5213.844198,4694.177179,6571,5195859.602000,108283924.481035,14697912.713997,5195859.602000,88390152.165024,0.135735,0.081059,698.100000,0,0.999944
23,5281.258013,4763.951221,6800,5169538.082000,108283924.481035,15313835.294996,5169538.082000,87800551.104024,0.141423,0.352984,7020.020000,0,0.999857
24,5400.747344,4873.972246,6875,5260785.808000,108283924.481035,15465622.502996,5260785.808000,87557516.170024,0.142825,0.696517,2040.140000,0,0.999797
