id,name,prop,spf
2000500,climref,0.05,100
2000701,Bare0,0,100
2000702,Cultivatedland0,0,100
2000704,ForestLargecrownLowAltPlains1000m0,0,100
2000705,ForestLargeCrownLowAltUplands1000m0,0,100
2000706,ForestMediumCrownLowAltUplands1000m0,0,100
2000708,ForestOpenLowAltPlains1000m0,0,100
2000709,ForestSmallCrown0,0,100
2000710,ForestSmallCrownLowAltPlains1000m0,0,100
2000711,ForestSmallCrownLowAltUplands1000m0,0,100
2000714,ForestSmallCrownLowMontane1000m0,0,100
2000716,ForestSmallCrownLowMontane1000mwNothofag0,0,100
2000717,ForestVerySmallCrownLowMontane1000m0,0,100
2000719,ForestVerySmallCrownLowMontane1000mNotho0,0,100
2000722,ForestwithCasuarinaequisetifoliaLittoral0,0,100
2000724,Grasslandrevertingtoforest0,0,100
2000725,Grasslandwithsomeforest0,0,100
2000726,Grasslands0,0,100
2000727,Herbaceousswamp0,0,100
2000728,Lakesandlargerrivers0,0,100
2000729,Landuse040,0,100
2000730,Mangrove0,0,100
2000732,Mixedforest0,0,100
2000733,Oilpalm0,0,100
2000736,Riverinesuccessionsdominatedbywoodland0,0,100
2000739,RiverinesuccessionswithEucalyptusdeglupta0,0,100
2000744,Scrub0,0,100
2000745,SeralForestVolcanicsuccessions0,0,100
2000747,Swamp0,0,100
2000749,SwampforestwithCampnosperma0,0,100
2000752,Swampgrassland0,0,100
2000753,Swampwoodland0,0,100
2000756,TimberPlantation0,0,100
2000757,Urban0,0,100
2000758,Volcanicsuccessionsdominatedbygrass0,0,100
2000759,Volcanicsuccessionsdominatedbyscrub0,0,100
2000760,Volcanicsuccessionsdominatedbywoodland0,0,100
2000762,ForestMediumCrownLowAltUplands1000m10,0,100
2000763,Oilpalm10,0,100
2000764,Bare10,0,100
2000766,ForestLargecrownLowAltPlains1000m20,0,100
2000767,ForestLargeCrownLowAltUplands1000m20,0,100
2000774,Oilpalm20,0,100
2000781,ForestLargecrownLowAltPlains1000m40,0,100
2000782,ForestMediumCrownLowAltUplands1000m40,0,100
2000784,ForestOpenLowAltPlains1000m40,0,100
2000791,TimberPlantation40,0,100
2000792,Bare10,0,100
2000793,Cultivatedland50,0,100
2000795,ForestLargecrownLowAltPlains1000m50,0.34,100
2000796,ForestLargeCrownLowAltUplands1000m50,0.34,100
2000797,ForestMediumCrownLowAltUplands1000m50,0.34,100
