"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,4068970331.115993,3093411990.000000,850,19331998.468306,275577496.942233,37092756.765800,19331998.468306,219152741.708121,0.134600,8958417.700700,127.496000,0,0.995888
2,4089900958.988951,3124387070.000000,842,19166714.526813,275577496.942233,36827379.409400,19166714.526813,219583403.006014,0.133637,7178162.648308,159.250000,0,0.991008
3,4065323042.994622,3110127521.000000,846,18995502.254956,275577496.942233,37022385.554400,18995502.254956,219559609.132871,0.134345,5420409.246829,177.492000,0,0.987513
4,4066517668.980707,3107522832.000000,849,18998401.378342,275577496.942233,37154333.776400,18998401.378342,219424761.787485,0.134824,9074768.063614,190.760000,0,0.985302
5,4089662802.797615,3153854988.000000,845,18696719.465906,275577496.942233,37053832.570400,18696719.465906,219826944.905921,0.134459,971841.502322,22.050000,0,0.999028
6,4087074126.906130,3085087026.000000,848,19295931.012275,275577496.942233,36861421.620900,19295931.012275,219420144.309052,0.133761,37190550.292387,531.834000,0,0.984394
7,4100778196.774687,3113135939.000000,844,19702829.933918,275577496.942233,36598179.362600,19702829.933918,219276487.645709,0.132805,2500761.078794,129.530000,0,0.989711
8,4092820784.203079,3158175226.000000,849,18565377.796014,275577496.942233,37310255.554500,18565377.796014,219701863.591713,0.135389,6376668.402385,222.672000,0,0.957753
9,4125306263.391307,3105169266.000000,848,19685157.093203,275577496.942233,36743194.573000,19685157.093203,219149145.276024,0.133332,35879142.731164,497.058000,0,0.985643
10,4061620536.971366,3084787132.000000,852,19316536.503789,275577496.942233,37065482.872500,19316536.503789,219195477.565938,0.134501,11006579.781924,301.206000,0,0.989417
