"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,3352475962.107585,3070837864.000000,876,27212217.328300,275577496.942233,34108767.929300,27212217.328300,214256511.684627,0.123772,9515924.824585,591.266000,0,0.960505
2,3340548482.124402,3076234893.000000,870,25973164.477245,275577496.942233,34535021.417000,25973164.477245,215069311.047982,0.125319,4581944.351952,189.680000,0,0.992864
3,3358760033.763882,3085032187.000000,877,26871833.286366,275577496.942233,34479397.921300,26871833.286366,214226265.734561,0.125117,5009513.900222,128.982000,0,0.991883
4,3392458573.221028,3103411498.000000,873,26695621.086117,275577496.942233,34236894.556700,26695621.086117,214644981.299410,0.124237,22090864.359858,516.626000,0,0.971851
5,3415025772.682186,3111640833.000000,876,27969556.945784,275577496.942233,33536178.969400,27969556.945784,214071761.027043,0.121694,23689370.224346,849.592000,0,0.968889
6,3382847071.054807,3102215663.000000,873,27029090.353633,275577496.942233,34082077.403000,27029090.353633,214466329.185594,0.123675,10340504.518477,322.684000,1,0.938370
7,3553539509.656060,3271524002.000000,872,27626182.127691,275577496.942233,33704982.377500,27626182.127691,214246332.437035,0.122307,5753686.379150,344.144000,1,0.938370
8,3378384121.322343,3104108497.000000,895,26544282.074095,275577496.942233,35482941.266400,26544282.074095,213550273.601731,0.128758,8832803.581393,345.702000,0,0.980138
9,3408709223.322200,3117439187.000000,871,26555122.152986,275577496.942233,34309110.934900,26555122.152986,214713263.854341,0.124499,25718814.792340,526.300000,1,0.800094
10,3332073618.381926,3060176673.000000,874,26583065.238958,275577496.942233,34309464.014900,26583065.238958,214684967.688368,0.124500,6066292.992345,396.196000,0,0.961414
