"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
1472,,192999.112000,234280.330000,0,425,0,0,yes,1.000000
1471,,212937.398000,251771.060000,0,455,0,0,yes,1.000000
1470,,209558.708000,251771.900000,0,456,0,0,yes,1.000000
1469,,278548.864000,324306.810000,0,572,0,0,yes,1.000000
1468,,183616.266000,221292.890000,0,401,0,0,yes,1.000000
1467,,80332.916000,132938.770000,0,254,0,0,yes,1.000000
1466,,171109.830000,233865.070000,0,433,0,0,yes,1.000000
1465,,432.084000,1006.970000,0,3,0,0,yes,1.000000
1464,,52218.684000,85972.760000,0,173,0,0,yes,1.000000
1463,,46231.530000,80739.440000,0,163,0,0,yes,1.000000
1462,,66661.482000,104810.740000,0,206,0,0,yes,1.000000
1461,,307895.418000,347104.860000,0,614,0,0,yes,1.000000
1460,,90751.334000,138856.610000,0,269,0,0,yes,1.000000
1459,,161981.830000,210511.090000,0,383,0,0,yes,1.000000
1458,,78979.938000,110675.540000,0,221,0,0,yes,1.000000
1457,,105554.988000,164369.850000,0,311,0,0,yes,1.000000
1456,,203.472000,524.720000,0,2,0,0,yes,1.000000
1455,,203.472000,524.720000,0,2,0,0,yes,1.000000
1454,,9411.340000,19573.740000,0,44,0,0,yes,1.000000
1453,,20070.704000,39007.680000,0,80,0,0,yes,1.000000
1452,,246373.300000,274752.750000,0,492,0,0,yes,1.000000
1451,,735.576000,1150.970000,0,3,0,0,yes,1.000000
1450,,735.576000,1150.970000,0,3,0,0,yes,1.000000
1449,,735.576000,1150.970000,0,3,0,0,yes,1.000000
1448,,340720.434000,368600.990000,0,643,0,0,yes,1.000000
1447,,288069.028000,303394.110000,0,530,0,0,yes,1.000000
1446,,208755.538000,244506.180000,0,438,0,0,yes,1.000000
1445,,204402.838000,234643.030000,0,416,0,0,yes,1.000000
1444,,265822.134000,317605.460000,0,567,0,0,yes,1.000000
1443,,324160.160000,352947.530000,0,620,0,0,yes,1.000000
1442,,230444.450000,263930.250000,0,470,0,0,yes,1.000000
1441,,251147.880000,303116.940000,0,543,0,0,yes,1.000000
1440,,252703.334000,315857.030000,0,564,0,0,yes,1.000000
1439,,735.576000,1150.970000,0,3,0,0,yes,1.000000
1438,,218543.996000,277776.450000,0,497,0,0,yes,1.000000
1437,,235483.336000,290758.680000,0,521,0,0,yes,1.000000
1436,,109064.348000,158118.430000,0,294,0,0,yes,1.000000
1435,,281549.912000,312999.930000,0,555,0,0,yes,1.000000
1434,,270504.506000,298345.170000,0,534,0,0,yes,1.000000
1433,,5791.022000,7551.860000,0,18,0,0,yes,1.000000
1432,,6203.770000,17407.980000,0,35,0,0,yes,1.000000
1431,,109924.682000,171729.520000,0,320,0,0,yes,1.000000
1430,,23110.280000,43834.100000,0,88,0,0,yes,1.000000
1429,,735.576000,1150.970000,0,3,0,0,yes,1.000000
1428,,1973.984000,6681.720000,0,15,0,0,yes,1.000000
1427,,69113.640000,127114.760000,0,242,0,0,yes,1.000000
1426,,261250.924000,319773.950000,0,576,0,0,yes,1.000000
1425,,53105.384000,86193.220000,0,179,0,0,yes,1.000000
1424,,87869.898000,127446.280000,0,248,0,0,yes,1.000000
