"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,16617.812528,8748.796817,8515,7866612.044000,108283924.481035,18479431.605996,7866612.044001,81937880.831022,0.170657,2.403667,538.680000,0,0.999231
2,17741.889533,8536.115246,9508,9201988.358000,108283924.481035,20425466.105996,9201988.358000,78656470.017020,0.188629,3.785929,1915.870000,0,0.998433
3,17187.630202,9061.312786,8609,8126317.416000,108283924.481035,18597000.804996,8126317.416001,81560606.260022,0.171743,0.000000,0.000000,0,1.000000
4,17225.880975,8430.996525,9403,8794882.758000,108283924.481035,20352643.455996,8794882.758001,79136398.267020,0.187956,0.001692,0.500000,0,1.000000
5,17068.280310,8231.282950,9570,8836997.360000,108283924.481035,20771154.803996,8836997.360001,78675772.317021,0.191821,0.000000,0.000000,0,1.000000
6,17009.476898,8453.000047,9111,8543951.354000,108283924.481035,19709521.962996,8543951.354001,80030451.164021,0.182017,12.525496,1945.100000,0,0.998282
7,16661.585064,8764.657968,8113,7891178.758000,108283924.481035,17409024.854996,7891178.758001,82983720.868022,0.160772,5.748338,2396.200000,0,0.999148
8,17548.961641,9070.579794,9143,8475515.510000,108283924.481035,19827968.623996,8475515.510001,79980440.347020,0.183111,2.866337,5496.760000,0,0.998569
9,17334.525770,8415.857001,9286,8912452.390000,108283924.481035,19985897.304995,8912452.390001,79385574.786021,0.184569,6.216379,1290.200000,0,0.998865
10,17283.006846,8654.136529,9357,8626425.480000,108283924.481035,20315793.290996,8626425.480001,79341705.710021,0.187616,2.444837,910.000000,0,0.999614
11,17122.821267,8919.536212,8587,8200017.548000,108283924.481035,18502243.493996,8200017.548001,81581663.439021,0.170868,3.267507,5537.540000,0,0.999323
12,17267.181958,8988.789526,8863,8277227.206000,108283924.481035,19190111.431996,8277227.206001,80816585.843021,0.177220,1.165226,365.600000,0,0.999806
13,16621.591425,8333.869338,8987,8286001.002000,108283924.481035,19512110.824996,8286001.002001,80485812.654021,0.180194,1.721085,458.000000,0,0.999231
14,16740.718618,8756.213666,8565,7977162.274000,108283924.481035,18555763.884996,7977162.274001,81750998.322022,0.171362,7.342678,6570.100000,0,0.998374
