"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
2000968,Volcanicsuccessionsdominatedbywoodland100,8968015.780000,16079636.000000,0,14,0,0,yes,1.000000
2000967,Volcanicsuccessionsdominatedbyscrub100,22860710.560000,23015200.000000,0,28,0,0,yes,1.000000
2000966,Volcanicsuccessionsdominatedbygrass100,731769.080000,845640.000000,0,3,0,0,yes,1.000000
2000965,Urban100,0.000000,0.000000,0,0,0,0,,1.000000
2000964,TimberPlantation100,10118765.840000,13003291.000000,0,9,0,0,yes,1.000000
2000961,Swampwoodland100,94917804.080000,128788317.000000,0,150,0,0,yes,1.000000
2000960,Swampgrassland100,2731165.600000,5544215.000000,0,10,0,0,yes,1.000000
2000957,SwampforestwithCampnosperma100,15142310.720000,15977503.000000,0,31,0,0,yes,1.000000
2000955,Swamp100,55623349.920000,78814503.000000,0,125,0,0,yes,1.000000
2000953,SeralForestVolcanicsuccessions100,27412781.520000,39716799.000000,0,40,0,0,yes,1.000000
2000952,Scrub100,3883653.060000,4049143.000000,0,18,0,0,yes,1.000000
2000947,RiverinesuccessionswithEucalyptusdeglupta100,24485008.200000,29069488.000000,0,72,0,0,yes,1.000000
2000944,Riverinesuccessionsdominatedbywoodland100,1237214.440000,1394397.000000,0,4,0,0,yes,1.000000
2000941,Oilpalm100,0.000000,112780234.000000,0,121,0,0,,1.000000
2000940,Mixedforest100,4956992.600000,5492961.000000,0,6,0,0,yes,1.000000
2000938,Mangrove100,45769455.640000,45772130.000000,0,123,0,0,yes,1.000000
2000937,Lakesandlargerrivers100,3494124.580000,4387236.000000,0,36,0,0,yes,1.000000
2000936,Herbaceousswamp100,22134501.840000,33155039.000000,0,51,0,0,yes,1.000000
2000935,Grasslands100,573343.020000,966789.000000,0,3,0,0,yes,1.000000
2000934,Grasslandwithsomeforest100,10700492.240000,11625550.000000,0,14,0,0,yes,1.000000
2000933,Grasslandrevertingtoforest100,462012.060000,745672.000000,0,3,0,0,yes,1.000000
2000931,ForestwithCasuarinaequisetifoliaLittoral100,568292.660000,778453.000000,0,4,0,0,yes,1.000000
2000928,ForestVerySmallCrownLowMontane1000mNotho100,28448717.320000,81932522.000000,0,74,0,0,yes,1.000000
2000926,ForestVerySmallCrownLowMontane1000m100,41197124.760000,42073764.000000,0,48,0,0,yes,1.000000
2000925,ForestSmallCrownLowMontane1000mwNothofag100,4637271.220000,13639033.000000,0,14,0,0,yes,1.000000
2000923,ForestSmallCrownLowMontane1000m100,155167616.280000,155625292.000000,0,191,0,0,yes,1.000000
2000920,ForestSmallCrownLowAltUplands1000m100,308177647.980000,350906925.000000,0,242,0,0,yes,1.000000
2000919,ForestSmallCrownLowAltPlains1000m100,2834048.580000,2839517.000000,0,8,0,0,yes,1.000000
2000918,ForestSmallCrown100,93703916.700000,113876435.000000,0,91,0,0,yes,1.000000
2000917,ForestOpenLowAltPlains1000m100,155153306.360000,155396733.000000,0,184,0,0,yes,1.000000
2000915,ForestMediumCrownLowAltUplands1000m100,3269326579.060000,3592046022.000000,0,2350,0,0,yes,1.000000
