"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,37073619.977884,37073002.691823,3464,49280000.000001,237740000.000004,18160000.000001,49279999.999999,170299999.999997,0.076386,124.486061,29679.143326,2,0.999996
2,37079543.297950,37079056.634490,3464,48320000.000001,237740000.000004,18790000.000001,48319999.999999,170629999.999997,0.079036,3.463459,69.740867,1,1.000000
3,36937614.051505,36937078.355008,3463,48810000.000002,237740000.000004,18220000.000001,48810000.000000,170709999.999996,0.076638,47.596497,3599.293218,2,0.999997
4,37163579.711286,37162979.533324,3464,49140000.000001,237740000.000004,18310000.000001,49139999.999999,170289999.999997,0.077017,108.777962,10125.812716,4,0.999997
5,37246181.533443,37245638.859723,3463,49370000.000001,237740000.000004,18330000.000001,49369999.999999,170039999.999997,0.077101,48.973720,3907.562971,2,0.999997
6,37177248.496482,37176740.404885,3462,48950000.000003,237740000.000004,18290000.000001,48950000.000000,170499999.999996,0.076933,18.591597,1484.796870,1,0.999999
7,37312927.664563,37312384.255495,3465,49150000.000002,237740000.000004,18470000.000001,49150000.000000,170119999.999996,0.077690,51.909068,11903.610370,2,0.999998
8,37158265.575936,37157755.025677,3463,48280000.000001,237740000.000004,18570000.000001,48279999.999999,170889999.999998,0.078111,27.750259,1916.762242,2,0.999999
9,37089565.782577,37089072.829206,3464,48260000.000001,237740000.000004,18720000.000001,48259999.999999,170759999.999997,0.078741,10.353370,520.541291,2,1.000000
10,37162480.415926,37161989.715926,3465,49070000.000001,237740000.000004,18230000.000001,49069999.999999,170439999.999997,0.076680,0.000000,0.000000,0,1.000000
