"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
2000968,Volcanicsuccessionsdominatedbywoodland100,8968015.780000,20008160.000000,0,16,0,0,yes,1.000000
2000967,Volcanicsuccessionsdominatedbyscrub100,22860710.560000,22987315.000000,0,32,0,0,yes,1.000000
2000966,Volcanicsuccessionsdominatedbygrass100,731769.080000,2152262.000000,0,8,0,0,yes,1.000000
2000965,Urban100,0.000000,0.000000,0,0,0,0,,1.000000
2000964,TimberPlantation100,10118765.840000,27151450.000000,0,19,0,0,yes,1.000000
2000961,Swampwoodland100,94917804.080000,189805723.000000,0,209,0,0,yes,1.000000
2000960,Swampgrassland100,2731165.600000,6737757.000000,0,13,0,0,yes,1.000000
2000957,SwampforestwithCampnosperma100,15142310.720000,24187564.000000,0,42,0,0,yes,1.000000
2000955,Swamp100,55623349.920000,132236812.000000,0,175,0,0,yes,1.000000
2000953,SeralForestVolcanicsuccessions100,27412781.520000,27658054.000000,0,33,0,0,yes,1.000000
2000952,Scrub100,3883653.060000,4289428.000000,0,18,0,0,yes,1.000000
2000947,RiverinesuccessionswithEucalyptusdeglupta100,24485008.200000,30582617.000000,0,68,0,0,yes,1.000000
2000944,Riverinesuccessionsdominatedbywoodland100,1237214.440000,1408406.000000,0,5,0,0,yes,1.000000
2000941,Oilpalm100,0.000000,99606197.000000,0,110,0,0,,1.000000
2000940,Mixedforest100,4956992.600000,5157716.000000,0,5,0,0,yes,1.000000
2000938,Mangrove100,45769455.640000,46110541.000000,0,147,0,0,yes,1.000000
2000937,Lakesandlargerrivers100,3494124.580000,3561334.000000,0,35,0,0,yes,1.000000
2000936,Herbaceousswamp100,22134501.840000,52392755.000000,0,69,0,0,yes,1.000000
2000935,Grasslands100,573343.020000,1472015.000000,0,7,0,0,yes,1.000000
2000934,Grasslandwithsomeforest100,10700492.240000,11020668.000000,0,14,0,0,yes,1.000000
2000933,Grasslandrevertingtoforest100,462012.060000,745672.000000,0,3,0,0,yes,1.000000
2000931,ForestwithCasuarinaequisetifoliaLittoral100,568292.660000,656541.000000,0,4,0,0,yes,1.000000
2000928,ForestVerySmallCrownLowMontane1000mNotho100,28448717.320000,83672698.000000,0,76,0,0,yes,1.000000
2000926,ForestVerySmallCrownLowMontane1000m100,41197124.760000,108251501.000000,0,100,0,0,yes,1.000000
2000925,ForestSmallCrownLowMontane1000mwNothofag100,4637271.220000,13639033.000000,0,14,0,0,yes,1.000000
2000923,ForestSmallCrownLowMontane1000m100,155167616.280000,279834050.000000,0,300,0,0,yes,1.000000
2000920,ForestSmallCrownLowAltUplands1000m100,308177647.980000,549556899.000000,0,372,0,0,yes,1.000000
2000919,ForestSmallCrownLowAltPlains1000m100,2834048.580000,2878887.000000,0,8,0,0,yes,1.000000
2000918,ForestSmallCrown100,93703916.700000,127415648.000000,0,103,0,0,yes,1.000000
2000917,ForestOpenLowAltPlains1000m100,155153306.360000,155222506.000000,0,191,0,0,yes,1.000000
2000915,ForestMediumCrownLowAltUplands1000m100,3269326579.060000,4994781881.000000,0,3165,0,0,yes,1.000000
2000914,ForestLargeCrownLowAltUplands1000m100,118445695.620000,118525033.000000,0,113,0,0,yes,1.000000
2000913,ForestLargecrownLowAltPlains1000m100,181585292.600000,181956773.000000,0,223,0,0,yes,1.000000
2000911,Cultivatedland100,0.000000,22156134.000000,0,31,0,0,,1.000000
2000905,RiverinesuccessionswithEucalyptusdeglupta90,1508090.060000,4435559.000000,0,11,0,0,yes,1.000000
2000904,Oilpalm90,0.000000,0.000000,0,0,0,0,,1.000000
