"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,3034987602.537185,2997246885.000000,908,33254945.469016,275577496.942233,32162343.500900,33254945.469016,210160207.972310,0.116709,4485772.068168,376.788000,0,0.994460
2,3028226017.570364,2990333071.000000,902,33956023.867631,275577496.942233,31753285.984100,33956023.867631,209868187.090495,0.115225,3936922.702733,562.324000,0,0.991119
3,3044361829.649941,3007685855.000000,903,33589707.610791,275577496.942233,32059156.560900,33589707.610791,209928632.770535,0.116334,3086267.039150,493.972000,0,0.978661
4,3031961050.745444,2994555163.000000,918,34157876.523286,275577496.942233,32042265.684500,34157876.523286,209377354.734440,0.116273,3248011.222159,416.906000,1,0.938370
5,3028804057.071343,2991646573.000000,904,34036758.092693,275577496.942233,31755150.371700,34036758.092693,209785588.477833,0.115231,3120725.978650,113.370000,0,0.997665
6,3020507260.818461,2986274762.000000,912,33543948.345372,275577496.942233,32196077.716100,33543948.345372,209837470.880754,0.116831,688550.473089,115.706000,0,0.998014
7,3069835859.537190,3035888578.000000,903,33600313.685872,275577496.942233,31944319.060400,33600313.685872,210032864.195954,0.115918,346967.851318,171.986000,0,0.997556
8,3120431176.585672,3063742033.000000,915,34285663.491305,275577496.942233,31886257.047000,34285663.491305,209405576.403921,0.115707,22403480.094367,513.670000,0,0.977590
9,3034701596.504129,2990092312.000000,908,33857576.085991,275577496.942233,31744459.508700,33857576.085991,209975461.347535,0.115192,10751708.418138,412.838000,0,0.951030
10,3117641163.847224,3052683052.000000,906,33132754.995605,275577496.942233,32238958.082600,33132754.995605,210205783.864021,0.116987,31825356.851619,1258.630000,0,0.964901
