"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,3136284945.834713,3114118458.000000,926,39364348.733503,275577496.942233,29452556.605600,39364348.733503,206760591.603123,0.106876,22166487.834713,430.446000,0,0.988112
2,3151502489.372622,3121972944.000000,925,41742615.085446,275577496.942233,28550221.014700,41742615.085446,205284660.842079,0.103601,29529545.372622,767.414000,0,0.986443
3,3167686096.080967,3140929640.000000,939,43613828.880375,275577496.942233,27687006.348400,43613828.880374,204276661.713450,0.100469,26756456.080967,622.724000,0,0.978168
4,3080200167.887228,3047384790.000000,930,41256957.342968,275577496.942233,28888876.453000,41256957.342968,205431663.146258,0.104830,32815377.887228,602.802000,0,0.975045
5,3066545826.687486,3043432244.000000,931,39764334.192313,275577496.942233,29602513.242200,39764334.192313,206210649.507713,0.107420,23113582.687486,708.122000,1,0.938370
6,3073779766.781200,3066456445.000000,929,42157354.559048,275577496.942233,28315399.879900,42157354.559048,205104742.503277,0.102749,7323321.781200,243.282000,0,0.996446
7,3063053855.368436,3056918060.000000,939,43152085.107908,275577496.942233,27722715.698600,43152085.107908,204702696.135717,0.100599,6135795.368436,318.976000,0,0.995128
8,3167155838.748630,3146010909.000000,938,44034025.486342,275577496.942233,27883271.497500,44034025.486342,203660199.958383,0.101181,21144929.748629,588.032000,0,0.975300
9,3073748295.258923,3069626576.000000,928,41906637.884619,275577496.942233,28621477.792100,41906637.884619,205049381.265506,0.103860,4121719.258923,221.138000,1,0.800094
10,3089309174.570292,3067007633.000000,934,42131640.191598,275577496.942233,28262766.358800,42131640.191598,205183090.391827,0.102558,22301541.570292,545.384000,0,0.987805
