id,prop,spf,name
606,0.2,0.08,SLB-66736_surface.grd
607,0.2,0.08,SLB-66950_surface.grd
608,0.2,0.08,SLB-67060_surface.grd
609,0.2,0.08,SLB-67366_surface.grd
610,0.2,0.08,SLB-67368_surface.grd
611,0.2,0.08,SLB-67452_surface.grd
612,0.2,0.08,SLB-67576_surface.grd
613,0.2,0.08,SLB-67585_surface.grd
614,0.2,0.08,SLB-67794_surface.grd
615,0.2,0.08,SLB-67830_surface.grd
616,0.2,0.08,SLB-68869_surface.grd
617,0.2,0.08,SLB-68886_surface.grd
618,0.2,0.08,SLB-69075_surface.grd
619,0.2,0.08,SLB-69076_surface.grd
620,0.2,0.08,SLB-69077_surface.grd
621,0.2,0.08,SLB-69084_surface.grd
622,0.2,0.08,SLB-69122_surface.grd
623,0.2,0.08,SLB-69344_surface.grd
624,0.2,0.08,SLB-69349_surface.grd
625,0.2,0.08,SLB-69434_surface.grd
626,0.2,0.08,SLB-70090_surface.grd
627,0.2,0.08,SLB-70141_surface.grd
628,0.2,0.08,SLB-70291_surface.grd
629,0.2,0.08,SLB-70363_surface.grd
630,0.2,0.08,SLB-70469_surface.grd
631,0.2,0.08,SLB-70618_surface.grd
632,0.2,0.08,SLB-70734_surface.grd
633,0.2,0.08,SLB-70912_surface.grd
634,0.2,0.08,SLB-72141_surface.grd
635,0.2,0.08,SLB-74903_surface.grd
636,0.2,0.08,SLB-77654_surface.grd
637,0.2,0.08,SLB-77731_surface.grd
638,0.2,0.08,SLB-86214_surface.grd
639,0.2,0.08,SLB-86711_surface.grd
640,0.2,0.08,SLB-86915_surface.grd
641,0.2,0.08,SLB-88120_surface.grd
642,0.2,0.08,SLB-88128_surface.grd
643,0.2,0.08,SLB-88129_surface.grd
644,0.2,0.08,SLB-88224_surface.grd
645,0.2,0.08,SLB-88227_surface.grd
646,0.2,0.08,SLB-88231_surface.grd
647,0.2,0.08,SLB-88245_surface.grd
648,0.2,0.08,SLB-88269_surface.grd
649,0.2,0.08,SLB-88596_surface.grd
650,0.2,0.08,SLB-88793_surface.grd
651,0.2,0.08,SLB-88872_surface.grd
652,0.2,0.08,SLB-89194_surface.grd
653,0.2,0.08,SLB-89335_surface.grd
654,0.2,0.08,SLB-92331_surface.grd
655,0.2,0.08,SLB-92339_surface.grd
656,0.2,0.08,SLB-9249_surface.grd
657,0.2,0.08,SLB-93761_surface.grd
658,0.2,0.08,SLB-94100_surface.grd
659,0.2,0.08,SLB-96266_surface.grd
660,0.2,0.08,SLB-98106_surface.grd
661,0.2,0.08,SLB-98204_surface.grd
662,0.2,0.08,SLB-98205_surface.grd
663,0.2,0.08,SLB-98224_surface.grd
664,0.2,0.08,SLB-98267_surface.grd
665,0.2,0.08,SLB-98271_surface.grd
666,0.2,0.08,SLB-98297_surface.grd
667,0.2,0.08,SLB-98303_surface.grd
668,0.2,0.08,SLB-98304_surface.grd
669,0.2,0.08,SLB-98359_surface.grd
670,0.2,0.08,SLB-98432_surface.grd
671,0.2,0.08,SLB-98584_surface.grd
672,0.2,0.08,W-Amp-101891_surface.grd
673,0.2,0.08,W-Amp-102000_surface.grd
674,0.2,0.08,W-Amp-102007_surface.grd
675,0.2,0.08,W-Amp-102033_surface.grd
676,0.2,0.08,W-Amp-102135_surface.grd
677,0.2,0.08,W-Amp-102383_surface.grd
678,0.2,0.08,W-Amp-102433_surface.grd
679,0.2,0.08,W-Amp-102805_surface.grd
680,0.2,0.08,W-Amp-103229_surface.grd
681,0.2,0.08,W-Amp-225814_surface.grd
682,0.2,0.08,W-Ant-103309_surface.grd
683,0.2,0.08,W-App-103382_surface.grd
684,0.2,0.08,W-App-103386_surface.grd
685,0.2,0.08,W-Asc-103552_surface.grd
686,0.2,0.08,W-Asc-103570_surface.grd
687,0.2,0.08,W-Asc-103579_surface.grd
688,0.2,0.08,W-Asc-103590_surface.grd
689,0.2,0.08,W-Asc-103674_surface.grd
690,0.2,0.08,W-Asc-103710_surface.grd
691,0.2,0.08,W-Asc-103718_surface.grd
692,0.2,0.08,W-Asc-103724_surface.grd
693,0.2,0.08,W-Asc-103743_surface.grd
694,0.2,0.08,W-Asc-103749_surface.grd
695,0.2,0.08,W-Asc-103756_surface.grd
696,0.2,0.08,W-Asc-103760_surface.grd
697,0.2,0.08,W-Asc-103788_surface.grd
698,0.2,0.08,W-Asc-103790_surface.grd
699,0.2,0.08,W-Asc-103791_surface.grd
700,0.2,0.08,W-Asc-103792_surface.grd
701,0.2,0.08,W-Asc-103827_surface.grd
702,0.2,0.08,W-Asc-103830_surface.grd
703,0.2,0.08,W-Asc-103837_surface.grd
704,0.2,0.08,W-Asc-103838_surface.grd
705,0.2,0.08,W-Asc-103844_surface.grd
706,0.2,0.08,W-Asc-103846_surface.grd
707,0.2,0.08,W-Asc-103852_surface.grd
708,0.2,0.08,W-Asc-103853_surface.grd
709,0.2,0.08,W-Asc-103862_surface.grd
710,0.2,0.08,W-Asc-103895_surface.grd
711,0.2,0.08,W-Asc-103903_surface.grd
712,0.2,0.08,W-Asc-103926_surface.grd
713,0.2,0.08,W-Asc-103936_surface.grd
714,0.2,0.08,W-Asc-146902_surface.grd
715,0.2,0.08,W-Asc-148715_surface.grd
716,0.2,0.08,W-Asc-212501_surface.grd
717,0.2,0.08,W-Asc-212503_surface.grd
718,0.2,0.08,W-Asc-215853_surface.grd
719,0.2,0.08,W-Asc-215927_surface.grd
720,0.2,0.08,W-Asc-215940_surface.grd
721,0.2,0.08,W-Asc-236661_surface.grd
722,0.2,0.08,W-Asc-249968_surface.grd
723,0.2,0.08,W-Asc-250346_surface.grd
724,0.2,0.08,W-Asc-250516_surface.grd
725,0.2,0.08,W-Asc-250558_surface.grd
726,0.2,0.08,W-Asc-251435_surface.grd
727,0.2,0.08,W-Asc-251534_surface.grd
728,0.2,0.08,W-Ase-123795_surface.grd
729,0.2,0.08,W-Ase-123803_surface.grd
730,0.2,0.08,W-Ase-123856_surface.grd
731,0.2,0.08,W-Ase-123859_surface.grd
732,0.2,0.08,W-Ase-123868_surface.grd
733,0.2,0.08,W-Ase-123876_surface.grd
734,0.2,0.08,W-Ase-123878_surface.grd
735,0.2,0.08,W-Ase-123920_surface.grd
736,0.2,0.08,W-Ase-123987_surface.grd
737,0.2,0.08,W-Ase-124094_surface.grd
738,0.2,0.08,W-Ase-124101_surface.grd
739,0.2,0.08,W-Bch-1061747_surface.grd
740,0.2,0.08,W-Bch-1061760_surface.grd
741,0.2,0.08,W-Bch-107274_surface.grd
742,0.2,0.08,W-Bch-107276_surface.grd
743,0.2,0.08,W-Bch-107309_surface.grd
744,0.2,0.08,W-Bch-107347_surface.grd
745,0.2,0.08,W-Bch-107350_surface.grd
746,0.2,0.08,W-Bch-107355_surface.grd
747,0.2,0.08,W-Bch-107356_surface.grd
748,0.2,0.08,W-Bch-107380_surface.grd
749,0.2,0.08,W-Bch-107386_surface.grd
750,0.2,0.08,W-Bch-107392_surface.grd
751,0.2,0.08,W-Bch-107394_surface.grd
752,0.2,0.08,W-Bch-107401_surface.grd
753,0.2,0.08,W-Bch-107448_surface.grd
754,0.2,0.08,W-Bch-107455_surface.grd
755,0.2,0.08,W-Bch-107464_surface.grd
756,0.2,0.08,W-Bch-148463_surface.grd
757,0.2,0.08,W-Bch-208908_surface.grd
758,0.2,0.08,W-Bch-209046_surface.grd
759,0.2,0.08,W-Bch-232892_surface.grd
760,0.2,0.08,W-Bch-395028_surface.grd
761,0.2,0.08,W-Bch-444469_surface.grd
762,0.2,0.08,W-Bra-104055_surface.grd
763,0.2,0.08,W-Bra-104060_surface.grd
764,0.2,0.08,W-Bra-104064_surface.grd
765,0.2,0.08,W-Bra-104065_surface.grd
766,0.2,0.08,W-Bra-235362_surface.grd
767,0.2,0.08,W-Bry-111061_surface.grd
768,0.2,0.08,W-Bry-111062_surface.grd
769,0.2,0.08,W-Bry-111066_surface.grd
770,0.2,0.08,W-Bry-111067_surface.grd
771,0.2,0.08,W-Bry-111070_surface.grd
772,0.2,0.08,W-Bry-111071_surface.grd
773,0.2,0.08,W-Bry-111072_surface.grd
774,0.2,0.08,W-Bry-111158_surface.grd
775,0.2,0.08,W-Bry-111218_surface.grd
776,0.2,0.08,W-Bry-111229_surface.grd
777,0.2,0.08,W-Bry-111249_surface.grd
778,0.2,0.08,W-Bry-111250_surface.grd
779,0.2,0.08,W-Bry-111259_surface.grd
780,0.2,0.08,W-Bry-111265_surface.grd
781,0.2,0.08,W-Bry-111268_surface.grd
782,0.2,0.08,W-Bry-111304_surface.grd
783,0.2,0.08,W-Bry-111318_surface.grd
784,0.2,0.08,W-Bry-111339_surface.grd
785,0.2,0.08,W-Bry-111352_surface.grd
786,0.2,0.08,W-Bry-111360_surface.grd
787,0.2,0.08,W-Bry-111380_surface.grd
788,0.2,0.08,W-Bry-111400_surface.grd
789,0.2,0.08,W-Bry-111411_surface.grd
790,0.2,0.08,W-Bry-111418_surface.grd
791,0.2,0.08,W-Bry-111421_surface.grd
792,0.2,0.08,W-Bry-111425_surface.grd
793,0.2,0.08,W-Bry-111429_surface.grd
794,0.2,0.08,W-Bry-111498_surface.grd
795,0.2,0.08,W-Bry-111512_surface.grd
796,0.2,0.08,W-Bry-111513_surface.grd
797,0.2,0.08,W-Bry-111516_surface.grd
798,0.2,0.08,W-Bry-111520_surface.grd
799,0.2,0.08,W-Bry-111522_surface.grd
800,0.2,0.08,W-Bry-111527_surface.grd
801,0.2,0.08,W-Bry-111538_surface.grd
802,0.2,0.08,W-Bry-111539_surface.grd
803,0.2,0.08,W-Bry-111656_surface.grd
804,0.2,0.08,W-Bry-111663_surface.grd
805,0.2,0.08,W-Bry-111695_surface.grd
806,0.2,0.08,W-Bry-111700_surface.grd
807,0.2,0.08,W-Bry-111760_surface.grd
808,0.2,0.08,W-Bry-146844_surface.grd
809,0.2,0.08,W-Bry-173982_surface.grd
810,0.2,0.08,W-Bry-396730_surface.grd
811,0.2,0.08,W-Cep-104906_surface.grd
812,0.2,0.08,W-Cer-101011_surface.grd
813,0.2,0.08,W-Cer-156304_surface.grd
814,0.2,0.08,W-Cha-105441_surface.grd
815,0.2,0.08,W-Cop-104496_surface.grd
816,0.2,0.08,W-Cop-104499_surface.grd
817,0.2,0.08,W-Cop-104743_surface.grd
818,0.2,0.08,W-Cop-106654_surface.grd
819,0.2,0.08,W-Cop-115521_surface.grd
820,0.2,0.08,W-Cop-115930_surface.grd
821,0.2,0.08,W-Cop-116041_surface.grd
822,0.2,0.08,W-Cop-116162_surface.grd
823,0.2,0.08,W-Cop-116204_surface.grd
824,0.2,0.08,W-Cop-116259_surface.grd
825,0.2,0.08,W-Cop-116370_surface.grd
826,0.2,0.08,W-Cop-116628_surface.grd
827,0.2,0.08,W-Cop-116665_surface.grd
828,0.2,0.08,W-Cte-106386_surface.grd
829,0.2,0.08,W-Cub-135279_surface.grd
830,0.2,0.08,W-Cum-156142_surface.grd
831,0.2,0.08,W-Ech-124249_surface.grd
832,0.2,0.08,W-Ech-124316_surface.grd
833,0.2,0.08,W-Ech-124331_surface.grd
834,0.2,0.08,W-Ech-124380_surface.grd
835,0.2,0.08,W-Ech-124392_surface.grd
836,0.2,0.08,W-Ech-124399_surface.grd
837,0.2,0.08,W-Ech-124427_surface.grd
838,0.2,0.08,W-Ech-213372_surface.grd
839,0.2,0.08,W-Ech-396741_surface.grd
840,0.2,0.08,W-For-112726_surface.grd
841,0.2,0.08,W-Gtd-114745_surface.grd
842,0.2,0.08,W-Gtd-114746_surface.grd
843,0.2,0.08,W-Gtr-114506_surface.grd
844,0.2,0.08,W-Gtr-114552_surface.grd
845,0.2,0.08,W-Gtr-114557_surface.grd
846,0.2,0.08,W-Gtr-114563_surface.grd
847,0.2,0.08,W-Gtr-114595_surface.grd
848,0.2,0.08,W-Gtr-114607_surface.grd
849,0.2,0.08,W-Gtr-114615_surface.grd
850,0.2,0.08,W-Gtr-114618_surface.grd
851,0.2,0.08,W-Gtr-114620_surface.grd
852,0.2,0.08,W-Gtr-114637_surface.grd
853,0.2,0.08,W-Gtr-114688_surface.grd
854,0.2,0.08,W-Gtr-114691_surface.grd
855,0.2,0.08,W-Gtr-114692_surface.grd
856,0.2,0.08,W-Gtr-154537_surface.grd
857,0.2,0.08,W-Gtr-247814_surface.grd
858,0.2,0.08,W-Gtr-247818_surface.grd
859,0.2,0.08,W-Hex-100801_surface.grd
860,0.2,0.08,W-Hex-100808_surface.grd
861,0.2,0.08,W-Hex-100809_surface.grd
862,0.2,0.08,W-Hex-100812_surface.grd
863,0.2,0.08,W-Hex-100815_surface.grd
864,0.2,0.08,W-Hex-100822_surface.grd
865,0.2,0.08,W-Hex-100823_surface.grd
866,0.2,0.08,W-Hex-100859_surface.grd
867,0.2,0.08,W-Hex-100862_surface.grd
868,0.2,0.08,W-Hex-100870_surface.grd
869,0.2,0.08,W-Hex-100880_surface.grd
870,0.2,0.08,W-Hex-100910_surface.grd
871,0.2,0.08,W-Hex-100930_surface.grd
872,0.2,0.08,W-Hex-100936_surface.grd
873,0.2,0.08,W-Hex-100946_surface.grd
874,0.2,0.08,W-Hex-100972_surface.grd
875,0.2,0.08,W-Hex-100986_surface.grd
876,0.2,0.08,W-Hex-100987_surface.grd
877,0.2,0.08,W-Hex-101002_surface.grd
878,0.2,0.08,W-Hex-231858_surface.grd
879,0.2,0.08,W-Hex-395099_surface.grd
880,0.2,0.08,W-Hex-445590_surface.grd
881,0.2,0.08,W-Hex-592997_surface.grd
882,0.2,0.08,W-Hol-124465_surface.grd
883,0.2,0.08,W-Hol-124467_surface.grd
884,0.2,0.08,W-Hol-124647_surface.grd
885,0.2,0.08,W-Hol-124670_surface.grd
886,0.2,0.08,W-Hyd-117313_surface.grd
887,0.2,0.08,W-Hyd-117320_surface.grd
888,0.2,0.08,W-Hyd-117328_surface.grd
889,0.2,0.08,W-Hyd-117340_surface.grd
890,0.2,0.08,W-Hyd-117365_surface.grd
891,0.2,0.08,W-Hyd-117367_surface.grd
892,0.2,0.08,W-Hyd-117373_surface.grd
893,0.2,0.08,W-Hyd-117380_surface.grd
894,0.2,0.08,W-Hyd-117382_surface.grd
895,0.2,0.08,W-Hyd-117385_surface.grd
896,0.2,0.08,W-Hyd-117386_surface.grd
897,0.2,0.08,W-Hyd-117425_surface.grd
898,0.2,0.08,W-Hyd-117433_surface.grd
899,0.2,0.08,W-Hyd-117437_surface.grd
900,0.2,0.08,W-Hyd-117440_surface.grd
901,0.2,0.08,W-Hyd-117452_surface.grd
902,0.2,0.08,W-Hyd-117491_surface.grd
903,0.2,0.08,W-Hyd-117497_surface.grd
904,0.2,0.08,W-Hyd-117506_surface.grd
905,0.2,0.08,W-Hyd-117515_surface.grd
906,0.2,0.08,W-Hyd-117536_surface.grd
907,0.2,0.08,W-Hyd-117538_surface.grd
908,0.2,0.08,W-Hyd-117545_surface.grd
909,0.2,0.08,W-Hyd-117548_surface.grd
910,0.2,0.08,W-Hyd-117553_surface.grd
911,0.2,0.08,W-Hyd-117554_surface.grd
912,0.2,0.08,W-Hyd-117561_surface.grd
913,0.2,0.08,W-Hyd-117567_surface.grd
914,0.2,0.08,W-Hyd-117568_surface.grd
915,0.2,0.08,W-Hyd-117598_surface.grd
916,0.2,0.08,W-Hyd-117622_surface.grd
917,0.2,0.08,W-Hyd-117725_surface.grd
918,0.2,0.08,W-Hyd-117740_surface.grd
919,0.2,0.08,W-Hyd-117743_surface.grd
920,0.2,0.08,W-Hyd-117778_surface.grd
921,0.2,0.08,W-Hyd-117781_surface.grd
922,0.2,0.08,W-Hyd-117791_surface.grd
923,0.2,0.08,W-Hyd-117802_surface.grd
924,0.2,0.08,W-Hyd-117804_surface.grd
925,0.2,0.08,W-Hyd-117824_surface.grd
926,0.2,0.08,W-Hyd-117862_surface.grd
927,0.2,0.08,W-Hyd-117864_surface.grd
928,0.2,0.08,W-Hyd-117865_surface.grd
929,0.2,0.08,W-Hyd-117867_surface.grd
930,0.2,0.08,W-Hyd-117945_surface.grd
931,0.2,0.08,W-Hyd-117982_surface.grd
932,0.2,0.08,W-Hyd-117988_surface.grd
933,0.2,0.08,W-Hyd-117998_surface.grd
934,0.2,0.08,W-Hyd-135403_surface.grd
935,0.2,0.08,W-Hyd-135426_surface.grd
936,0.2,0.08,W-Hyd-135433_surface.grd
937,0.2,0.08,W-Hyd-135441_surface.grd
938,0.2,0.08,W-Hyd-135445_surface.grd
939,0.2,0.08,W-Hyd-135446_surface.grd
940,0.2,0.08,W-Hyd-135447_surface.grd
941,0.2,0.08,W-Hyd-135449_surface.grd
942,0.2,0.08,W-Hyd-135484_surface.grd
943,0.2,0.08,W-Hyd-135504_surface.grd
944,0.2,0.08,W-Hyd-151860_surface.grd
945,0.2,0.08,W-Hyd-196554_surface.grd
946,0.2,0.08,W-Hyd-196555_surface.grd
947,0.2,0.08,W-Hyd-221197_surface.grd
948,0.2,0.08,W-Hyd-231751_surface.grd
949,0.2,0.08,W-Hyd-284355_surface.grd
950,0.2,0.08,W-Hyd-284378_surface.grd
951,0.2,0.08,W-Hyd-285905_surface.grd
952,0.2,0.08,W-Iso-118467_surface.grd
953,0.2,0.08,W-Iso-118474_surface.grd
954,0.2,0.08,W-Iso-118510_surface.grd
955,0.2,0.08,W-Iso-118714_surface.grd
956,0.2,0.08,W-Iso-118843_surface.grd
957,0.2,0.08,W-Iso-118849_surface.grd
958,0.2,0.08,W-Iso-118863_surface.grd
959,0.2,0.08,W-Iso-118956_surface.grd
960,0.2,0.08,W-Iso-118973_surface.grd
961,0.2,0.08,W-Iso-119000_surface.grd
962,0.2,0.08,W-Iso-156211_surface.grd
963,0.2,0.08,W-Iso-220727_surface.grd
964,0.2,0.08,W-Msc-138677_surface.grd
965,0.2,0.08,W-Msc-138709_surface.grd
966,0.2,0.08,W-Msc-138734_surface.grd
967,0.2,0.08,W-Msc-138748_surface.grd
968,0.2,0.08,W-Msc-138751_surface.grd
969,0.2,0.08,W-Msc-138755_surface.grd
970,0.2,0.08,W-Msc-138757_surface.grd
971,0.2,0.08,W-Msc-138758_surface.grd
972,0.2,0.08,W-Msc-138759_surface.grd
973,0.2,0.08,W-Msc-138760_surface.grd
974,0.2,0.08,W-Msc-138785_surface.grd
975,0.2,0.08,W-Msc-138786_surface.grd
976,0.2,0.08,W-Msc-138788_surface.grd
977,0.2,0.08,W-Msc-138789_surface.grd
978,0.2,0.08,W-Msc-138793_surface.grd
979,0.2,0.08,W-Msc-138800_surface.grd
980,0.2,0.08,W-Msc-138803_surface.grd
981,0.2,0.08,W-Msc-138825_surface.grd
982,0.2,0.08,W-Msc-138840_surface.grd
983,0.2,0.08,W-Msc-138961_surface.grd
984,0.2,0.08,W-Msc-138963_surface.grd
985,0.2,0.08,W-Msc-138990_surface.grd
986,0.2,0.08,W-Msc-138991_surface.grd
987,0.2,0.08,W-Msc-138993_surface.grd
988,0.2,0.08,W-Msc-138994_surface.grd
989,0.2,0.08,W-Msc-138998_surface.grd
990,0.2,0.08,W-Msc-138999_surface.grd
991,0.2,0.08,W-Msc-139004_surface.grd
992,0.2,0.08,W-Msc-139006_surface.grd
993,0.2,0.08,W-Msc-139008_surface.grd
994,0.2,0.08,W-Msc-139010_surface.grd
995,0.2,0.08,W-Msc-139012_surface.grd
996,0.2,0.08,W-Msc-139054_surface.grd
997,0.2,0.08,W-Msc-139065_surface.grd
998,0.2,0.08,W-Msc-139067_surface.grd
999,0.2,0.08,W-Msc-139068_surface.grd
1000,0.2,0.08,W-Msc-139120_surface.grd
1001,0.2,0.08,W-Msc-139151_surface.grd
1002,0.2,0.08,W-Msc-139182_surface.grd
1003,0.2,0.08,W-Msc-139407_surface.grd
1004,0.2,0.08,W-Msc-139410_surface.grd
1005,0.2,0.08,W-Msc-139433_surface.grd
1006,0.2,0.08,W-Msc-139476_surface.grd
1007,0.2,0.08,W-Msc-139500_surface.grd
1008,0.2,0.08,W-Msc-139557_surface.grd
1009,0.2,0.08,W-Msc-139582_surface.grd
1010,0.2,0.08,W-Msc-139594_surface.grd
1011,0.2,0.08,W-Msc-139601_surface.grd
1012,0.2,0.08,W-Msc-139602_surface.grd
1013,0.2,0.08,W-Msc-139603_surface.grd
1014,0.2,0.08,W-Msc-139604_surface.grd
1015,0.2,0.08,W-Msc-139623_surface.grd
1016,0.2,0.08,W-Msc-139765_surface.grd
1017,0.2,0.08,W-Msc-139800_surface.grd
1018,0.2,0.08,W-Msc-139832_surface.grd
1019,0.2,0.08,W-Msc-139908_surface.grd
1020,0.2,0.08,W-Msc-140012_surface.grd
1021,0.2,0.08,W-Msc-140024_surface.grd
1022,0.2,0.08,W-Msc-140025_surface.grd
1023,0.2,0.08,W-Msc-140059_surface.grd
1024,0.2,0.08,W-Msc-140071_surface.grd
1025,0.2,0.08,W-Msc-140090_surface.grd
1026,0.2,0.08,W-Msc-140155_surface.grd
1027,0.2,0.08,W-Msc-140161_surface.grd
1028,0.2,0.08,W-Msc-140194_surface.grd
1029,0.2,0.08,W-Msc-140227_surface.grd
1030,0.2,0.08,W-Msc-140233_surface.grd
1031,0.2,0.08,W-Msc-140235_surface.grd
1032,0.2,0.08,W-Msc-140236_surface.grd
1033,0.2,0.08,W-Msc-140243_surface.grd
1034,0.2,0.08,W-Msc-140255_surface.grd
1035,0.2,0.08,W-Msc-140266_surface.grd
1036,0.2,0.08,W-Msc-140278_surface.grd
1037,0.2,0.08,W-Msc-140282_surface.grd
1038,0.2,0.08,W-Msc-140287_surface.grd
1039,0.2,0.08,W-Msc-140290_surface.grd
1040,0.2,0.08,W-Msc-140294_surface.grd
1041,0.2,0.08,W-Msc-140295_surface.grd
1042,0.2,0.08,W-Msc-140299_surface.grd
1043,0.2,0.08,W-Msc-140389_surface.grd
1044,0.2,0.08,W-Msc-140396_surface.grd
1045,0.2,0.08,W-Msc-140429_surface.grd
1046,0.2,0.08,W-Msc-140430_surface.grd
1047,0.2,0.08,W-Msc-140437_surface.grd
1048,0.2,0.08,W-Msc-140440_surface.grd
1049,0.2,0.08,W-Msc-140452_surface.grd
1050,0.2,0.08,W-Msc-140453_surface.grd
1051,0.2,0.08,W-Msc-140459_surface.grd
1052,0.2,0.08,W-Msc-140461_surface.grd
1053,0.2,0.08,W-Msc-140464_surface.grd
1054,0.2,0.08,W-Msc-140467_surface.grd
1055,0.2,0.08,W-Msc-140471_surface.grd
1056,0.2,0.08,W-Msc-140472_surface.grd
1057,0.2,0.08,W-Msc-140480_surface.grd
1058,0.2,0.08,W-Msc-140481_surface.grd
1059,0.2,0.08,W-Msc-140483_surface.grd
1060,0.2,0.08,W-Msc-140528_surface.grd
1061,0.2,0.08,W-Msc-140571_surface.grd
1062,0.2,0.08,W-Msc-140577_surface.grd
1063,0.2,0.08,W-Msc-140588_surface.grd
1064,0.2,0.08,W-Msc-140590_surface.grd
1065,0.2,0.08,W-Msc-140592_surface.grd
1066,0.2,0.08,W-Msc-140600_surface.grd
1067,0.2,0.08,W-Msc-140605_surface.grd
1068,0.2,0.08,W-Msc-140610_surface.grd
1069,0.2,0.08,W-Msc-140616_surface.grd
1070,0.2,0.08,W-Msc-140627_surface.grd
1071,0.2,0.08,W-Msc-140629_surface.grd
1072,0.2,0.08,W-Msc-140650_surface.grd
1073,0.2,0.08,W-Msc-140657_surface.grd
1074,0.2,0.08,W-Msc-140658_surface.grd
1075,0.2,0.08,W-Msc-140674_surface.grd
1076,0.2,0.08,W-Msc-140684_surface.grd
1077,0.2,0.08,W-Msc-140687_surface.grd
1078,0.2,0.08,W-Msc-140708_surface.grd
1079,0.2,0.08,W-Msc-140712_surface.grd
1080,0.2,0.08,W-Msc-140728_surface.grd
1081,0.2,0.08,W-Msc-140734_surface.grd
1082,0.2,0.08,W-Msc-140735_surface.grd
1083,0.2,0.08,W-Msc-140736_surface.grd
1084,0.2,0.08,W-Msc-140744_surface.grd
1085,0.2,0.08,W-Msc-140767_surface.grd
1086,0.2,0.08,W-Msc-140768_surface.grd
1087,0.2,0.08,W-Msc-140770_surface.grd
1088,0.2,0.08,W-Msc-140779_surface.grd
1089,0.2,0.08,W-Msc-140780_surface.grd
1090,0.2,0.08,W-Msc-140781_surface.grd
1091,0.2,0.08,W-Msc-140812_surface.grd
1092,0.2,0.08,W-Msc-140814_surface.grd
1093,0.2,0.08,W-Msc-140835_surface.grd
1094,0.2,0.08,W-Msc-140838_surface.grd
1095,0.2,0.08,W-Msc-140839_surface.grd
1096,0.2,0.08,W-Msc-140852_surface.grd
1097,0.2,0.08,W-Msc-140857_surface.grd
1098,0.2,0.08,W-Msc-140869_surface.grd
1099,0.2,0.08,W-Msc-140870_surface.grd
1100,0.2,0.08,W-Msc-140891_surface.grd
1101,0.2,0.08,W-Msc-140974_surface.grd
1102,0.2,0.08,W-Msc-141101_surface.grd
1103,0.2,0.08,W-Msc-141114_surface.grd
1104,0.2,0.08,W-Msc-141138_surface.grd
1105,0.2,0.08,W-Msc-141230_surface.grd
1106,0.2,0.08,W-Msc-141304_surface.grd
1107,0.2,0.08,W-Msc-141424_surface.grd
1108,0.2,0.08,W-Msc-141425_surface.grd
1109,0.2,0.08,W-Msc-141444_surface.grd
1110,0.2,0.08,W-Msc-141451_surface.grd
1111,0.2,0.08,W-Msc-141453_surface.grd
1112,0.2,0.08,W-Msc-141456_surface.grd
1113,0.2,0.08,W-Msc-141457_surface.grd
1114,0.2,0.08,W-Msc-141539_surface.grd
1115,0.2,0.08,W-Msc-141544_surface.grd
1116,0.2,0.08,W-Msc-141549_surface.grd
1117,0.2,0.08,W-Msc-141552_surface.grd
1118,0.2,0.08,W-Msc-141564_surface.grd
1119,0.2,0.08,W-Msc-141565_surface.grd
1120,0.2,0.08,W-Msc-141598_surface.grd
1121,0.2,0.08,W-Msc-141600_surface.grd
1122,0.2,0.08,W-Msc-141612_surface.grd
1123,0.2,0.08,W-Msc-141630_surface.grd
1124,0.2,0.08,W-Msc-141662_surface.grd
1125,0.2,0.08,W-Msc-141694_surface.grd
1126,0.2,0.08,W-Msc-141710_surface.grd
1127,0.2,0.08,W-Msc-141720_surface.grd
1128,0.2,0.08,W-Msc-141737_surface.grd
1129,0.2,0.08,W-Msc-141790_surface.grd
1130,0.2,0.08,W-Msc-141850_surface.grd
1131,0.2,0.08,W-Msc-141872_surface.grd
1132,0.2,0.08,W-Msc-141879_surface.grd
1133,0.2,0.08,W-Msc-141906_surface.grd
1134,0.2,0.08,W-Msc-141907_surface.grd
1135,0.2,0.08,W-Msc-141909_surface.grd
1136,0.2,0.08,W-Msc-141911_surface.grd
1137,0.2,0.08,W-Msc-141912_surface.grd
1138,0.2,0.08,W-Msc-141936_surface.grd
1139,0.2,0.08,W-Msc-141965_surface.grd
1140,0.2,0.08,W-Msc-152774_surface.grd
1141,0.2,0.08,W-Msc-153131_surface.grd
1142,0.2,0.08,W-Msc-153552_surface.grd
1143,0.2,0.08,W-Msc-153952_surface.grd
1144,0.2,0.08,W-Msc-156105_surface.grd
1145,0.2,0.08,W-Msc-156326_surface.grd
1146,0.2,0.08,W-Msc-156750_surface.grd
1147,0.2,0.08,W-Msc-156789_surface.grd
1148,0.2,0.08,W-Msc-156793_surface.grd
1149,0.2,0.08,W-Msc-156878_surface.grd
1150,0.2,0.08,W-Msc-156916_surface.grd
1151,0.2,0.08,W-Msc-156961_surface.grd
1152,0.2,0.08,W-Msc-156963_surface.grd
1153,0.2,0.08,W-Msc-156994_surface.grd
1154,0.2,0.08,W-Msc-181195_surface.grd
1155,0.2,0.08,W-Msc-181218_surface.grd
1156,0.2,0.08,W-Msc-181233_surface.grd
1157,0.2,0.08,W-Msc-181239_surface.grd
1158,0.2,0.08,W-Msc-181287_surface.grd
1159,0.2,0.08,W-Msc-181349_surface.grd
1160,0.2,0.08,W-Msc-181350_surface.grd
