"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,8372.929564,8369.761927,5765,14815481.930000,108283924.481035,7766590.515001,14815481.929997,85701852.036023,0.071724,3.167638,12208.660000,0,0.999262
2,8582.412280,8582.410285,5776,14976920.448000,108283924.481035,7714824.876001,14976920.447996,85592179.157023,0.071246,0.001995,10919.260000,0,0.996876
3,8442.703900,8442.408586,5758,14754065.320000,108283924.481035,7778873.773001,14754065.319997,85750985.388023,0.071838,0.295313,16553.940000,0,0.996839
4,8165.015041,8138.893333,5749,14787405.812000,108283924.481035,7738514.196001,14787405.811997,85758004.473023,0.071465,26.121708,19788.640000,0,0.997482
5,8112.533669,8106.795961,5760,15029563.206000,108283924.481035,7646389.092001,15029563.205996,85607972.183023,0.070614,5.737708,24303.550000,0,0.997482
6,7836.166966,7834.709907,5745,14804953.386000,108283924.481035,7719211.788001,14804953.385997,85759759.307023,0.071287,1.457060,3009.500000,0,0.998428
7,8252.465657,8252.373205,5773,14997977.457000,108283924.481035,7696399.875001,14997977.456996,85589547.149023,0.071076,0.092452,51864.240000,0,0.996233
8,8065.700178,8058.068713,5763,14866370.112000,108283924.481035,7735882.151001,14866370.111996,85681672.218023,0.071441,7.631465,23640.290000,0,0.997499
9,7810.899346,7810.897663,5762,14980429.900000,108283924.481035,7676220.088001,14980429.899996,85627274.493023,0.070890,0.001683,3923.600000,0,0.995534
10,8273.142511,8273.141117,5741,14803198.664000,108283924.481035,7709560.616001,14803198.663997,85771165.201023,0.071198,0.001394,12497.620000,0,0.998015
11,7747.834796,7747.805898,5751,14811972.448000,108283924.481035,7731495.173001,14811972.447996,85740456.860023,0.071400,0.028898,1585.400000,0,0.999070
12,7463.007568,7462.978510,5737,14725989.032000,108283924.481035,7737636.830001,14725989.031997,85820298.619023,0.071457,0.029058,8212.100000,0,0.992693
13,8272.239453,8272.175193,5748,14973410.804000,108283924.481035,7642879.545001,14973410.803996,85667634.132023,0.070582,0.064260,28507.840000,0,0.997351
14,8478.903934,8477.492005,5768,14990958.470000,108283924.481035,7686748.665001,14990958.469996,85606217.346023,0.070987,1.411929,20660.210000,0,0.996651
15,8884.617046,8880.814987,5762,15033072.870000,108283924.481035,7649898.588001,15033072.869996,85600953.023023,0.070647,3.802059,13756.040000,0,0.991070
16,8186.601716,8185.446202,5735,14766348.424000,108283924.481035,7712192.785001,14766348.423997,85805383.272023,0.071222,1.155514,17231.140000,0,0.999508
17,8548.095001,8545.532170,5757,14776877.072000,108283924.481035,7764835.750001,14776877.071997,85742211.659023,0.071708,2.562832,1508.500000,0,0.999303
18,8121.611218,8119.971922,5744,14811972.534000,108283924.481035,7713070.057001,14811972.533997,85758881.890023,0.071230,1.639296,2052.200000,0,0.999736
19,8217.248321,8215.978312,5740,14645269.758000,108283924.481035,7785892.924001,14645269.757997,85852761.799023,0.071903,1.270009,18133.240000,0,0.995507
20,7991.113377,7965.797372,5748,14704931.810000,108283924.481035,7777119.080001,14704931.809997,85801873.591023,0.071822,25.316004,108241.040000,0,0.991032
21,8277.142391,8250.726904,5754,14769858.122000,108283924.481035,7760448.754001,14769858.121997,85753617.605023,0.071668,26.415487,26425.600000,0,0.998158
22,8089.679534,8084.806498,5747,14548757.734000,108283924.481035,7852573.971001,14548757.733997,85882592.776023,0.072518,4.873037,4033.900000,0,0.997243
23,8518.695015,8516.629626,5730,15050620.458000,108283924.481035,7556896.029001,15050620.457996,85676407.994023,0.069788,2.065389,2581.700000,0,0.999398
24,7742.130388,7739.259362,5732,14873389.297000,108283924.481035,7650775.914001,14873389.296996,85759759.270023,0.070655,2.871026,3809.900000,0,0.999231
25,8046.215075,8036.347822,5755,14752310.448000,108283924.481035,7771854.747001,14752310.447997,85759759.286023,0.071773,9.867253,65936.940000,0,0.994197
26,8323.947661,8313.489091,5791,14913748.824000,108283924.481035,7785892.892001,14913748.823996,85584282.765023,0.071903,10.458571,99373.920000,0,0.990975
27,7695.607157,7695.453167,5780,14724234.238000,108283924.481035,7851696.564001,14724234.237997,85707993.679023,0.072510,0.153990,69138.540000,0,0.993666
28,7917.116773,7898.728595,5761,14747046.156000,108283924.481035,7790279.775001,14747046.155997,85746598.550023,0.071943,18.388179,11441.600000,0,0.994883
29,8480.685177,8478.716253,5757,15124320.562000,108283924.481035,7591114.023001,15124320.561996,85568489.896023,0.070104,1.968924,3427.100000,0,0.998214
30,8207.955752,8189.963700,5746,14976920.366000,108283924.481035,7635860.509001,14976920.365996,85671143.606023,0.070517,17.992052,34127.780000,0,0.995353
31,8262.458795,8262.458607,5756,14941825.124000,108283924.481035,7679729.543001,14941825.123996,85662369.814023,0.070922,0.000188,3763.380001,0,0.999999
32,8253.450738,8237.936955,5760,14754065.232000,108283924.481035,7784138.096001,14754065.231997,85745721.153023,0.071886,15.513783,25992.360000,0,0.996141
33,8193.544988,8193.515635,5771,14871634.451000,108283924.481035,7754307.130001,14871634.450996,85657982.900023,0.071611,0.029353,14272.560000,0,0.992622
34,8309.174445,8307.700650,5764,14785650.944000,108283924.481035,7778873.835001,14785650.943997,85719399.702023,0.071838,1.473795,5525.440000,0,0.995889
35,8246.288170,8227.744664,5760,14764593.844000,108283924.481035,7778873.776001,14764593.843997,85740456.861023,0.071838,18.543507,13048.770000,0,0.999153
36,8012.904922,8005.991953,5739,14792670.058000,108283924.481035,7709560.566001,14792670.057997,85781693.857023,0.071198,6.912969,24777.200000,0,0.996798
37,7902.150582,7900.228620,5746,14724234.266000,108283924.481035,7762203.525001,14724234.265997,85797486.690023,0.071684,1.921962,4232.240000,0,0.999614
38,8605.314685,8604.475292,5806,15122565.948000,108283924.481035,7720966.571001,15122565.947996,85440391.962022,0.071303,0.839394,15793.500000,0,0.995883
39,8138.208352,8126.821870,5731,14731253.258000,108283924.481035,7719211.800001,14731253.257997,85833459.423023,0.071287,11.386481,3616.040000,0,0.997535
40,8388.732694,8387.270424,5766,14852332.005000,108283924.481035,7750797.594001,14852332.004996,85680794.882023,0.071578,1.462270,1692.560000,0,0.999420
41,7879.153288,7875.514260,5717,14720724.698000,108283924.481035,7687626.001001,14720724.697997,85875573.782023,0.070995,3.639028,85512.890000,0,0.992494
42,8136.168719,8134.158113,5754,14941825.064000,108283924.481035,7674465.304001,14941825.063996,85667634.113023,0.070874,2.010606,24510.900000,0,0.999124
43,7662.263560,7662.263354,5760,14775122.442000,108283924.481035,7773609.565001,14775122.441997,85735192.474023,0.071789,0.000206,1477.000000,0,0.999825
44,8035.370505,8031.594778,5780,14841803.532000,108283924.481035,7792911.919001,14841803.531997,85649209.030023,0.071967,3.775727,14413.040000,0,0.991009
