"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,88617.262937,11828.740797,10206,7678852.214000,108283924.481035,23024273.263997,7678852.214001,77580799.003020,0.212629,0.000000,0.000000,0,1.000000
78,88757.895782,12905.708264,9901,7584094.838000,108283924.481035,22268846.975997,7584094.838001,78430982.667020,0.205652,11.239138,1538.200000,0,0.999655
2,92579.787056,12963.402399,10020,7959614.548000,108283924.481035,22394312.644997,7959614.548001,77929997.288020,0.206811,20.239177,2364.870000,0,0.999164
79,93403.902055,12915.523527,9957,8047352.824000,108283924.481035,22184618.194996,8047352.824001,78051953.462020,0.204875,14.850288,2183.060000,0,0.999614
3,92507.400966,12568.279132,10631,7992955.146000,108283924.481035,23985884.605996,7992955.146001,76305084.729019,0.221509,9.570374,910.500000,0,0.999614
80,89665.082359,13241.023485,9995,7642002.282000,108283924.481035,22487315.110997,7642002.282001,78154607.088019,0.207670,4.036055,374.700000,0,0.999938
4,91393.381402,12586.874636,9897,7880650.202000,108283924.481035,22110040.651996,7880650.202001,78293233.627020,0.204186,0.004746,0.500000,0,1.000000
81,90181.967447,11743.966487,10130,7843800.096000,108283924.481035,22741756.145997,7843800.096001,77698368.239021,0.210020,0.000000,0.000000,0,1.000000
5,87435.211321,12611.184294,10025,7482318.652000,108283924.481035,22646121.350997,7482318.652001,78155484.478020,0.209137,0.840507,275.540000,0,0.999984
82,89400.277896,12155.517956,10186,7724475.994000,108283924.481035,22948818.430997,7724475.994001,77610630.056020,0.211932,0.000000,0.000000,0,1.000000
6,85929.850953,11993.956988,9254,7392825.444000,108283924.481035,20661482.059996,7392825.444001,80229616.977021,0.190808,7.639524,979.000000,0,0.999843
83,87429.076224,11754.026648,9825,7566547.262000,108283924.481035,22077577.536996,7566547.262001,78639799.682020,0.203886,9.576957,911.500000,0,0.999614
7,83745.210004,12176.336688,9007,7155932.144000,108283924.481035,20129788.248996,7155932.144001,80998204.088021,0.185898,9.551876,601.500000,0,0.999771
84,89752.705007,13367.581580,10671,7638492.662000,108283924.481035,24268401.719996,7638492.662001,76377030.099019,0.224118,0.196808,18.500000,0,0.999992
8,88059.844546,12255.430351,9494,7578830.666000,108283924.481035,21200194.888996,7578830.666001,79504898.926021,0.195783,16.107535,1866.500000,0,0.999614
85,92893.688531,12995.395531,10765,7989445.534000,108283924.481035,24340347.199997,7989445.534001,75954131.747019,0.224783,3.837659,326.500000,0,0.999873
9,94948.710720,13176.656580,10225,8177205.414000,108283924.481035,22825107.510997,8177205.414001,77281611.556019,0.210789,0.000000,0.000000,0,1.000000
86,93811.736048,12618.744652,10509,8119298.176000,108283924.481035,23601591.048996,8119298.176001,76563035.256019,0.217960,0.009636,0.500000,0,1.000000
10,86313.920932,12297.393560,9505,7401599.342000,108283924.481035,21317764.219996,7401599.342001,79564560.919020,0.196869,0.533952,199.770000,0,0.999999
87,89760.169462,11883.683945,10002,7787647.588000,108283924.481035,22432917.485997,7787647.588001,78063359.407021,0.207168,0.009636,0.500000,0,1.000000
11,93183.769339,12788.415880,10044,8038579.074000,108283924.481035,22418001.936996,8038579.074001,77827343.470020,0.207030,9.562719,910.000000,0,0.999614
88,86242.646184,12349.486284,9329,7389315.990000,108283924.481035,20860647.888996,7389315.990001,80033960.602021,0.192648,0.000000,0.000000,0,1.000000
12,86444.953005,12095.547850,9352,7434939.750000,108283924.481035,20898375.384996,7434939.750001,79950609.346021,0.192996,0.007655,0.500000,0,1.000000
89,94903.858705,12285.181078,10222,8261434.212000,108283924.481035,22775096.658996,8261434.212001,77247393.610020,0.210328,4.335508,1099.660000,0,0.999976
13,93419.099664,12401.404371,10268,8101750.614000,108283924.481035,22976017.262996,8101750.614001,77206156.604019,0.212183,0.189153,18.000000,0,0.999992
90,88476.543126,12543.229109,9523,7592868.789000,108283924.481035,21269508.157996,7592868.789001,79421547.534021,0.196424,4.626127,1525.840000,0,0.999858
14,95771.199735,13005.542741,10747,8271962.834000,108283924.481035,24151709.895997,8271962.834001,75860251.751019,0.223041,46.028655,2229.460000,0,0.998647
91,87818.562002,11689.548668,9386,7612171.156000,108283924.481035,20899252.693996,7612171.156001,79772500.631021,0.193004,7.301774,710.700000,0,0.999408
15,83860.884529,11002.839601,10105,7285784.812000,108283924.481035,22954960.046997,7285784.812001,78043179.622020,0.211989,0.196808,18.500000,0,0.999992
92,84407.784424,11873.771750,10083,7252444.230000,108283924.481035,22913723.150997,7252444.230001,78117757.100020,0.211608,9.570374,910.500000,0,0.999614
16,91341.551697,11303.101021,10305,8003483.904000,108283924.481035,23122540.043997,8003483.904001,77157900.533019,0.213536,3.611636,1203.300000,0,0.999980
93,94879.112406,12262.199512,10148,8261434.272000,108283924.481035,22580317.746997,8261434.272001,77442172.462020,0.208529,2.570174,530.700000,0,0.999887
