"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
2000968,Volcanicsuccessionsdominatedbywoodland100,8968015.780000,20209045.000000,0,18,0,0,yes,1.000000
2000967,Volcanicsuccessionsdominatedbyscrub100,22860710.560000,22910669.000000,0,28,0,0,yes,1.000000
2000966,Volcanicsuccessionsdominatedbygrass100,731769.080000,1197027.000000,0,4,0,0,yes,1.000000
2000965,Urban100,0.000000,0.000000,0,0,0,0,,1.000000
2000964,TimberPlantation100,10118765.840000,19206063.000000,0,15,0,0,yes,1.000000
2000961,Swampwoodland100,94917804.080000,118056190.000000,0,159,0,0,yes,1.000000
2000960,Swampgrassland100,2731165.600000,6737757.000000,0,13,0,0,yes,1.000000
2000957,SwampforestwithCampnosperma100,15142310.720000,29802347.000000,0,45,0,0,yes,1.000000
2000955,Swamp100,55623349.920000,87897134.000000,0,116,0,0,yes,1.000000
2000953,SeralForestVolcanicsuccessions100,27412781.520000,31338684.000000,0,32,0,0,yes,1.000000
2000952,Scrub100,3883653.060000,4624232.000000,0,18,0,0,yes,1.000000
2000947,RiverinesuccessionswithEucalyptusdeglupta100,24485008.200000,24766831.000000,0,59,0,0,yes,1.000000
2000944,Riverinesuccessionsdominatedbywoodland100,1237214.440000,1394397.000000,0,4,0,0,yes,1.000000
2000941,Oilpalm100,0.000000,83957394.000000,0,91,0,0,,1.000000
2000940,Mixedforest100,4956992.600000,5024373.000000,0,6,0,0,yes,1.000000
2000938,Mangrove100,45769455.640000,45783427.000000,0,128,0,0,yes,1.000000
2000937,Lakesandlargerrivers100,3494124.580000,5247195.000000,0,42,0,0,yes,1.000000
2000936,Herbaceousswamp100,22134501.840000,43420183.000000,0,57,0,0,yes,1.000000
2000935,Grasslands100,573343.020000,977996.000000,0,4,0,0,yes,1.000000
2000934,Grasslandwithsomeforest100,10700492.240000,13253742.000000,0,17,0,0,yes,1.000000
2000933,Grasslandrevertingtoforest100,462012.060000,1358859.000000,0,4,0,0,yes,1.000000
2000931,ForestwithCasuarinaequisetifoliaLittoral100,568292.660000,656541.000000,0,4,0,0,yes,1.000000
2000928,ForestVerySmallCrownLowMontane1000mNotho100,28448717.320000,83672698.000000,0,76,0,0,yes,1.000000
2000926,ForestVerySmallCrownLowMontane1000m100,41197124.760000,59800474.000000,0,66,0,0,yes,1.000000
2000925,ForestSmallCrownLowMontane1000mwNothofag100,4637271.220000,13639033.000000,0,14,0,0,yes,1.000000
2000923,ForestSmallCrownLowMontane1000m100,155167616.280000,216145979.000000,0,230,0,0,yes,1.000000
2000920,ForestSmallCrownLowAltUplands1000m100,308177647.980000,407288847.000000,0,277,0,0,yes,1.000000
2000919,ForestSmallCrownLowAltPlains1000m100,2834048.580000,2839517.000000,0,8,0,0,yes,1.000000
2000918,ForestSmallCrown100,93703916.700000,146919563.000000,0,115,0,0,yes,1.000000
2000917,ForestOpenLowAltPlains1000m100,155153306.360000,156069017.000000,0,192,0,0,yes,1.000000
2000915,ForestMediumCrownLowAltUplands1000m100,3269326579.060000,3270165707.000000,0,2195,0,0,yes,1.000000
2000914,ForestLargeCrownLowAltUplands1000m100,118445695.620000,118528396.000000,0,97,0,0,yes,1.000000
2000913,ForestLargecrownLowAltPlains1000m100,181585292.600000,181605904.000000,0,199,0,0,yes,1.000000
2000911,Cultivatedland100,0.000000,795746.000000,0,5,0,0,,1.000000
2000905,RiverinesuccessionswithEucalyptusdeglupta90,1508090.060000,2567910.000000,0,6,0,0,yes,1.000000
2000904,Oilpalm90,0.000000,0.000000,0,0,0,0,,1.000000
2000896,ForestSmallCrownLowAltUplands1000m90,19617706.240000,27939721.000000,0,26,0,0,yes,1.000000
2000894,ForestOpenLowAltPlains1000m90,49221104.020000,49346962.000000,0,39,0,0,yes,1.000000
2000892,ForestMediumCrownLowAltUplands1000m90,668708594.220000,668799576.000000,0,569,0,0,yes,1.000000
2000891,ForestLargeCrownLowAltUplands1000m90,34750403.800000,48811332.000000,0,48,0,0,yes,1.000000
2000890,ForestLargecrownLowAltPlains1000m90,27062255.460000,27110303.000000,0,31,0,0,yes,1.000000
2000879,RiverinesuccessionswithEucalyptusdeglupta80,1723513.720000,1810721.000000,0,4,0,0,yes,1.000000
2000877,Oilpalm80,0.000000,5401.000000,0,2,0,0,,1.000000
2000866,ForestSmallCrownLowAltUplands1000m80,3115334.660000,3554714.000000,0,5,0,0,yes,1.000000
2000863,ForestOpenLowAltPlains1000m80,46636626.660000,46879434.000000,0,63,0,0,yes,1.000000
2000861,ForestMediumCrownLowAltUplands1000m80,365187871.160000,365196578.000000,0,361,0,0,yes,1.000000
2000860,ForestLargeCrownLowAltUplands1000m80,10760328.840000,11404915.000000,0,14,0,0,yes,1.000000
2000859,ForestLargecrownLowAltPlains1000m80,32893028.000000,32965906.000000,0,35,0,0,yes,1.000000
2000857,Cultivatedland80,0.000000,0.000000,0,0,0,0,,1.000000
2000851,Volcanicsuccessionsdominatedbywoodland50,90508.680000,235360.000000,0,7,0,0,yes,1.000000
2000850,Volcanicsuccessionsdominatedbyscrub50,933537.660000,2425627.000000,0,17,0,0,yes,1.000000
2000849,Volcanicsuccessionsdominatedbygrass50,299823.900000,608773.000000,0,4,0,0,yes,1.000000
2000848,Urban50,0.000000,20324.000000,0,1,0,0,,1.000000
2000847,TimberPlantation50,0.000000,29205.000000,0,4,0,0,,1.000000
2000844,Swampwoodland50,356892.900000,446898.000000,0,25,0,0,yes,1.000000
2000843,Swampgrassland50,67046.640000,170938.000000,0,5,0,0,yes,1.000000
2000840,SwampforestwithCampnosperma50,21054.160000,45725.000000,0,5,0,0,yes,1.000000
2000838,Swamp50,111377.200000,119766.000000,0,12,0,0,yes,1.000000
2000836,SeralForestVolcanicsuccessions50,52423.580000,52624.000000,0,4,0,0,yes,1.000000
2000830,RiverinesuccessionswithEucalyptusdeglupta50,532972.440000,549459.000000,0,23,0,0,yes,1.000000
2000824,Oilpalm50,0.000000,1949958.000000,0,31,0,0,,1.000000
2000823,Mixedforest50,2685.320000,6359.000000,0,1,0,0,yes,1.000000
2000821,Mangrove50,220383.240000,221146.000000,0,25,0,0,yes,1.000000
2000820,Landuse0450,0.000000,839147.000000,0,22,0,0,,1.000000
2000819,Lakesandlargerrivers50,128946.020000,358617.000000,0,14,0,0,yes,1.000000
2000818,Herbaceousswamp50,1615869.040000,2124751.000000,0,26,0,0,yes,1.000000
2000817,Grasslands50,188816.280000,229542.000000,0,3,0,0,yes,1.000000
2000816,Grasslandwithsomeforest50,2346094.180000,2393964.000000,0,15,0,0,yes,1.000000
2000815,Grasslandrevertingtoforest50,12411.360000,36504.000000,0,3,0,0,yes,1.000000
