"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,9354.834073,8383.214684,8782,9707360.753000,108283924.481035,18261840.711995,9707360.753000,80314723.016021,0.168648,0.883313,17567.020000,0,0.999643
2,8917.720248,7978.932642,8308,9386238.746000,108283924.481035,17174763.701995,9386238.746000,81722922.033021,0.158609,0.163731,375.200000,0,0.999159
3,9636.539787,8679.567890,8961,9568734.246000,108283924.481035,18802308.393996,9568734.246000,79912881.841021,0.173639,0.098473,1213.840000,0,0.999889
4,9378.518532,8435.938171,8382,9424843.598000,108283924.481035,17350240.197996,9424843.598000,81508840.685022,0.160229,0.096001,1243.700000,0,0.999788
5,8859.946308,7933.978999,8588,9238838.371000,108283924.481035,17985465.247996,9238838.371000,81059620.862021,0.166095,2.083471,6320.970000,0,0.999853
6,9088.630370,8165.884126,8467,9223045.534000,108283924.481035,17674871.799996,9223045.534000,81386007.147022,0.163227,0.441691,1691.740000,0,0.999903
7,9054.473831,8092.160627,8732,9623132.040000,108283924.481035,18172347.678996,9623132.040000,80488444.762021,0.167821,0.000000,0.000000,0,1.000000
8,8887.268821,7958.998060,8493,9282707.612000,108283924.481035,17713476.602996,9282707.612000,81287740.266021,0.163584,0.000000,0.000000,0,1.000000
9,9127.021253,8166.691105,8694,9591546.284000,108283924.481035,18088118.926996,9591546.284000,80604259.270021,0.167043,1.175519,1569.980000,0,0.999520
10,9232.855434,8299.691093,8489,9259895.540000,108283924.481035,17714354.011996,9259895.540000,81309674.929021,0.163592,7.174786,5232.150000,0,0.995353
11,9127.487152,8115.446817,9910,10088144.668000,108283924.481035,21040511.351996,10088144.668000,77155268.461020,0.194309,3.225869,16783.840000,0,0.999118
12,9280.567831,8288.072666,8960,9924951.644000,108283924.481035,18621567.537995,9924951.644000,79737405.299021,0.171970,0.000000,0.000000,0,1.000000
13,9358.778446,8402.222283,8588,9538903.286000,108283924.481035,17835432.805995,9538903.286000,80909588.389021,0.164710,2.665834,2006.000000,0,0.999597
14,8922.180864,7994.996767,8281,9256386.058000,108283924.481035,17168622.062995,9256386.058000,81858916.360022,0.158552,1.545491,2768.800000,0,0.999576
15,9539.786487,8596.073803,8279,9437126.842000,108283924.481035,17072987.372995,9437126.842000,81773810.266022,0.157669,0.000000,0.000000,0,1.000000
16,9075.311244,8114.752806,8697,9605584.379000,108283924.481035,18088996.362995,9605584.379000,80589343.739021,0.167052,0.000000,0.000000,0,1.000000
17,9677.773598,8688.231649,8748,9865289.538000,108283924.481035,18093383.269996,9865289.538000,80325251.673021,0.167092,3.012995,2414.180000,0,0.999359
18,8965.723724,8023.877169,8589,9351143.344000,108283924.481035,17931944.875996,9351143.344000,81000836.261021,0.165601,6.732221,5079.500000,0,0.998969
19,8940.887575,7967.879431,8532,9614358.150000,108283924.481035,17650305.057995,9614358.150000,81019261.273022,0.163000,11.572329,2918.800000,0,0.999628
20,8914.499779,7998.921519,8564,9154609.644000,108283924.481035,17964408.033996,9154609.644000,81164906.803021,0.165901,0.117295,88.500000,0,0.999982
21,9952.888674,8934.853537,9537,10179392.598000,108283924.481035,20013096.312996,10179392.598000,78091435.570020,0.184821,0.095877,446.970000,0,0.999996
22,9104.865479,8140.797512,8862,9640679.662000,108283924.481035,18505753.082995,9640679.662000,80137491.736021,0.170900,0.000000,0.000000,0,1.000000
23,8776.254730,7877.876499,8077,8980887.865000,108283924.481035,16769412.975995,8980887.865001,82533623.640022,0.154865,0.289444,213.000000,0,0.999961
24,9596.358074,8637.382789,8952,9588036.608000,108283924.481035,18768967.860996,9588036.608000,79926920.012021,0.173331,0.171624,1522.060000,0,0.999992
25,9136.268406,8223.919365,8136,9100211.954000,108283924.481035,16865047.699995,9100211.954000,82318664.827022,0.155748,2.327846,651.400000,0,0.992868
26,8976.865850,8004.024052,9004,9728417.980000,108283924.481035,18835648.890996,9728417.980000,79719857.610021,0.173947,0.000000,0.000000,0,1.000000
27,9551.584547,8582.684392,8668,9681039.268000,108283924.481035,17974936.599995,9681039.268000,80627948.613021,0.165998,0.796228,3758.680000,0,0.999816
28,9216.489484,8261.147872,8889,9551186.718000,108283924.481035,18621567.479996,9551186.718000,80111170.283021,0.171970,0.222941,71.500000,0,0.999971
29,9124.560070,8161.443195,8557,9526619.898000,108283924.481035,17759977.856996,9526619.898000,80997326.726022,0.164013,10.454885,1784.300000,0,0.999628
30,9163.508291,8234.846527,8723,9270424.214000,108283924.481035,18325012.290996,9270424.214000,80688487.976021,0.169231,1.619343,2551.900000,0,0.999853
31,8914.723452,7988.733890,8729,9259895.622000,108283924.481035,18346069.417996,9259895.622000,80677959.441021,0.169426,0.000000,0.000000,0,1.000000
32,8775.516602,7832.969455,9012,9410805.398000,108283924.481035,19015512.363996,9410805.398000,79857606.719021,0.175608,1.466607,410.400000,0,0.995507
33,9227.877636,8289.384993,8995,9347633.848000,108283924.481035,19002351.609996,9347633.848000,79933939.023021,0.175486,3.729259,1726.400000,0,0.998647
34,9911.951336,8934.835259,8951,9761758.554000,108283924.481035,18679474.799996,9761758.554000,79842691.127020,0.172505,0.940222,6315.080000,0,0.999761
35,9414.279240,8449.822769,8914,9630151.086000,108283924.481035,18647889.030996,9630151.086000,80005884.364021,0.172213,1.441363,596.200000,0,0.999250
