"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,4793.163614,4737.288409,6279,5466093.320000,108283924.481035,13794208.711997,5466093.320000,89023622.449025,0.127389,1.214272,50607.020000,0,0.998972
2,4883.567829,4828.369526,6054,5516981.568000,108283924.481035,13176531.377998,5516981.568000,89590411.535025,0.121685,0.028488,18.000000,0,0.999992
3,4832.059852,4778.107432,6180,5392393.220000,108283924.481035,13570476.144997,5392393.220000,89321055.116025,0.125323,0.028488,18.000000,0,0.999992
4,4776.506388,4722.413586,6054,5406431.366000,108283924.481035,13231806.477998,5406431.366000,89645686.637025,0.122195,0.028488,18.000000,0,0.999992
5,4828.832007,4772.015747,6057,5452055.296000,108283924.481035,13216890.980998,5452055.296000,89614978.204025,0.122058,2.295707,24173.720000,0,0.999480
6,4855.980775,4800.462731,6025,5515226.864000,108283924.481035,13101076.449998,5515226.864000,89667621.167025,0.120988,0.365775,2081.900000,0,0.999701
7,4799.876697,4743.824523,6231,5448545.714000,108283924.481035,13676639.427997,5448545.714000,89158739.339025,0.126304,1.566717,9448.900000,0,0.998632
8,4899.516623,4844.615710,6032,5487150.600000,108283924.481035,13133539.581998,5487150.600000,89663234.299025,0.121288,0.029407,18.500000,0,0.999992
9,4737.198568,4681.250725,6040,5473112.448000,108283924.481035,13161615.863998,5473112.448000,89649196.169025,0.121547,1.216718,50730.520000,0,0.998972
10,4799.795097,4743.929983,6171,5583662.598000,108283924.481035,13451152.130997,5583662.598000,89249109.752025,0.124221,0.028488,18.000000,0,0.999992
11,4688.745910,4633.862467,6072,5460829.100000,108283924.481035,13251986.267998,5460829.100000,89571109.113025,0.122382,0.275151,979.420000,0,0.999978
12,4833.418061,4778.604887,6146,5478376.696000,108283924.481035,13437991.388997,5478376.696000,89367556.396025,0.124100,0.029407,18.500000,0,0.999992
13,4985.876786,4930.990601,6569,5359052.736000,108283924.481035,14611051.868997,5359052.736000,88313819.876024,0.134933,1.295658,1002.420000,0,0.995507
14,4762.549817,4708.136106,6444,5432752.824000,108283924.481035,14245183.338997,5432752.824000,88605988.318024,0.131554,0.086183,186.500000,0,0.999992
15,4826.089986,4771.771023,6051,5422224.294000,108283924.481035,13216013.570998,5422224.294000,89645686.616025,0.122050,0.096719,966.800000,0,0.999973
16,4796.664859,4740.682876,6050,5441526.644000,108283924.481035,13203730.251998,5441526.644000,89638667.585025,0.121936,1.566717,9448.900000,0,0.998632
17,4843.773066,4788.911578,6140,5466093.332000,108283924.481035,13428340.186998,5466093.332000,89389490.962025,0.124010,0.200555,27766.340000,0,0.997421
18,4805.598905,4750.996302,6204,5457319.588000,108283924.481035,13601184.520997,5457319.588000,89225420.372024,0.125607,0.029407,18.500000,0,0.999992
19,4717.868053,4662.118544,6357,5397657.546000,108283924.481035,14033734.139997,5397657.546000,88852532.795024,0.129601,1.772934,1870.700000,0,0.999480
20,4806.522044,4751.793659,6024,5450300.508000,108283924.481035,13130907.470998,5450300.508000,89702716.502025,0.121264,0.225380,1147.040000,0,0.999933
21,4844.026158,4790.214119,6170,5378355.104000,108283924.481035,13551173.742997,5378355.104000,89354395.634025,0.125145,0.028488,18.000000,0,0.999992
22,4873.528084,4818.346409,6022,5515226.804000,108283924.481035,13093180.051998,5515226.804000,89675517.625025,0.120915,0.029407,18.500000,0,0.999992
23,4875.224476,4820.567187,6026,5429243.344000,108283924.481035,13146700.348998,5429243.344000,89707980.788025,0.121410,0.364856,2081.400000,0,0.999701
24,4918.082221,4864.140741,6097,5394148.056000,108283924.481035,13351130.484998,5394148.056000,89538645.940025,0.123297,0.000000,0.000000,0,1.000000
25,4831.914630,4777.207661,6133,5467848.098000,108283924.481035,13409037.787998,5467848.098000,89407038.595025,0.123832,0.028488,18.000000,0,0.999992
26,4824.371697,4768.500272,6534,5409940.908000,108283924.481035,14493482.577997,5409940.908000,88380500.995024,0.133847,1.772015,1870.200000,0,0.999480
27,4787.353470,4732.018195,6088,5513472.108000,108283924.481035,13267779.132998,5513472.108000,89502673.240025,0.122528,0.200555,27766.340000,0,0.997421
28,4850.743826,4794.903716,6145,5462583.822000,108283924.481035,13443255.690997,5462583.822000,89378084.968025,0.124148,1.214272,50607.020000,0,0.998972
29,4863.118001,4807.963421,6240,5473112.516000,108283924.481035,13688045.363997,5473112.516000,89122766.601024,0.126409,0.423455,30570.280000,0,0.997351
30,4867.497357,4810.783645,6095,5494169.632000,108283924.481035,13295855.402998,5494169.632000,89493899.446025,0.122787,1.772015,1870.200000,0,0.999480
31,4755.457676,4700.208076,6126,5459074.328000,108283924.481035,13394999.618997,5459074.328000,89429850.534025,0.123703,0.658857,26048.740000,0,0.998673
32,4811.687904,4754.658335,6032,5525755.402000,108283924.481035,13114237.184998,5525755.402000,89643931.894025,0.121110,1.772015,1870.200000,0,0.999480
33,4881.126726,4826.516107,6124,5446790.962000,108283924.481035,13395877.010997,5446790.962000,89441256.508025,0.123711,0.142710,4891.020000,0,0.999901
34,4868.461262,4812.585137,6241,5466093.398000,108283924.481035,13694187.075997,5466093.398000,89123644.007024,0.126466,1.215191,50607.520000,0,0.998972
35,4836.641635,4781.705268,6198,5473112.468000,108283924.481035,13577495.193997,5473112.468000,89233316.819024,0.125388,0.205242,28526.340000,0,0.997351
36,4838.013722,4783.095261,6085,5488905.414000,108283924.481035,13272166.039998,5488905.414000,89522853.027025,0.122568,0.029407,18.500000,0,0.999992
37,4870.683987,4815.800622,6261,5485395.836000,108283924.481035,13737178.814997,5485395.836000,89061349.830024,0.126863,0.029407,18.500000,0,0.999992
38,4763.498003,4708.404066,6063,5506452.996000,108283924.481035,13205484.990998,5506452.996000,89571986.494025,0.121952,0.029407,18.500000,0,0.999992
39,4844.877380,4789.784362,6055,5506452.966000,108283924.481035,13184427.814998,5506452.966000,89593043.700025,0.121758,0.028488,18.000000,0,0.999992
40,4773.647684,4718.888072,6139,5473112.448000,108283924.481035,13422198.479998,5473112.448000,89388613.553025,0.123954,0.028488,18.000000,0,0.999992
41,4843.673557,4789.281526,6128,5436262.348000,108283924.481035,13411669.914998,5436262.348000,89435992.218025,0.123857,0.029407,18.500000,0,0.999992
42,4878.664281,4823.526371,6124,5474867.208000,108283924.481035,13381838.872998,5474867.208000,89427218.400025,0.123581,0.389237,289.700000,0,0.999942
43,4766.151921,4712.462715,6335,5366071.780000,108283924.481035,13991619.780997,5366071.780000,88926232.920024,0.129212,0.028488,18.000000,0,0.999992
