"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,4817.779739,4811.783911,5761,5736327.214000,108283924.481035,12295639.254998,5736327.214001,90251958.012025,0.113550,0.259501,95.000000,0,0.999961
2,4690.822716,4684.966881,5753,5755629.608000,108283924.481035,12264930.895998,5755629.608001,90263363.977025,0.113266,0.100205,26865.340000,0,0.997505
3,4796.023650,4790.295029,5779,5624022.294000,108283924.481035,12399170.411998,5624022.294001,90260731.775025,0.114506,0.104599,28526.340000,0,0.997351
4,4833.407310,4827.733049,5763,5645079.424000,108283924.481035,12346527.462998,5645079.424001,90292317.594025,0.114020,0.029182,18.500000,0,0.999992
5,4896.765182,4890.920746,5765,5739836.760000,108283924.481035,12304413.073998,5739836.760001,90239674.647025,0.113631,0.104599,28526.340000,0,0.997351
6,4745.905975,4739.881431,5777,5664381.804000,108283924.481035,12373726.336998,5664381.804001,90245816.340025,0.114271,0.360162,1053.660000,0,0.999978
7,4949.850298,4943.817875,5782,5771422.450000,108283924.481035,12333366.751998,5771422.450001,90179135.279025,0.113898,0.261001,87646.340000,0,0.991856
8,4804.792191,4797.750957,5771,5766158.200000,108283924.481035,12307045.257998,5766158.200001,90210721.023025,0.113655,1.275075,455.700000,0,0.995507
9,4811.294201,4805.560278,5759,5704741.472000,108283924.481035,12306167.839998,5704741.472001,90273015.169025,0.113647,0.029182,18.500000,0,0.999992
10,5016.538155,5010.605137,5765,5829329.754000,108283924.481035,12259666.583998,5829329.754001,90194928.143025,0.113218,0.103688,28525.840000,0,0.997351
11,4870.771230,4864.964517,5769,5778441.560000,108283924.481035,12295639.292998,5778441.560001,90209843.628025,0.113550,0.028271,18.000000,0,0.999992
12,4801.337056,4795.548735,5763,5759139.142000,108283924.481035,12289497.589998,5759139.142001,90235287.749025,0.113493,0.029182,18.500000,0,0.999992
13,4771.751934,4765.980161,5786,5729308.152000,108283924.481035,12364952.475998,5729308.152001,90189663.853025,0.114190,0.042465,226.800000,0,0.999992
14,4905.282866,4897.711196,5774,5824065.400000,108283924.481035,12285988.092998,5824065.400001,90173870.988025,0.113461,1.747604,1885.860000,0,0.999480
15,4773.296920,4766.200382,5759,5748610.570000,108283924.481035,12284233.303998,5748610.570001,90251080.607025,0.113445,1.347928,26743.700000,0,0.999240
16,4868.723461,4861.569755,5754,5797743.996000,108283924.481035,12246505.860998,5797743.996001,90239674.624025,0.113096,1.355961,35854.720000,0,0.999281
17,4955.380481,4949.614972,5767,5736327.238000,108283924.481035,12311432.174998,5736327.238001,90236165.068025,0.113696,0.029182,18.500000,0,0.999992
18,4734.063144,4727.770070,5757,5729308.180000,108283924.481035,12288620.183998,5729308.180001,90265996.117025,0.113485,0.563766,28544.840000,0,0.997351
19,4690.702337,4683.211141,5767,5748610.550000,108283924.481035,12305290.503998,5748610.550001,90230023.427025,0.113639,1.742586,1870.200000,0,0.999480
20,4953.996600,4947.899249,5745,5702986.686000,108283924.481035,12270195.164998,5702986.686001,90310742.630025,0.113315,0.394364,18538.840000,0,0.998303
21,4636.347558,4628.889742,5766,5648588.942000,108283924.481035,12352669.131998,5648588.942000,90282666.407025,0.114077,1.809227,4653.500000,0,0.999834
22,4759.181578,4741.868017,5759,5766158.208000,108283924.481035,12275459.463998,5766158.208001,90242306.809025,0.113364,11.547403,140019.660000,0,0.991856
23,4837.643817,4831.147598,5779,5757384.348000,108283924.481035,12332489.352998,5757384.348001,90194050.780025,0.113890,0.738834,8135.460000,0,0.999822
24,4939.588039,4932.271095,5772,5715270.064000,108283924.481035,12335121.477998,5715270.064001,90233532.939025,0.113915,1.601674,4597.700000,0,0.999613
25,4787.125976,4781.251672,5778,5845122.650000,108283924.481035,12285988.067998,5845122.650001,90152813.763025,0.113461,0.029182,18.500000,0,0.999992
26,4837.582375,4831.637132,5761,5752120.122000,108283924.481035,12287742.838998,5752120.122001,90244061.520025,0.113477,0.193123,133869.500000,0,0.999499
27,4907.621201,4901.846075,5749,5746855.802000,108283924.481035,12258789.217998,5746855.802001,90278279.461025,0.113210,0.028271,18.000000,0,0.999992
28,4907.550043,4901.755276,5772,5766158.196000,108283924.481035,12309677.425998,5766158.196001,90208088.859025,0.113680,0.028609,207.500000,0,0.999730
29,4873.310316,4867.391545,5780,5788970.164000,108283924.481035,12319328.595998,5788970.164001,90175625.721025,0.113769,0.129800,4891.520000,0,0.999901
30,4762.550414,4753.173797,5788,5853896.452000,108283924.481035,12307922.671998,5853896.452001,90122105.357025,0.113663,3.522721,30234.240000,0,0.997351
31,4739.741428,4733.915413,5785,5797743.972000,108283924.481035,12328102.441998,5797743.972001,90158078.067025,0.113850,0.028271,18.000000,0,0.999992
32,4744.490506,4738.635504,5770,5825820.198000,108283924.481035,12274582.100998,5825820.198001,90183522.182025,0.113356,0.029182,18.500000,0,0.999992
33,4913.681642,4907.572929,5766,5771422.494000,108283924.481035,12291252.365998,5771422.494001,90221249.621025,0.113509,0.337290,2446.100000,0,0.999701
34,4692.078906,4686.306378,5788,5743346.270000,108283924.481035,12363197.718998,5743346.270001,90177380.492025,0.114174,0.029182,18.500000,0,0.999992
