"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,3105897728.753383,3065594369.000000,910,37761183.614588,275577496.942233,30175464.709600,37761183.614588,207640848.618038,0.109499,2542176.138795,312.018000,1,0.938370
2,3123766293.762598,3083768041.000000,914,37299451.038842,275577496.942233,30374131.083500,37299451.038842,207903914.819884,0.110220,2698801.723756,180.762000,0,0.968569
3,3103612759.936371,3065904028.000000,909,36143038.159605,275577496.942233,30700479.786300,36143038.159605,208733978.996321,0.111404,1565693.776766,317.976000,0,0.992930
4,3177662300.784030,3138324969.000000,911,36032560.808721,275577496.942233,30708484.893600,36032560.808721,208836451.239905,0.111433,3304770.975309,304.702000,1,0.949815
5,3072494801.467621,3031605218.000000,921,36577419.052045,275577496.942233,31325928.181500,36577419.052045,207674149.708681,0.113674,4312164.415577,633.308000,0,0.951030
6,3158275555.652353,3095816012.000000,915,36718039.502044,275577496.942233,30571512.216800,36718039.502044,208287945.223382,0.110936,25741504.150309,645.492000,0,0.971097
7,3152723999.066247,3113538316.000000,910,34926376.662984,275577496.942233,31531311.643900,34926376.662984,209119808.635342,0.114419,4259306.403263,251.102000,0,0.985687
8,3086131629.252470,3044415984.000000,916,37290579.356243,275577496.942233,30498748.598600,37290579.356243,207788168.987383,0.110672,4425065.896227,531.062000,0,0.976818
9,3101614905.400777,3061544098.000000,910,37342756.210390,275577496.942233,30477259.387000,37342756.210390,207757481.344836,0.110594,2728051.190387,214.940000,0,0.995026
10,3065509660.029954,3025723029.000000,920,36251595.164171,275577496.942233,31202969.445200,36251595.164171,208122932.332855,0.113228,3535035.865783,294.092000,1,0.938370
