"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
1472,,192999.112000,232511.850000,0,446,0,0,yes,1.000000
1471,,212937.398000,246569.390000,0,468,0,0,yes,1.000000
1470,,209558.708000,248659.290000,0,475,0,0,yes,1.000000
1469,,278548.864000,315057.800000,0,580,0,0,yes,1.000000
1468,,183616.266000,215763.150000,0,409,0,0,yes,1.000000
1467,,80332.916000,133153.600000,0,274,0,0,yes,1.000000
1466,,171109.830000,233795.420000,0,457,0,0,yes,1.000000
1465,,432.084000,1006.970000,0,3,0,0,yes,1.000000
1464,,52218.684000,82012.860000,0,175,0,0,yes,1.000000
1463,,46231.530000,79347.800000,0,175,0,0,yes,1.000000
1462,,66661.482000,102789.660000,0,219,0,0,yes,1.000000
1461,,307895.418000,344696.240000,0,641,0,0,yes,1.000000
1460,,90751.334000,140728.960000,0,294,0,0,yes,1.000000
1459,,161981.830000,211793.990000,0,409,0,0,yes,1.000000
1458,,78979.938000,109485.050000,0,240,0,0,yes,1.000000
1457,,105554.988000,165284.680000,0,335,0,0,yes,1.000000
1456,,203.472000,588.430000,0,2,0,0,yes,1.000000
1455,,203.472000,588.430000,0,2,0,0,yes,1.000000
1454,,9411.340000,19159.400000,0,47,0,0,yes,1.000000
1453,,20070.704000,37744.760000,0,80,0,0,yes,1.000000
1452,,246373.300000,265189.500000,0,499,0,0,yes,1.000000
1451,,735.576000,1214.680000,0,3,0,0,yes,1.000000
1450,,735.576000,1214.680000,0,3,0,0,yes,1.000000
1449,,735.576000,1214.680000,0,3,0,0,yes,1.000000
1448,,340720.434000,368471.220000,0,669,0,0,yes,1.000000
1447,,288069.028000,307204.290000,0,559,0,0,yes,1.000000
1446,,208755.538000,242297.190000,0,453,0,0,yes,1.000000
1445,,204402.838000,232284.580000,0,431,0,0,yes,1.000000
1444,,265822.134000,314363.150000,0,588,0,0,yes,1.000000
1443,,324160.160000,353286.250000,0,650,0,0,yes,1.000000
1442,,230444.450000,258564.810000,0,480,0,0,yes,1.000000
1441,,251147.880000,298956.440000,0,564,0,0,yes,1.000000
1440,,252703.334000,313563.330000,0,589,0,0,yes,1.000000
1439,,735.576000,1214.680000,0,3,0,0,yes,1.000000
1438,,218543.996000,273929.320000,0,516,0,0,yes,1.000000
1437,,235483.336000,282732.940000,0,531,0,0,yes,1.000000
1436,,109064.348000,156024.510000,0,311,0,0,yes,1.000000
1435,,281549.912000,315959.010000,0,584,0,0,yes,1.000000
