"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,53661195.898800,41401126.158073,3493,12260000.000001,237740000.000004,37290000.000001,12260000.000001,188189999.999998,0.156852,69.740726,11516.859091,1,0.999998
2,53653069.113505,41653041.731040,3572,12000000.000001,237740000.000004,38270000.000000,12000000.000001,187469999.999999,0.160974,27.382464,4188.802565,2,0.999999
3,53312402.622039,41082056.497458,3511,12230000.000001,237740000.000004,37810000.000000,12230000.000001,187699999.999999,0.159039,346.124580,27184.750109,3,0.999996
4,53763974.716700,41613805.589861,3562,12150000.000001,237740000.000004,38409999.999999,12150000.000001,187179999.999999,0.161563,169.126837,23913.573834,2,0.999997
5,53479667.258228,41389667.258227,3534,12090000.000001,237740000.000004,37650000.000000,12090000.000001,187999999.999999,0.158366,0.000000,0.000000,0,1.000000
6,53371415.467302,41391400.549831,3592,11980000.000001,237740000.000004,39019999.999999,11980000.000001,186739999.999999,0.164129,14.917469,2463.444280,1,1.000000
7,53744168.111827,41704168.111826,3529,12040000.000001,237740000.000004,37510000.000000,12040000.000001,188189999.999999,0.157777,0.000000,0.000000,0,1.000000
8,53441609.368225,41191609.368224,3597,12250000.000001,237740000.000004,38909999.999999,12250000.000001,186579999.999999,0.163666,0.000000,0.000000,0,1.000000
9,53660563.877072,41368564.436093,3504,12290000.000001,237740000.000004,37310000.000000,12290000.000001,188139999.999999,0.156936,1999.440978,11272.451165,2,0.999913
10,53506328.702553,41586328.702553,3566,11920000.000000,237740000.000004,38239999.999999,11920000.000000,187580000.000000,0.160848,0.000000,0.000000,0,1.000000
