"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,4343465079.776818,3267268506.000000,848,20861037.518303,275577496.942233,36178695.006700,20861037.518303,218537764.417224,0.131283,33144697.861677,634.486000,1,0.938370
2,4201955378.579759,3155918557.000000,845,20728056.919825,275577496.942233,36164830.308700,20728056.919825,218684609.713702,0.131233,9633975.588516,210.598000,0,0.993667
3,4174182204.593415,3161909196.000000,855,20103478.880652,275577496.942233,36781578.525200,20103478.880652,218692439.536375,0.133471,7099064.560821,302.938000,0,0.985559
4,4306776428.164531,3175090747.000000,868,21862049.033951,275577496.942233,36693064.755600,21862049.033951,217022383.152675,0.133150,38583229.466988,606.844000,0,0.984143
5,4302491544.664941,3161557938.000000,855,22079185.387979,275577496.942233,35881398.104800,22079185.387979,217616913.449448,0.130204,36974337.265999,564.848000,0,0.985373
6,4402894419.114351,3296611181.000000,842,21910725.712659,275577496.942233,35482689.360500,21910725.712659,218184081.869068,0.128758,10746952.481409,340.142000,0,0.963853
7,4206765248.812029,3188462547.000000,855,20294850.759638,275577496.942233,36695220.148100,20294850.759638,218587426.034489,0.133158,3560163.830136,214.894000,0,0.987345
8,4254688680.351672,3183635034.000000,847,21204241.492536,275577496.942233,35971273.122800,21204241.492536,218401982.326891,0.130531,10841571.724879,418.096000,0,0.958142
9,4284033684.690270,3191822256.000000,844,21611953.533294,275577496.942233,35564464.835100,21611953.533294,218401078.573833,0.129054,11613752.025578,308.194000,0,0.985738
10,4293303502.761047,3216093526.000000,868,21033547.341690,275577496.942233,37296798.328500,21033547.341690,217247151.272037,0.135341,25532609.676554,441.726000,1,0.938370
