"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,37228428.220862,37228272.649023,3472,48640000.000002,237740000.000004,18610000.000001,48640000.000000,170489999.999996,0.078279,155.571839,44085.061709,1,0.999993
2,37272939.256330,37272913.871632,3464,48260000.000001,237740000.000004,18780000.000001,48259999.999999,170699999.999997,0.078994,25.384698,7193.370988,1,0.999999
3,36962630.660109,36962608.504947,3464,48400000.000001,237740000.000004,18730000.000001,48399999.999999,170609999.999998,0.078784,22.155162,4853.646261,2,0.999999
4,37149367.270036,37149356.836360,3465,49080000.000002,237740000.000004,18170000.000001,49080000.000000,170489999.999996,0.076428,10.433676,2956.635754,1,1.000000
5,37188371.381072,37188355.814719,3462,49030000.000001,237740000.000004,18180000.000001,49029999.999999,170529999.999997,0.076470,15.566353,4411.104450,1,0.999999
6,37173303.226715,37173297.882999,3465,48730000.000001,237740000.000004,18430000.000001,48729999.999999,170579999.999998,0.077522,5.343716,107.602907,1,1.000000
7,37266887.119058,37266861.729475,3465,48870000.000003,237740000.000004,18270000.000000,48870000.000000,170599999.999997,0.076849,25.389583,3948.732877,3,0.999999
8,37068550.397639,37068509.128905,3464,49200000.000001,237740000.000004,18260000.000001,49199999.999999,170279999.999998,0.076807,41.268734,11694.498686,1,0.999998
9,37204829.469349,37204773.156541,3467,49160000.000001,237740000.000004,18420000.000001,49159999.999999,170159999.999998,0.077480,56.312808,8616.594161,3,0.999998
10,37235413.354973,37235407.228514,3463,49180000.000002,237740000.000004,17980000.000001,49179999.999999,170579999.999997,0.075629,6.126459,489.285880,1,1.000000
