"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,82879912377.398087,7024715343.000000,894,15155501.637342,275577496.942233,41115276.322999,15155501.637342,219306718.981886,0.149197,77688847.688094,74.374000,0,0.989408
2,83495106602.234634,6481461086.000000,832,15393921.791096,275577496.942233,38223414.218800,15393921.791096,221960160.932332,0.138703,44036560.754652,37.322000,0,0.992904
3,82306589824.175003,5699317169.000000,982,15321454.531035,275577496.942233,46099544.052999,15321454.531035,214156498.358192,0.167283,0.000000,0.000000,0,1.000000
4,81624118550.933090,6765814253.000000,1073,14965541.520406,275577496.942233,51496869.803699,14965541.520406,209115085.618121,0.186869,30596695.903080,28.304000,0,0.996014
5,76687624146.292358,6465690200.000000,847,14041028.330566,275577496.942233,39450760.456500,14041028.330566,222085708.155162,0.143157,16792293.462353,15.534000,0,0.997813
6,81589949796.804535,7151060830.000000,870,14881640.510831,275577496.942233,40181720.640200,14881640.510831,220514135.791197,0.145809,30686412.649529,15.736000,0,0.957434
7,78372065596.114853,7684537098.000000,937,14116729.482916,275577496.942233,44008150.027299,14116729.482916,217452617.432011,0.159694,103881083.534853,90.994000,0,0.972630
8,86670740591.583328,6636132067.000000,928,15999870.353995,275577496.942233,42956697.174699,15999870.353995,216620929.413532,0.155879,35256754.608329,26.082000,0,0.987478
9,84781377614.095352,7169761787.000000,913,15477596.522665,275577496.942233,42061371.179799,15477596.522665,218038529.239762,0.152630,223633213.770347,159.668000,0,0.952110
10,80768652447.122406,8349915041.000000,1166,14469051.562679,275577496.942233,56590048.505699,14469051.562679,204518396.873847,0.205351,73479592.727403,64.364000,0,0.980640
