"Run_Number","Score","Cost","Planning_Units","Connectivity","Connectivity_Total","Connectivity_In","Connectivity_Edge","Connectivity_Out","Connectivity_In_Fraction","Penalty","Shortfall","Missing_Values","MPM"
1,34858.189232,10004.711725,9116,8282491.394000,108283924.481035,19853412.723996,8282491.394001,80148020.363022,0.183346,6.003325,1455.500000,0,0.999614
2,32626.455762,9285.352821,9111,7778873.832000,108283924.481035,20092060.741996,7778873.832001,80412989.907021,0.185550,4.481445,910.500000,0,0.999614
3,33717.299639,9237.610429,9776,8157902.940000,108283924.481035,21652924.410997,8157902.940001,78473097.130020,0.199964,5.980390,2139.500000,0,0.999566
4,31663.720303,8948.285359,8484,7571811.648000,108283924.481035,18545235.205996,7571811.648001,82166877.627022,0.171265,0.000000,0.000000,0,1.000000
5,35041.445707,10886.975892,9273,8050862.502000,108283924.481035,20382474.337995,8050862.502001,79850587.641021,0.188232,1.882310,525.060000,0,0.999901
6,33886.467805,9229.301897,9088,8217565.202000,108283924.481035,19812175.646996,8217565.202001,80254183.632021,0.182965,4.470302,81.240000,0,0.999631
7,34841.092746,10184.129980,9262,8217565.200000,108283924.481035,20270169.381996,8217565.200001,79796189.899021,0.187195,4.267166,2621.160000,0,0.999853
8,32898.227924,8910.320027,9400,7992955.234000,108283924.481035,20745710.733996,7992955.234001,79545258.513020,0.191586,9.042196,1905.200000,0,0.998893
9,32897.402059,9555.353506,8844,7780628.694000,108283924.481035,19388399.873996,7780628.694001,81114895.913021,0.179052,0.162470,112.660000,0,0.999998
10,33206.573075,9490.027054,8873,7905217.004000,108283924.481035,19402437.992996,7905217.004001,80976269.484021,0.179181,0.895010,306.500000,0,0.999941
11,34397.900239,9699.096695,9010,8228093.648000,108283924.481035,19601603.942996,8228093.648001,80454226.890021,0.181020,14.522600,2297.500000,0,0.999762
12,32706.373484,9569.795126,9164,7712192.786000,108283924.481035,20264905.105996,7712192.786001,80306826.589021,0.187146,0.000000,0.000000,0,1.000000
13,33309.844014,9236.192207,9238,8017521.966000,108283924.481035,20307019.474996,8017521.966001,79959383.040021,0.187535,21.085909,5359.000000,0,0.999146
14,33680.575860,9540.899791,9719,8036824.388000,108283924.481035,21563431.260996,8036824.388001,78683668.832021,0.199138,29.202905,5236.110000,0,0.999082
15,34371.907577,9371.218506,9433,8328115.238000,108283924.481035,20664991.622996,8328115.238001,79290817.620020,0.190841,16.343357,1472.300000,0,0.997535
16,33233.695586,9907.602755,9163,7775364.277000,108283924.481035,20230687.169996,7775364.277001,80277873.034021,0.186830,0.000000,0.000000,0,1.000000
17,32428.393086,9098.382715,8902,7770100.042000,108283924.481035,19546328.815996,7770100.042001,80967495.623021,0.180510,19.710245,5065.460000,0,0.998647
18,33239.305006,8960.374102,9272,8092976.968000,108283924.481035,20358784.963996,8092976.968001,79832162.549021,0.188013,0.000000,0.000000,0,1.000000
19,34459.370135,10628.691057,9063,7942066.850000,108283924.481035,19884121.214996,7942066.850001,80457736.416022,0.183629,4.478528,910.000000,0,0.999614
20,34946.910487,10002.287757,9379,8308812.738000,108283924.481035,20532506.882996,8308812.738001,79442604.860021,0.189617,18.184515,2618.000000,0,0.999628
21,31628.204290,9049.641154,8736,7526187.712000,108283924.481035,19231348.402996,7526187.712001,81526388.366022,0.177601,0.000000,0.000000,0,1.000000
22,33585.587589,9574.751294,9898,8003483.772000,108283924.481035,22051256.044997,8003483.772001,78229184.664021,0.203643,0.384979,260.660000,0,0.999994
23,32545.781364,8997.907608,8740,7849064.386000,108283924.481035,19080438.686996,7849064.386001,81354421.408021,0.176207,0.680598,85.500000,0,0.999965
24,33376.073239,9176.107195,9301,8066655.348000,108283924.481035,20448278.046996,8066655.348001,79768991.086021,0.188839,0.000000,0.000000,0,1.000000
25,33903.247907,9879.010960,9187,8006993.322000,108283924.481035,20178044.189996,8006993.322001,80098886.969021,0.186344,3.256982,704.440000,0,0.999431
26,33782.663856,9751.151517,9653,8010502.856000,108283924.481035,21402870.292996,8010502.856001,78870551.332020,0.197655,0.003770,0.500000,0,1.000000
27,33001.992209,9896.999351,8939,7701664.286000,108283924.481035,19677936.129996,7701664.286001,80904324.065021,0.181725,0.000000,0.000000,0,1.000000
28,34038.164473,9859.255975,9032,8059636.166000,108283924.481035,19743739.924996,8059636.166001,80480548.390021,0.182333,0.000000,0.000000,0,1.000000
29,31664.137058,9012.659591,8634,7548999.646000,108283924.481035,18951463.369996,7548999.646001,81783461.465022,0.175016,4.478528,910.000000,0,0.999614
30,34261.690082,9441.229862,9165,8271962.728000,108283924.481035,19987652.250996,8271962.728001,80024309.502021,0.184586,4.572036,929.000000,0,0.999606
31,32379.742007,9173.045576,8703,7733249.904000,108283924.481035,19040956.421996,7733249.904001,81509718.155021,0.175843,6.946719,2231.560000,0,0.999036
32,33075.154453,9182.766611,9128,7963124.012000,108283924.481035,20044682.182996,7963124.012001,80276118.286021,0.185112,3.015806,453.100000,0,0.998763
33,34158.175990,9852.929183,9688,8099995.862000,108283924.481035,21450248.966996,8099995.862001,78733679.652021,0.198093,5.259221,1881.500000,0,0.999618
34,32991.190789,8990.945976,9136,7994709.939000,108283924.481035,20049946.421996,7994709.939001,80239268.120021,0.185161,16.114996,1784.300000,0,0.999628
35,31519.099471,8611.264178,9804,7629718.740000,108283924.481035,21990716.601997,7629718.740001,78663489.139020,0.203084,18.679073,7333.200000,0,0.993888
36,33889.276146,9742.832005,9240,8047353.040000,108283924.481035,20297368.193996,8047353.040001,79939203.247021,0.187446,4.385021,891.000000,0,0.999622
37,33886.418264,9081.058016,9360,8268453.416000,108283924.481035,20502675.724996,8268453.416001,79512795.340021,0.189342,0.000000,0.000000,0,1.000000
38,32603.915453,9233.291272,8420,7789402.472000,108283924.481035,18267982.382996,7789402.472001,82226539.626022,0.168704,2.416765,593.440000,0,0.999520
39,34268.015464,9843.657289,9477,8140355.390000,108283924.481035,20874686.060996,8140355.390001,79268883.030020,0.192777,3.292005,440.000000,0,0.999231
40,34039.308259,9360.666195,9509,8221074.696000,108283924.481035,20918555.099996,8221074.696001,79144294.685020,0.193182,15.417976,2308.500000,0,0.998972
41,34239.848634,9639.796314,9550,8200017.440000,108283924.481035,21037001.756996,8200017.440001,79046905.284021,0.194276,0.000000,0.000000,0,1.000000
42,36810.751183,10152.036891,10188,8880866.432000,108283924.481035,22375887.509996,8880866.432001,77027170.539020,0.206641,16.114996,1784.300000,0,0.999628
43,34359.863464,9474.456395,9455,8287755.786000,108283924.481035,20743078.592996,8287755.786001,79253090.102021,0.191562,22.139710,2178.500000,0,0.997535
44,33350.767791,9535.095555,9630,7938557.412000,108283924.481035,21378303.600997,7938557.412001,78967063.468020,0.197428,0.000000,0.000000,0,1.000000
45,32749.623470,9248.783825,8616,7833271.578000,108283924.481035,18761948.782996,7833271.578001,81688704.120022,0.173266,1.024912,32.680000,0,0.999941
46,32609.666277,9483.616635,9156,7708683.214000,108283924.481035,20245602.685996,7708683.214001,80329638.581021,0.186968,0.000000,0.000000,0,1.000000
47,32923.997759,8837.355956,9848,8024541.122000,108283924.481035,21909119.966997,8024541.122001,78350263.392020,0.202330,13.018437,1917.640000,0,0.997535
48,32464.185861,9245.481598,8699,7738514.342000,108283924.481035,19027795.663996,7738514.342001,81517614.475021,0.175721,3.161237,583.600000,0,0.999691
49,33610.066150,9326.350464,9351,8089467.298000,108283924.481035,20568479.447996,8089467.298001,79625977.735020,0.189950,15.313792,5407.690000,0,0.998995
50,32408.393936,9645.580646,8497,7587604.430000,108283924.481035,18571556.773996,7587604.430001,82124763.277022,0.171508,0.000000,0.000000,0,1.000000
51,35215.999045,9977.829334,9639,8410589.302000,108283924.481035,21165976.983996,8410589.302001,78707358.195021,0.195467,6.401806,4411.230000,0,0.999164
52,35225.335564,10115.538095,9526,8366720.190000,108283924.481035,20890478.867996,8366720.190001,79026725.423021,0.192923,9.636899,1663.800000,0,0.999606
53,33827.147620,9377.818883,9726,8145619.652000,108283924.481035,21527458.641996,8145619.652001,78610846.187020,0.198806,12.469781,4053.500000,0,0.999257
54,32040.648948,9404.178870,9370,7545490.026000,108283924.481035,20890478.890996,7545490.026001,79847955.564021,0.192923,0.000000,0.000000,0,1.000000
55,34495.691132,9041.699598,9758,8482534.628000,108283924.481035,21443229.927996,8482534.628001,78358159.925021,0.198028,6.387650,2987.400000,0,0.999840
56,32619.728083,9493.589699,8929,7708683.266000,108283924.481035,19648105.126996,7708683.266001,80927136.088021,0.181450,0.088586,18.000000,0,0.999992
57,34229.635568,9315.698051,9285,8303548.504000,108283924.481035,20287717.092996,8303548.504001,79692658.884021,0.187357,3.292005,440.000000,0,0.999231
58,32232.244869,9290.445825,8939,7647266.348000,108283924.481035,19705135.092996,7647266.348001,80931523.040022,0.181977,0.000000,0.000000,0,1.000000
59,33512.162262,9861.655312,9646,7882404.982000,108283924.481035,21448494.171996,7882404.982001,78953025.327021,0.198076,3.292005,440.000000,0,0.999231
60,33313.182590,9594.727058,8782,7903462.174000,108283924.481035,19163789.971996,7903462.174001,81216672.335021,0.176977,8.069010,3301.800000,0,0.999614
61,34308.390485,9307.333715,9311,8333379.486000,108283924.481035,20341237.440996,8333379.486001,79609307.554021,0.187851,0.918312,103.680000,0,0.999907
62,35229.850292,9291.187305,9517,8645727.818000,108283924.481035,20727285.753996,8645727.818001,78910910.909020,0.191416,1.479532,273.100000,0,0.999856
63,33058.304963,8805.695711,9594,8084203.084000,108283924.481035,21210723.447996,8084203.084001,78988997.949020,0.195881,0.000000,0.000000,0,1.000000
64,34063.968760,9342.749164,10560,8240377.003000,108283924.481035,23675291.221997,8240377.003001,76368256.256019,0.218641,0.088586,18.000000,0,0.999992
65,33792.409316,9467.534051,9144,8103505.286000,108283924.481035,20016605.963996,8103505.286001,80163813.231021,0.184853,14.359407,2433.000000,0,0.999146
66,34729.409334,9850.157720,9690,8293020.044000,108283924.481035,21359001.167996,8293020.044001,78631903.269020,0.197250,0.191482,110.900000,0,0.999994
67,33919.061842,9255.525083,9629,8221074.682000,108283924.481035,21234412.827996,8221074.682001,78828436.971020,0.196099,0.312713,246.660000,0,0.999968
68,35173.511791,10189.951601,9508,8326360.554000,108283924.481035,20863280.072997,8326360.554001,79094283.854020,0.192672,4.478528,910.000000,0,0.999614
69,32934.100257,9802.342540,8936,7708683.206000,108283924.481035,19666530.233996,7708683.206001,80908711.041021,0.181620,5.708098,508.580000,0,0.998775
70,32869.531577,9251.060196,9044,7871876.396000,108283924.481035,19869205.546996,7871876.396001,80542842.538021,0.183492,2.842192,83.880000,0,0.999772
71,32272.897672,9264.234591,8477,7666568.856000,108283924.481035,18479431.620996,7666568.856001,82137924.004022,0.170657,8.956513,3385.600000,0,0.999501
72,32350.270967,9765.246251,9076,7524432.876000,108283924.481035,20127156.076996,7524432.876001,80632335.528022,0.185874,11.726088,2010.500000,0,0.999146
73,33995.668063,9089.712613,9606,8301793.860000,108283924.481035,21133513.793996,8301793.860001,78848616.827021,0.195168,0.573870,120.900000,0,0.999986
74,34473.784668,10415.951262,8940,8019276.582000,108283924.481035,19521762.118996,8019276.582001,80742885.780021,0.180283,0.003660,1.100000,0,0.999999
75,32903.650966,9495.787406,9374,7798176.252000,108283924.481035,20774664.345997,7798176.252001,79711083.883020,0.191854,13.334803,900.100000,0,0.998168
76,35105.145819,9802.389890,9509,8433401.156000,108283924.481035,20812391.927996,8433401.156001,79038131.397020,0.192202,2.552461,520.100000,0,0.999855
77,33732.291702,9743.566489,8518,7994709.780000,108283924.481035,18423279.166996,7994709.780001,81865935.534022,0.170139,4.595873,2262.290000,0,0.999721
78,32304.090938,9407.143030,8536,7626209.386000,108283924.481035,18654908.038996,7626209.386001,82002807.056022,0.172278,18.319750,4185.900000,0,0.998103
79,33315.962453,9231.810839,8788,8028050.538000,108283924.481035,19117288.663996,8028050.538001,81138585.279021,0.176548,0.000000,0.000000,0,1.000000
80,34489.917271,8940.525546,9469,8515875.032000,108283924.481035,20665869.006996,8515875.032001,79102180.442021,0.190849,1.766629,1703.970000,0,0.999986
81,33715.497124,9779.040428,9059,7975407.572000,108283924.481035,19856922.178996,7975407.572001,80451594.730022,0.183378,10.233981,9566.760000,0,0.997509
82,32436.951231,9742.573431,9084,7564792.600000,108283924.481035,20128033.421996,7564792.600001,80591098.459020,0.185882,0.000000,0.000000,0,1.000000
83,33066.494059,9356.107726,9323,7903462.111000,108283924.481035,20587781.924996,7903462.111001,79792680.445021,0.190128,0.000000,0.000000,0,1.000000
84,32226.591886,9190.821133,8961,7677097.408000,108283924.481035,19748126.831996,7677097.408001,80858700.241022,0.182374,4.478528,910.000000,0,0.999614
85,33060.578291,9336.991943,9027,7906971.716000,108283924.481035,19806911.423996,7906971.716001,80570041.341021,0.182916,2.671200,119.600000,0,0.999055
86,33323.062144,9272.146779,9261,8010502.788000,108283924.481035,20371068.396996,8010502.788001,79902353.296020,0.188126,19.407001,2224.300000,0,0.999231
87,34039.983913,9755.700617,9075,8094731.570000,108283924.481035,19839374.573996,8094731.570001,80349818.337021,0.183216,0.088586,18.000000,0,0.999992
88,33453.468187,9139.088494,9353,8098241.140000,108283924.481035,20569356.829996,8098241.140001,79616326.511021,0.189958,19.656273,2375.300000,0,0.999231
89,32961.999045,9693.813615,8654,7756061.810000,108283924.481035,18900575.282996,7756061.810001,81627287.388021,0.174546,0.000000,0.000000,0,1.000000
90,32003.000520,9245.451606,8970,7585849.638000,108283924.481035,19817440.033996,7585849.638001,80880634.809022,0.183014,0.000000,0.000000,0,1.000000
